#file for arcs using the same infrastructure in the sense that activities (i,j) and (i_bar, j_bar) occupy the same underlying infrastructure
i,j,i_bar,j_bar
BHAL_711_B-6-2-1-arr-right,BHAL_711_B-6-2-1-dep-right,BHAL_711_B-626-1-3-arr-left,BHAL_711_B-626-1-3-dep-left
BHAL_711_B-6-2-1-arr-right,BHAL_711_B-6-2-1-dep-right,BHAL_711_B-7-2-1-arr-left,BHAL_711_B-7-2-1-dep-left
BHAL_711_B-6-2-1-arr-right,BHAL_711_B-6-2-1-dep-right,BHAL_711_B-6-1-1-arr-right,BHAL_711_B-6-1-1-dep-right
BHAL_711_B-7-1-1-arr-left,BHAL_711_B-7-1-1-dep-left,BHAL_711_B-626-1-4-arr-right,BHAL_711_B-626-1-4-dep-right
BHAL_711_B-7-1-1-arr-left,BHAL_711_B-7-1-1-dep-left,BHAL_711_B-626-1-3-arr-left,BHAL_711_B-626-1-3-dep-left
BHAL_711_B-7-1-1-arr-left,BHAL_711_B-7-1-1-dep-left,BHAL_711_B-7-2-1-arr-left,BHAL_711_B-7-2-1-dep-left
BHAL_711_B-7-1-1-arr-left,BHAL_711_B-7-1-1-dep-left,BHAL_711_B-6-1-1-arr-right,BHAL_711_B-6-1-1-dep-right
BHAL_711_B-626-1-4-arr-right,BHAL_711_B-626-1-4-dep-right,BHAL_711_B-626-1-3-arr-left,BHAL_711_B-626-1-3-dep-left
BHAL_711_B-626-1-4-arr-right,BHAL_711_B-626-1-4-dep-right,BHAL_711_B-7-2-1-arr-left,BHAL_711_B-7-2-1-dep-left
BHAL_711_B-626-1-4-arr-right,BHAL_711_B-626-1-4-dep-right,BHAL_711_B-6-1-1-arr-right,BHAL_711_B-6-1-1-dep-right
BHAL_711_B-626-1-3-arr-left,BHAL_711_B-626-1-3-dep-left,BHAL_711_B-7-2-1-arr-left,BHAL_711_B-7-2-1-dep-left
BHAL_711_B-626-1-3-arr-left,BHAL_711_B-626-1-3-dep-left,BHAL_711_B-6-1-1-arr-right,BHAL_711_B-6-1-1-dep-right
BHAL_711_B-7-2-1-arr-left,BHAL_711_B-7-2-1-dep-left,BHAL_711_B-6-1-1-arr-right,BHAL_711_B-6-1-1-dep-right
BWKRR_801_B-6-2-1-arr-right,BWKRR_801_B-6-2-1-dep-right,BWKRR_801_B-6-1-1-arr-right,BWKRR_801_B-6-1-1-dep-right
BWKRR_801_B-6-2-1-arr-right,BWKRR_801_B-6-2-1-dep-right,BWKRR_801_B-626-1-4-arr-right,BWKRR_801_B-626-1-4-dep-right
BWKRR_801_B-6-1-1-arr-right,BWKRR_801_B-6-1-1-dep-right,BWKRR_801_B-626-1-4-arr-right,BWKRR_801_B-626-1-4-dep-right
BMN_801_B-6-1-1-arr-right,BMN_801_B-6-1-1-dep-right,BMN_801_B-6-2-1-arr-right,BMN_801_B-6-2-1-dep-right
BMN_801_B-6-1-1-arr-right,BMN_801_B-6-1-1-dep-right,BMN_801_B-626-1-4-arr-right,BMN_801_B-626-1-4-dep-right
BMN_801_B-6-2-1-arr-right,BMN_801_B-6-2-1-dep-right,BMN_801_B-626-1-4-arr-right,BMN_801_B-626-1-4-dep-right
BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-left,BWES_811_B-376-1-12-arr-right,BWES_811_B-376-1-12-dep-right
BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-left,BWES_811_B-6-2-1-arr-right,BWES_811_B-6-2-1-dep-right
BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-left,BWES_811_B-626-1-3-arr-left,BWES_811_B-626-1-3-dep-left
BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-left,BWES_811_B-626-1-4-arr-right,BWES_811_B-626-1-4-dep-right
BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-left,BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-right
BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-left,BWES_811_B-7-1-1-arr-left,BWES_811_B-7-1-1-dep-left
BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-left,BWES_811_B-6-1-1-arr-right,BWES_811_B-6-1-1-dep-right
BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-left,BWES_811_B-7-2-1-arr-left,BWES_811_B-7-2-1-dep-left
BWES_811_B-376-1-12-arr-right,BWES_811_B-376-1-12-dep-right,BWES_811_B-6-2-1-arr-right,BWES_811_B-6-2-1-dep-right
BWES_811_B-376-1-12-arr-right,BWES_811_B-376-1-12-dep-right,BWES_811_B-626-1-3-arr-left,BWES_811_B-626-1-3-dep-left
BWES_811_B-376-1-12-arr-right,BWES_811_B-376-1-12-dep-right,BWES_811_B-626-1-4-arr-right,BWES_811_B-626-1-4-dep-right
BWES_811_B-376-1-12-arr-right,BWES_811_B-376-1-12-dep-right,BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-right
BWES_811_B-376-1-12-arr-right,BWES_811_B-376-1-12-dep-right,BWES_811_B-7-1-1-arr-left,BWES_811_B-7-1-1-dep-left
BWES_811_B-376-1-12-arr-right,BWES_811_B-376-1-12-dep-right,BWES_811_B-6-1-1-arr-right,BWES_811_B-6-1-1-dep-right
BWES_811_B-376-1-12-arr-right,BWES_811_B-376-1-12-dep-right,BWES_811_B-7-2-1-arr-left,BWES_811_B-7-2-1-dep-left
BWES_811_B-6-2-1-arr-right,BWES_811_B-6-2-1-dep-right,BWES_811_B-626-1-3-arr-left,BWES_811_B-626-1-3-dep-left
BWES_811_B-6-2-1-arr-right,BWES_811_B-6-2-1-dep-right,BWES_811_B-626-1-4-arr-right,BWES_811_B-626-1-4-dep-right
BWES_811_B-6-2-1-arr-right,BWES_811_B-6-2-1-dep-right,BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-right
BWES_811_B-6-2-1-arr-right,BWES_811_B-6-2-1-dep-right,BWES_811_B-7-1-1-arr-left,BWES_811_B-7-1-1-dep-left
BWES_811_B-6-2-1-arr-right,BWES_811_B-6-2-1-dep-right,BWES_811_B-6-1-1-arr-right,BWES_811_B-6-1-1-dep-right
BWES_811_B-6-2-1-arr-right,BWES_811_B-6-2-1-dep-right,BWES_811_B-7-2-1-arr-left,BWES_811_B-7-2-1-dep-left
BWES_811_B-626-1-3-arr-left,BWES_811_B-626-1-3-dep-left,BWES_811_B-626-1-4-arr-right,BWES_811_B-626-1-4-dep-right
BWES_811_B-626-1-3-arr-left,BWES_811_B-626-1-3-dep-left,BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-right
BWES_811_B-626-1-3-arr-left,BWES_811_B-626-1-3-dep-left,BWES_811_B-7-1-1-arr-left,BWES_811_B-7-1-1-dep-left
BWES_811_B-626-1-3-arr-left,BWES_811_B-626-1-3-dep-left,BWES_811_B-6-1-1-arr-right,BWES_811_B-6-1-1-dep-right
BWES_811_B-626-1-3-arr-left,BWES_811_B-626-1-3-dep-left,BWES_811_B-7-2-1-arr-left,BWES_811_B-7-2-1-dep-left
BWES_811_B-626-1-4-arr-right,BWES_811_B-626-1-4-dep-right,BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-right
BWES_811_B-626-1-4-arr-right,BWES_811_B-626-1-4-dep-right,BWES_811_B-7-1-1-arr-left,BWES_811_B-7-1-1-dep-left
BWES_811_B-626-1-4-arr-right,BWES_811_B-626-1-4-dep-right,BWES_811_B-6-1-1-arr-right,BWES_811_B-6-1-1-dep-right
BWES_811_B-626-1-4-arr-right,BWES_811_B-626-1-4-dep-right,BWES_811_B-7-2-1-arr-left,BWES_811_B-7-2-1-dep-left
BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-right,BWES_811_B-7-1-1-arr-left,BWES_811_B-7-1-1-dep-left
BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-right,BWES_811_B-6-1-1-arr-right,BWES_811_B-6-1-1-dep-right
BWES_811_B-376-1-12-arr-left,BWES_811_B-376-1-12-dep-right,BWES_811_B-7-2-1-arr-left,BWES_811_B-7-2-1-dep-left
BWES_811_B-7-1-1-arr-left,BWES_811_B-7-1-1-dep-left,BWES_811_B-6-1-1-arr-right,BWES_811_B-6-1-1-dep-right
BWES_811_B-7-1-1-arr-left,BWES_811_B-7-1-1-dep-left,BWES_811_B-7-2-1-arr-left,BWES_811_B-7-2-1-dep-left
BWES_811_B-6-1-1-arr-right,BWES_811_B-6-1-1-dep-right,BWES_811_B-7-2-1-arr-left,BWES_811_B-7-2-1-dep-left
BJUN_955_B-6-2-1-arr-right,BJUN_955_B-6-2-1-dep-right,BJUN_955_B-626-1-4-arr-right,BJUN_955_B-626-1-4-dep-right
BJUN_955_B-6-2-1-arr-right,BJUN_955_B-6-2-1-dep-right,BJUN_955_B-6-1-1-arr-right,BJUN_955_B-6-1-1-dep-right
BJUN_955_B-6-2-1-arr-right,BJUN_955_B-6-2-1-dep-right,BJUN_955_B-376-1-2-arr-right,BJUN_955_B-376-1-2-dep-right
BJUN_955_B-626-1-4-arr-right,BJUN_955_B-626-1-4-dep-right,BJUN_955_B-6-1-1-arr-right,BJUN_955_B-6-1-1-dep-right
BJUN_955_B-626-1-4-arr-right,BJUN_955_B-626-1-4-dep-right,BJUN_955_B-376-1-2-arr-right,BJUN_955_B-376-1-2-dep-right
BJUN_955_B-6-1-1-arr-right,BJUN_955_B-6-1-1-dep-right,BJUN_955_B-376-1-2-arr-right,BJUN_955_B-376-1-2-dep-right
BBEU_811_B-6-2-1-arr-right,BBEU_811_B-6-2-1-dep-right,BBEU_811_B-376-1-2-arr-right,BBEU_811_B-376-1-2-dep-right
BBEU_811_B-6-2-1-arr-right,BBEU_811_B-6-2-1-dep-right,BBEU_811_B-626-1-4-arr-right,BBEU_811_B-626-1-4-dep-right
BBEU_811_B-6-2-1-arr-right,BBEU_811_B-6-2-1-dep-right,BBEU_811_B-6-1-1-arr-right,BBEU_811_B-6-1-1-dep-right
BBEU_811_B-376-1-2-arr-right,BBEU_811_B-376-1-2-dep-right,BBEU_811_B-626-1-4-arr-right,BBEU_811_B-626-1-4-dep-right
BBEU_811_B-376-1-2-arr-right,BBEU_811_B-376-1-2-dep-right,BBEU_811_B-6-1-1-arr-right,BBEU_811_B-6-1-1-dep-right
BBEU_811_B-626-1-4-arr-right,BBEU_811_B-626-1-4-dep-right,BBEU_811_B-6-1-1-arr-right,BBEU_811_B-6-1-1-dep-right
BWH_831_B-376-1-2-arr-right,BWH_831_B-376-1-2-dep-right,BWH_831_B-626-1-4-arr-right,BWH_831_B-626-1-4-dep-right
BWH_831_B-376-1-2-arr-right,BWH_831_B-376-1-2-dep-right,BWH_831_B-6-1-1-arr-right,BWH_831_B-6-1-1-dep-right
BWH_831_B-376-1-2-arr-right,BWH_831_B-376-1-2-dep-right,BWH_831_B-6-2-1-arr-right,BWH_831_B-6-2-1-dep-right
BWH_831_B-626-1-4-arr-right,BWH_831_B-626-1-4-dep-right,BWH_831_B-6-1-1-arr-right,BWH_831_B-6-1-1-dep-right
BWH_831_B-626-1-4-arr-right,BWH_831_B-626-1-4-dep-right,BWH_831_B-6-2-1-arr-right,BWH_831_B-6-2-1-dep-right
BWH_831_B-6-1-1-arr-right,BWH_831_B-6-1-1-dep-right,BWH_831_B-6-2-1-arr-right,BWH_831_B-6-2-1-dep-right
BWED_841_B-376-1-2-arr-right,BWED_841_B-376-1-2-dep-right,BWED_841_B-6-1-1-arr-right,BWED_841_B-6-1-1-dep-right
BWED_841_B-376-1-2-arr-right,BWED_841_B-376-1-2-dep-right,BWED_841_B-6-2-1-arr-right,BWED_841_B-6-2-1-dep-right
BWED_841_B-376-1-2-arr-right,BWED_841_B-376-1-2-dep-right,BWED_841_B-626-1-4-arr-right,BWED_841_B-626-1-4-dep-right
BWED_841_B-6-1-1-arr-right,BWED_841_B-6-1-1-dep-right,BWED_841_B-6-2-1-arr-right,BWED_841_B-6-2-1-dep-right
BWED_841_B-6-1-1-arr-right,BWED_841_B-6-1-1-dep-right,BWED_841_B-626-1-4-arr-right,BWED_841_B-626-1-4-dep-right
BWED_841_B-6-2-1-arr-right,BWED_841_B-6-2-1-dep-right,BWED_841_B-626-1-4-arr-right,BWED_841_B-626-1-4-dep-right
BGB_723_B-6-2-1-arr-right,BGB_723_B-6-2-1-dep-right,BGB_723_B-6-1-1-arr-right,BGB_723_B-6-1-1-dep-right
BGB_723_B-6-2-1-arr-right,BGB_723_B-6-2-1-dep-right,BGB_723_B-626-1-4-arr-right,BGB_723_B-626-1-4-dep-right
BGB_723_B-6-2-1-arr-right,BGB_723_B-6-2-1-dep-right,BGB_723_B-376-1-2-arr-right,BGB_723_B-376-1-2-dep-right
BGB_723_B-6-1-1-arr-right,BGB_723_B-6-1-1-dep-right,BGB_723_B-626-1-4-arr-right,BGB_723_B-626-1-4-dep-right
BGB_723_B-6-1-1-arr-right,BGB_723_B-6-1-1-dep-right,BGB_723_B-376-1-2-arr-right,BGB_723_B-376-1-2-dep-right
BGB_723_B-626-1-4-arr-right,BGB_723_B-626-1-4-dep-right,BGB_723_B-376-1-2-arr-right,BGB_723_B-376-1-2-dep-right
BSAL_771_B-376-1-2-arr-right,BSAL_771_B-376-1-2-dep-right,BSAL_771_B-6-2-1-arr-right,BSAL_771_B-6-2-1-dep-right
BSAL_771_B-376-1-2-arr-right,BSAL_771_B-376-1-2-dep-right,BSAL_771_B-376-1-1-arr-left,BSAL_771_B-376-1-1-dep-left
BSAL_771_B-376-1-2-arr-right,BSAL_771_B-376-1-2-dep-right,BSAL_771_B-571-1-2-arr-right,BSAL_771_B-571-1-2-dep-right
BSAL_771_B-376-1-2-arr-right,BSAL_771_B-376-1-2-dep-right,BSAL_771_B-626-1-4-arr-right,BSAL_771_B-626-1-4-dep-right
BSAL_771_B-376-1-2-arr-right,BSAL_771_B-376-1-2-dep-right,BSAL_771_B-566-1-1-arr-right,BSAL_771_B-566-1-1-dep-right
BSAL_771_B-376-1-2-arr-right,BSAL_771_B-376-1-2-dep-right,BSAL_771_B-6-1-1-arr-right,BSAL_771_B-6-1-1-dep-right
BSAL_771_B-376-1-2-arr-right,BSAL_771_B-376-1-2-dep-right,BSAL_771_B-7-1-1-arr-left,BSAL_771_B-7-1-1-dep-left
BSAL_771_B-376-1-2-arr-right,BSAL_771_B-376-1-2-dep-right,BSAL_771_B-626-1-3-arr-left,BSAL_771_B-626-1-3-dep-left
BSAL_771_B-376-1-2-arr-right,BSAL_771_B-376-1-2-dep-right,BSAL_771_B-7-2-1-arr-left,BSAL_771_B-7-2-1-dep-left
BSAL_771_B-6-2-1-arr-right,BSAL_771_B-6-2-1-dep-right,BSAL_771_B-376-1-1-arr-left,BSAL_771_B-376-1-1-dep-left
BSAL_771_B-6-2-1-arr-right,BSAL_771_B-6-2-1-dep-right,BSAL_771_B-571-1-2-arr-right,BSAL_771_B-571-1-2-dep-right
BSAL_771_B-6-2-1-arr-right,BSAL_771_B-6-2-1-dep-right,BSAL_771_B-626-1-4-arr-right,BSAL_771_B-626-1-4-dep-right
BSAL_771_B-6-2-1-arr-right,BSAL_771_B-6-2-1-dep-right,BSAL_771_B-566-1-1-arr-right,BSAL_771_B-566-1-1-dep-right
BSAL_771_B-6-2-1-arr-right,BSAL_771_B-6-2-1-dep-right,BSAL_771_B-6-1-1-arr-right,BSAL_771_B-6-1-1-dep-right
BSAL_771_B-6-2-1-arr-right,BSAL_771_B-6-2-1-dep-right,BSAL_771_B-7-1-1-arr-left,BSAL_771_B-7-1-1-dep-left
BSAL_771_B-6-2-1-arr-right,BSAL_771_B-6-2-1-dep-right,BSAL_771_B-626-1-3-arr-left,BSAL_771_B-626-1-3-dep-left
BSAL_771_B-6-2-1-arr-right,BSAL_771_B-6-2-1-dep-right,BSAL_771_B-7-2-1-arr-left,BSAL_771_B-7-2-1-dep-left
BSAL_771_B-376-1-1-arr-left,BSAL_771_B-376-1-1-dep-left,BSAL_771_B-571-1-2-arr-right,BSAL_771_B-571-1-2-dep-right
BSAL_771_B-376-1-1-arr-left,BSAL_771_B-376-1-1-dep-left,BSAL_771_B-626-1-4-arr-right,BSAL_771_B-626-1-4-dep-right
BSAL_771_B-376-1-1-arr-left,BSAL_771_B-376-1-1-dep-left,BSAL_771_B-566-1-1-arr-right,BSAL_771_B-566-1-1-dep-right
BSAL_771_B-376-1-1-arr-left,BSAL_771_B-376-1-1-dep-left,BSAL_771_B-6-1-1-arr-right,BSAL_771_B-6-1-1-dep-right
BSAL_771_B-376-1-1-arr-left,BSAL_771_B-376-1-1-dep-left,BSAL_771_B-7-1-1-arr-left,BSAL_771_B-7-1-1-dep-left
BSAL_771_B-376-1-1-arr-left,BSAL_771_B-376-1-1-dep-left,BSAL_771_B-626-1-3-arr-left,BSAL_771_B-626-1-3-dep-left
BSAL_771_B-376-1-1-arr-left,BSAL_771_B-376-1-1-dep-left,BSAL_771_B-7-2-1-arr-left,BSAL_771_B-7-2-1-dep-left
BSAL_771_B-571-1-2-arr-right,BSAL_771_B-571-1-2-dep-right,BSAL_771_B-626-1-4-arr-right,BSAL_771_B-626-1-4-dep-right
BSAL_771_B-571-1-2-arr-right,BSAL_771_B-571-1-2-dep-right,BSAL_771_B-566-1-1-arr-right,BSAL_771_B-566-1-1-dep-right
BSAL_771_B-571-1-2-arr-right,BSAL_771_B-571-1-2-dep-right,BSAL_771_B-6-1-1-arr-right,BSAL_771_B-6-1-1-dep-right
BSAL_771_B-571-1-2-arr-right,BSAL_771_B-571-1-2-dep-right,BSAL_771_B-7-1-1-arr-left,BSAL_771_B-7-1-1-dep-left
BSAL_771_B-571-1-2-arr-right,BSAL_771_B-571-1-2-dep-right,BSAL_771_B-626-1-3-arr-left,BSAL_771_B-626-1-3-dep-left
BSAL_771_B-571-1-2-arr-right,BSAL_771_B-571-1-2-dep-right,BSAL_771_B-7-2-1-arr-left,BSAL_771_B-7-2-1-dep-left
BSAL_771_B-626-1-4-arr-right,BSAL_771_B-626-1-4-dep-right,BSAL_771_B-566-1-1-arr-right,BSAL_771_B-566-1-1-dep-right
BSAL_771_B-626-1-4-arr-right,BSAL_771_B-626-1-4-dep-right,BSAL_771_B-6-1-1-arr-right,BSAL_771_B-6-1-1-dep-right
BSAL_771_B-626-1-4-arr-right,BSAL_771_B-626-1-4-dep-right,BSAL_771_B-7-1-1-arr-left,BSAL_771_B-7-1-1-dep-left
BSAL_771_B-626-1-4-arr-right,BSAL_771_B-626-1-4-dep-right,BSAL_771_B-626-1-3-arr-left,BSAL_771_B-626-1-3-dep-left
BSAL_771_B-626-1-4-arr-right,BSAL_771_B-626-1-4-dep-right,BSAL_771_B-7-2-1-arr-left,BSAL_771_B-7-2-1-dep-left
BSAL_771_B-566-1-1-arr-right,BSAL_771_B-566-1-1-dep-right,BSAL_771_B-6-1-1-arr-right,BSAL_771_B-6-1-1-dep-right
BSAL_771_B-566-1-1-arr-right,BSAL_771_B-566-1-1-dep-right,BSAL_771_B-7-1-1-arr-left,BSAL_771_B-7-1-1-dep-left
BSAL_771_B-566-1-1-arr-right,BSAL_771_B-566-1-1-dep-right,BSAL_771_B-626-1-3-arr-left,BSAL_771_B-626-1-3-dep-left
BSAL_771_B-566-1-1-arr-right,BSAL_771_B-566-1-1-dep-right,BSAL_771_B-7-2-1-arr-left,BSAL_771_B-7-2-1-dep-left
BSAL_771_B-6-1-1-arr-right,BSAL_771_B-6-1-1-dep-right,BSAL_771_B-7-1-1-arr-left,BSAL_771_B-7-1-1-dep-left
BSAL_771_B-6-1-1-arr-right,BSAL_771_B-6-1-1-dep-right,BSAL_771_B-626-1-3-arr-left,BSAL_771_B-626-1-3-dep-left
BSAL_771_B-6-1-1-arr-right,BSAL_771_B-6-1-1-dep-right,BSAL_771_B-7-2-1-arr-left,BSAL_771_B-7-2-1-dep-left
BSAL_771_B-7-1-1-arr-left,BSAL_771_B-7-1-1-dep-left,BSAL_771_B-626-1-3-arr-left,BSAL_771_B-626-1-3-dep-left
BSAL_771_B-7-1-1-arr-left,BSAL_771_B-7-1-1-dep-left,BSAL_771_B-7-2-1-arr-left,BSAL_771_B-7-2-1-dep-left
BSAL_771_B-626-1-3-arr-left,BSAL_771_B-626-1-3-dep-left,BSAL_771_B-7-2-1-arr-left,BSAL_771_B-7-2-1-dep-left
BPLA_781_B-376-1-2-arr-right,BPLA_781_B-376-1-2-dep-right,BPLA_781_B-566-1-1-arr-right,BPLA_781_B-566-1-1-dep-right
BPLA_781_B-376-1-2-arr-right,BPLA_781_B-376-1-2-dep-right,BPLA_781_B-6-2-1-arr-right,BPLA_781_B-6-2-1-dep-right
BPLA_781_B-376-1-2-arr-right,BPLA_781_B-376-1-2-dep-right,BPLA_781_B-626-1-4-arr-right,BPLA_781_B-626-1-4-dep-right
BPLA_781_B-376-1-2-arr-right,BPLA_781_B-376-1-2-dep-right,BPLA_781_B-571-1-2-arr-right,BPLA_781_B-571-1-2-dep-right
BPLA_781_B-376-1-2-arr-right,BPLA_781_B-376-1-2-dep-right,BPLA_781_B-6-1-1-arr-right,BPLA_781_B-6-1-1-dep-right
BPLA_781_B-566-1-1-arr-right,BPLA_781_B-566-1-1-dep-right,BPLA_781_B-6-2-1-arr-right,BPLA_781_B-6-2-1-dep-right
BPLA_781_B-566-1-1-arr-right,BPLA_781_B-566-1-1-dep-right,BPLA_781_B-626-1-4-arr-right,BPLA_781_B-626-1-4-dep-right
BPLA_781_B-566-1-1-arr-right,BPLA_781_B-566-1-1-dep-right,BPLA_781_B-571-1-2-arr-right,BPLA_781_B-571-1-2-dep-right
BPLA_781_B-566-1-1-arr-right,BPLA_781_B-566-1-1-dep-right,BPLA_781_B-6-1-1-arr-right,BPLA_781_B-6-1-1-dep-right
BPLA_781_B-6-2-1-arr-right,BPLA_781_B-6-2-1-dep-right,BPLA_781_B-626-1-4-arr-right,BPLA_781_B-626-1-4-dep-right
BPLA_781_B-6-2-1-arr-right,BPLA_781_B-6-2-1-dep-right,BPLA_781_B-571-1-2-arr-right,BPLA_781_B-571-1-2-dep-right
BPLA_781_B-6-2-1-arr-right,BPLA_781_B-6-2-1-dep-right,BPLA_781_B-6-1-1-arr-right,BPLA_781_B-6-1-1-dep-right
BPLA_781_B-626-1-4-arr-right,BPLA_781_B-626-1-4-dep-right,BPLA_781_B-571-1-2-arr-right,BPLA_781_B-571-1-2-dep-right
BPLA_781_B-626-1-4-arr-right,BPLA_781_B-626-1-4-dep-right,BPLA_781_B-6-1-1-arr-right,BPLA_781_B-6-1-1-dep-right
BPLA_781_B-571-1-2-arr-right,BPLA_781_B-571-1-2-dep-right,BPLA_781_B-6-1-1-arr-right,BPLA_781_B-6-1-1-dep-right
BGSS_511_B-6-1-1-arr-right,BGSS_511_B-6-1-1-dep-right,BGSS_511_B-571-1-2-arr-right,BGSS_511_B-571-1-2-dep-right
BGSS_511_B-6-1-1-arr-right,BGSS_511_B-6-1-1-dep-right,BGSS_511_B-6-2-1-arr-right,BGSS_511_B-6-2-1-dep-right
BGSS_511_B-6-1-1-arr-right,BGSS_511_B-6-1-1-dep-right,BGSS_511_B-376-1-21-arr-right,BGSS_511_B-376-1-21-dep-right
BGSS_511_B-6-1-1-arr-right,BGSS_511_B-6-1-1-dep-right,BGSS_511_B-626-1-4-arr-right,BGSS_511_B-626-1-4-dep-right
BGSS_511_B-6-1-1-arr-right,BGSS_511_B-6-1-1-dep-right,BGSS_511_B-566-1-1-arr-right,BGSS_511_B-566-1-1-dep-right
BGSS_511_B-571-1-2-arr-right,BGSS_511_B-571-1-2-dep-right,BGSS_511_B-6-2-1-arr-right,BGSS_511_B-6-2-1-dep-right
BGSS_511_B-571-1-2-arr-right,BGSS_511_B-571-1-2-dep-right,BGSS_511_B-376-1-21-arr-right,BGSS_511_B-376-1-21-dep-right
BGSS_511_B-571-1-2-arr-right,BGSS_511_B-571-1-2-dep-right,BGSS_511_B-626-1-4-arr-right,BGSS_511_B-626-1-4-dep-right
