alt_idx,sheaf_idx,s-t-tuple,weight,path
10,5,"(BNPL_682_B-48-1-1-dep-right-out, BOSB_11_B-48-1-1-arr-right-in)",20,"[(BNPL_682_B-48-1-1-dep-right, BOKS_652_B-48-1-1-arr-left), (BOKS_652_B-48-1-1-arr-left, BOKS_652_B-48-1-1-dep-left), (BOKS_652_B-48-1-1-dep-left, BWRS_622_B-48-1-1-arr-left), (BWRS_622_B-48-1-1-arr-left, BWRS_622_B-48-1-1-dep-left), (BWRS_622_B-48-1-1-dep-left, BOSB_11_B-48-1-1-arr-right)]"
11,5,"(BNPL_682_B-48-1-1-dep-right-out, BOSB_11_B-48-1-1-arr-right-in)",4,"[(BNPL_682_B-48-1-1-dep-right, BOKS_654_B-48-1-1-arr-right), (BOKS_654_B-48-1-1-arr-right, BOKS_654_B-48-1-1-dep-right), (BOKS_654_B-48-1-1-dep-right, BWRS_624_B-48-1-1-arr-right), (BWRS_624_B-48-1-1-arr-right, BWRS_624_B-48-1-1-dep-right), (BWRS_624_B-48-1-1-dep-right, BOSB_11_B-48-1-1-arr-right)]"
12,6,"(BOSB_8_B-48-1-2-dep-right-out, BNPL_681_B-48-1-2-arr-right-in)",4,"[(BOSB_8_B-48-1-2-dep-right, BWRS_623_B-48-1-2-arr-right), (BWRS_623_B-48-1-2-arr-right, BWRS_623_B-48-1-2-dep-right), (BWRS_623_B-48-1-2-dep-right, BOKS_651_B-48-1-2-arr-right), (BOKS_651_B-48-1-2-arr-right, BOKS_651_B-48-1-2-dep-right), (BOKS_651_B-48-1-2-dep-right, BNPL_681_B-48-1-2-arr-right)]"
13,6,"(BOSB_8_B-48-1-2-dep-right-out, BNPL_681_B-48-1-2-arr-right-in)",4,"[(BOSB_8_B-48-1-2-dep-right, BWRS_623_B-48-1-2-arr-right), (BWRS_623_B-48-1-2-arr-right, BWRS_623_B-48-1-2-dep-right), (BWRS_623_B-48-1-2-dep-right, BOKS_653_B-48-1-2-arr-right), (BOKS_653_B-48-1-2-arr-right, BOKS_653_B-48-1-2-dep-right), (BOKS_653_B-48-1-2-dep-right, BNPL_681_B-48-1-2-arr-right)]"
14,6,"(BOSB_8_B-48-1-2-dep-right-out, BNPL_681_B-48-1-2-arr-right-in)",4,"[(BOSB_8_B-48-1-2-dep-right, BWRS_621_B-48-1-2-arr-right), (BWRS_621_B-48-1-2-arr-right, BWRS_621_B-48-1-2-dep-right), (BWRS_621_B-48-1-2-dep-right, BOKS_651_B-48-1-2-arr-right), (BOKS_651_B-48-1-2-arr-right, BOKS_651_B-48-1-2-dep-right), (BOKS_651_B-48-1-2-dep-right, BNPL_681_B-48-1-2-arr-right)]"
15,6,"(BOSB_8_B-48-1-2-dep-right-out, BNPL_681_B-48-1-2-arr-right-in)",4,"[(BOSB_8_B-48-1-2-dep-right, BWRS_621_B-48-1-2-arr-right), (BWRS_621_B-48-1-2-arr-right, BWRS_621_B-48-1-2-dep-right), (BWRS_621_B-48-1-2-dep-right, BOKS_653_B-48-1-2-arr-right), (BOKS_653_B-48-1-2-arr-right, BOKS_653_B-48-1-2-dep-right), (BOKS_653_B-48-1-2-dep-right, BNPL_681_B-48-1-2-arr-right)]"
16,7,"(BNPL_681_B-48-1-2-dep-right-out, BFFO_701_B-48-1-2-arr-right-in)",2,"[(BNPL_681_B-48-1-2-dep-right, BLI_691_B-48-1-2-arr-right), (BLI_691_B-48-1-2-arr-right, BLI_691_B-48-1-2-dep-right), (BLI_691_B-48-1-2-dep-right, BFFO_701_B-48-1-2-arr-right)]"
17,7,"(BNPL_681_B-48-1-2-dep-right-out, BFFO_701_B-48-1-2-arr-right-in)",15,"[(BNPL_681_B-48-1-2-dep-right, BLI_692_B-48-1-2-arr-left), (BLI_692_B-48-1-2-arr-left, BLI_692_B-48-1-2-dep-left), (BLI_692_B-48-1-2-dep-left, BFFO_701_B-48-1-2-arr-right)]"
18,8,"(BOSB_11_B-48-1-1-dep-right-out, BOSB_8_B-48-1-2-arr-right-in)",0,"[(BOSB_11_B-48-1-1-dep-right, henkel_3_S5_E_BSTN_BWKS_0_S5_EI_BWKS_BHPG_0_S5_EI_BHPG_BWKS_0_S5_E_BWKS_BSTN_0-48-1-12), (henkel_3_S5_E_BSTN_BWKS_0_S5_EI_BWKS_BHPG_0_S5_EI_BHPG_BWKS_0_S5_E_BWKS_BSTN_0-48-1-12, BOSB_8_B-48-1-2-arr-right)]"
19,8,"(BOSB_11_B-48-1-1-dep-right-out, BOSB_8_B-48-1-2-arr-right-in)",0,"[(BOSB_11_B-48-1-1-dep-right, henkel_5_S5_E_BSTN_BWKS_0_S5_EI_BWKS_BHPG_0_S5_EI_BHPG_BWKS_0_S5_E_BWKS_BSTN_0-48-1-12), (henkel_5_S5_E_BSTN_BWKS_0_S5_EI_BWKS_BHPG_0_S5_EI_BHPG_BWKS_0_S5_E_BWKS_BSTN_0-48-1-12, BOSB_8_B-48-1-2-arr-right)]"
20,9,"(BHH_351_B-48-2-2-dep-right-out, BHH_352_B-48-2-1-arr-right-in)",7,"[(BHH_351_B-48-2-2-dep-right, BWAB_362_B-48-2-21-arr-left), (BWAB_362_B-48-2-21-arr-left, BWAB_362_B-48-2-21-dep-right), (BWAB_362_B-48-2-21-dep-right, BHH_352_B-48-2-1-arr-right)]"
21,9,"(BHH_351_B-48-2-2-dep-right-out, BHH_352_B-48-2-1-arr-right-in)",7,"[(BHH_351_B-48-2-2-dep-right, BWAB_361_B-48-2-21-arr-right), (BWAB_361_B-48-2-21-arr-right, BWAB_361_B-48-2-21-dep-left), (BWAB_361_B-48-2-21-dep-left, BHH_352_B-48-2-1-arr-right)]"
22,10,"(BFFO_702_B-48-2-1-dep-right-out, BNPL_682_B-48-2-1-arr-right-in)",15,"[(BFFO_702_B-48-2-1-dep-right, BLI_691_B-48-2-1-arr-left), (BLI_691_B-48-2-1-arr-left, BLI_691_B-48-2-1-dep-left), (BLI_691_B-48-2-1-dep-left, BNPL_682_B-48-2-1-arr-right)]"
23,10,"(BFFO_702_B-48-2-1-dep-right-out, BNPL_682_B-48-2-1-arr-right-in)",2,"[(BFFO_702_B-48-2-1-dep-right, BLI_692_B-48-2-1-arr-right), (BLI_692_B-48-2-1-arr-right, BLI_692_B-48-2-1-dep-right), (BLI_692_B-48-2-1-dep-right, BNPL_682_B-48-2-1-arr-right)]"
24,11,"(BNPL_682_B-48-2-1-dep-right-out, BOSB_11_B-48-2-1-arr-right-in)",17,"[(BNPL_682_B-48-2-1-dep-right, BOKS_652_B-48-2-1-arr-left), (BOKS_652_B-48-2-1-arr-left, BOKS_652_B-48-2-1-dep-left), (BOKS_652_B-48-2-1-dep-left, BWRS_624_B-48-2-1-arr-right), (BWRS_624_B-48-2-1-arr-right, BWRS_624_B-48-2-1-dep-right), (BWRS_624_B-48-2-1-dep-right, BOSB_11_B-48-2-1-arr-right)]"
25,11,"(BNPL_682_B-48-2-1-dep-right-out, BOSB_11_B-48-2-1-arr-right-in)",20,"[(BNPL_682_B-48-2-1-dep-right, BOKS_652_B-48-2-1-arr-left), (BOKS_652_B-48-2-1-arr-left, BOKS_652_B-48-2-1-dep-left), (BOKS_652_B-48-2-1-dep-left, BWRS_622_B-48-2-1-arr-left), (BWRS_622_B-48-2-1-arr-left, BWRS_622_B-48-2-1-dep-left), (BWRS_622_B-48-2-1-dep-left, BOSB_11_B-48-2-1-arr-right)]"
26,11,"(BNPL_682_B-48-2-1-dep-right-out, BOSB_11_B-48-2-1-arr-right-in)",4,"[(BNPL_682_B-48-2-1-dep-right, BOKS_654_B-48-2-1-arr-right), (BOKS_654_B-48-2-1-arr-right, BOKS_654_B-48-2-1-dep-right), (BOKS_654_B-48-2-1-dep-right, BWRS_624_B-48-2-1-arr-right), (BWRS_624_B-48-2-1-arr-right, BWRS_624_B-48-2-1-dep-right), (BWRS_624_B-48-2-1-dep-right, BOSB_11_B-48-2-1-arr-right)]"
27,12,"(BOSB_8_B-48-2-2-dep-right-out, BNPL_681_B-48-2-2-arr-right-in)",4,"[(BOSB_8_B-48-2-2-dep-right, BWRS_623_B-48-2-2-arr-right), (BWRS_623_B-48-2-2-arr-right, BWRS_623_B-48-2-2-dep-right), (BWRS_623_B-48-2-2-dep-right, BOKS_651_B-48-2-2-arr-right), (BOKS_651_B-48-2-2-arr-right, BOKS_651_B-48-2-2-dep-right), (BOKS_651_B-48-2-2-dep-right, BNPL_681_B-48-2-2-arr-right)]"
28,12,"(BOSB_8_B-48-2-2-dep-right-out, BNPL_681_B-48-2-2-arr-right-in)",4,"[(BOSB_8_B-48-2-2-dep-right, BWRS_623_B-48-2-2-arr-right), (BWRS_623_B-48-2-2-arr-right, BWRS_623_B-48-2-2-dep-right), (BWRS_623_B-48-2-2-dep-right, BOKS_653_B-48-2-2-arr-right), (BOKS_653_B-48-2-2-arr-right, BOKS_653_B-48-2-2-dep-right), (BOKS_653_B-48-2-2-dep-right, BNPL_681_B-48-2-2-arr-right)]"
29,12,"(BOSB_8_B-48-2-2-dep-right-out, BNPL_681_B-48-2-2-arr-right-in)",4,"[(BOSB_8_B-48-2-2-dep-right, BWRS_621_B-48-2-2-arr-right), (BWRS_621_B-48-2-2-arr-right, BWRS_621_B-48-2-2-dep-right), (BWRS_621_B-48-2-2-dep-right, BOKS_651_B-48-2-2-arr-right), (BOKS_651_B-48-2-2-arr-right, BOKS_651_B-48-2-2-dep-right), (BOKS_651_B-48-2-2-dep-right, BNPL_681_B-48-2-2-arr-right)]"
30,12,"(BOSB_8_B-48-2-2-dep-right-out, BNPL_681_B-48-2-2-arr-right-in)",4,"[(BOSB_8_B-48-2-2-dep-right, BWRS_621_B-48-2-2-arr-right), (BWRS_621_B-48-2-2-arr-right, BWRS_621_B-48-2-2-dep-right), (BWRS_621_B-48-2-2-dep-right, BOKS_653_B-48-2-2-arr-right), (BOKS_653_B-48-2-2-arr-right, BOKS_653_B-48-2-2-dep-right), (BOKS_653_B-48-2-2-dep-right, BNPL_681_B-48-2-2-arr-right)]"
31,13,"(BNPL_681_B-48-2-2-dep-right-out, BFFO_701_B-48-2-2-arr-right-in)",2,"[(BNPL_681_B-48-2-2-dep-right, BLI_691_B-48-2-2-arr-right), (BLI_691_B-48-2-2-arr-right, BLI_691_B-48-2-2-dep-right), (BLI_691_B-48-2-2-dep-right, BFFO_701_B-48-2-2-arr-right)]"
32,13,"(BNPL_681_B-48-2-2-dep-right-out, BFFO_701_B-48-2-2-arr-right-in)",15,"[(BNPL_681_B-48-2-2-dep-right, BLI_692_B-48-2-2-arr-left), (BLI_692_B-48-2-2-arr-left, BLI_692_B-48-2-2-dep-left), (BLI_692_B-48-2-2-dep-left, BFFO_701_B-48-2-2-arr-right)]"
33,14,"(BOSB_11_B-48-2-1-dep-right-out, BOSB_8_B-48-2-2-arr-right-in)",0,"[(BOSB_11_B-48-2-1-dep-right, henkel_3_S5_E_BSTN_BWKS_0_S5_EI_BWKS_BHPG_0_S5_EI_BHPG_BWKS_0_S5_E_BWKS_BSTN_0-48-2-12), (henkel_3_S5_E_BSTN_BWKS_0_S5_EI_BWKS_BHPG_0_S5_EI_BHPG_BWKS_0_S5_E_BWKS_BSTN_0-48-2-12, BOSB_8_B-48-2-2-arr-right)]"
34,14,"(BOSB_11_B-48-2-1-dep-right-out, BOSB_8_B-48-2-2-arr-right-in)",0,"[(BOSB_11_B-48-2-1-dep-right, henkel_5_S5_E_BSTN_BWKS_0_S5_EI_BWKS_BHPG_0_S5_EI_BHPG_BWKS_0_S5_E_BWKS_BSTN_0-48-2-12), (henkel_5_S5_E_BSTN_BWKS_0_S5_EI_BWKS_BHPG_0_S5_EI_BHPG_BWKS_0_S5_E_BWKS_BSTN_0-48-2-12, BOSB_8_B-48-2-2-arr-right)]"
35,15,"(BNPL_681_B-18-1-2-dep-right-out, BNPL_682_B-18-1-1-arr-right-in)",16,"[(BNPL_681_B-18-1-2-dep-right, BLI_691_B-18-1-21-arr-right), (BLI_691_B-18-1-21-arr-right, BLI_691_B-18-1-21-dep-right), (BLI_691_B-18-1-21-dep-right, BLI_23_A-18-1-21-arr-right), (BLI_23_A-18-1-21-arr-right, BLI_23_A-18-1-21-dep-left), (BLI_23_A-18-1-21-dep-left, BLI_691_B-18-1-21-arr-left), (BLI_691_B-18-1-21-arr-left, BLI_691_B-18-1-21-dep-left), (BLI_691_B-18-1-21-dep-left, BNPL_682_B-18-1-1-arr-right)]"
36,15,"(BNPL_681_B-18-1-2-dep-right-out, BNPL_682_B-18-1-1-arr-right-in)",8,"[(BNPL_681_B-18-1-2-dep-right, BLI_691_B-18-1-21-arr-right), (BLI_691_B-18-1-21-arr-right, BLI_691_B-18-1-21-dep-right), (BLI_691_B-18-1-21-dep-right, BLI_23_A-18-1-21-arr-right), (BLI_23_A-18-1-21-arr-right, BLI_23_A-18-1-21-dep-left), (BLI_23_A-18-1-21-dep-left, BLI_692_B-18-1-21-arr-right), (BLI_692_B-18-1-21-arr-right, BLI_692_B-18-1-21-dep-right), (BLI_692_B-18-1-21-dep-right, BNPL_682_B-18-1-1-arr-right)]"
37,15,"(BNPL_681_B-18-1-2-dep-right-out, BNPL_682_B-18-1-1-arr-right-in)",25,"[(BNPL_681_B-18-1-2-dep-right, BLI_691_B-18-1-21-arr-right), (BLI_691_B-18-1-21-arr-right, BLI_691_B-18-1-21-dep-right), (BLI_691_B-18-1-21-dep-right, BLI_23_A-18-1-21-arr-right), (BLI_23_A-18-1-21-arr-right, BLI_23_A-18-1-21-dep-right), (BLI_23_A-18-1-21-dep-right, BLI_25_A-18-1-21-arr-right), (BLI_25_A-18-1-21-arr-right, BLI_25_A-18-1-21-dep-left), (BLI_25_A-18-1-21-dep-left, BLI_23_A-18-1-21-arr-left), (BLI_23_A-18-1-21-arr-left, BLI_23_A-18-1-21-dep-left), (BLI_23_A-18-1-21-dep-left, BLI_691_B-18-1-21-arr-left), (BLI_691_B-18-1-21-arr-left, BLI_691_B-18-1-21-dep-left), (BLI_691_B-18-1-21-dep-left, BNPL_682_B-18-1-1-arr-right)]"
38,15,"(BNPL_681_B-18-1-2-dep-right-out, BNPL_682_B-18-1-1-arr-right-in)",17,"[(BNPL_681_B-18-1-2-dep-right, BLI_691_B-18-1-21-arr-right), (BLI_691_B-18-1-21-arr-right, BLI_691_B-18-1-21-dep-right), (BLI_691_B-18-1-21-dep-right, BLI_23_A-18-1-21-arr-right), (BLI_23_A-18-1-21-arr-right, BLI_23_A-18-1-21-dep-right), (BLI_23_A-18-1-21-dep-right, BLI_25_A-18-1-21-arr-right), (BLI_25_A-18-1-21-arr-right, BLI_25_A-18-1-21-dep-left), (BLI_25_A-18-1-21-dep-left, BLI_23_A-18-1-21-arr-left), (BLI_23_A-18-1-21-arr-left, BLI_23_A-18-1-21-dep-left), (BLI_23_A-18-1-21-dep-left, BLI_692_B-18-1-21-arr-right), (BLI_692_B-18-1-21-arr-right, BLI_692_B-18-1-21-dep-right), (BLI_692_B-18-1-21-dep-right, BNPL_682_B-18-1-1-arr-right)]"
39,15,"(BNPL_681_B-18-1-2-dep-right-out, BNPL_682_B-18-1-1-arr-right-in)",25,"[(BNPL_681_B-18-1-2-dep-right, BLI_691_B-18-1-21-arr-right), (BLI_691_B-18-1-21-arr-right, BLI_691_B-18-1-21-dep-right), (BLI_691_B-18-1-21-dep-right, BLI_23_A-18-1-21-arr-right), (BLI_23_A-18-1-21-arr-right, BLI_23_A-18-1-21-dep-right), (BLI_23_A-18-1-21-dep-right, BLI_25_A-18-1-21-arr-right), (BLI_25_A-18-1-21-arr-right, BLI_25_A-18-1-21-dep-left), (BLI_25_A-18-1-21-dep-left, BLI_24_A-18-1-21-arr-left), (BLI_24_A-18-1-21-arr-left, BLI_24_A-18-1-21-dep-left), (BLI_24_A-18-1-21-dep-left, BLI_691_B-18-1-21-arr-left), (BLI_691_B-18-1-21-arr-left, BLI_691_B-18-1-21-dep-left), (BLI_691_B-18-1-21-dep-left, BNPL_682_B-18-1-1-arr-right)]"
