#file for arcs using the same infrastructure in the sense that activities (i,j) and (i_bar, j_bar) occupy the same underlying infrastructure
i,j,i_bar,j_bar
BPOP_454_B-55-2-1-arr-right,BPOP_454_B-55-2-1-dep-right,BPOP_454_B-55-1-1-arr-right,BPOP_454_B-55-1-1-dep-right
BPOP_454_B-55-2-1-arr-right,BPOP_454_B-55-2-1-dep-right,BPOP_454_B-53-2-2-arr-right,BPOP_454_B-53-2-2-dep-right
BPOP_454_B-55-2-1-arr-right,BPOP_454_B-55-2-1-dep-right,BPOP_454_B-66-2-21-arr-right,BPOP_454_B-66-2-21-dep-right
BPOP_454_B-55-2-1-arr-right,BPOP_454_B-55-2-1-dep-right,BPOP_454_B-66-1-21-arr-right,BPOP_454_B-66-1-21-dep-right
BPOP_454_B-53-1-2-arr-right,BPOP_454_B-53-1-2-dep-right,BPOP_454_B-55-1-1-arr-right,BPOP_454_B-55-1-1-dep-right
BPOP_454_B-53-1-2-arr-right,BPOP_454_B-53-1-2-dep-right,BPOP_454_B-53-2-2-arr-right,BPOP_454_B-53-2-2-dep-right
BPOP_454_B-53-1-2-arr-right,BPOP_454_B-53-1-2-dep-right,BPOP_454_B-66-2-21-arr-right,BPOP_454_B-66-2-21-dep-right
BPOP_454_B-53-1-2-arr-right,BPOP_454_B-53-1-2-dep-right,BPOP_454_B-66-1-21-arr-right,BPOP_454_B-66-1-21-dep-right
BPOP_454_B-55-1-1-arr-right,BPOP_454_B-55-1-1-dep-right,BPOP_454_B-53-2-2-arr-right,BPOP_454_B-53-2-2-dep-right
BPOP_454_B-55-1-1-arr-right,BPOP_454_B-55-1-1-dep-right,BPOP_454_B-66-2-21-arr-right,BPOP_454_B-66-2-21-dep-right
BPOP_454_B-55-1-1-arr-right,BPOP_454_B-55-1-1-dep-right,BPOP_454_B-66-1-21-arr-right,BPOP_454_B-66-1-21-dep-right
BPOP_454_B-53-2-2-arr-right,BPOP_454_B-53-2-2-dep-right,BPOP_454_B-66-2-21-arr-right,BPOP_454_B-66-2-21-dep-right
BPOP_454_B-53-2-2-arr-right,BPOP_454_B-53-2-2-dep-right,BPOP_454_B-66-1-21-arr-right,BPOP_454_B-66-1-21-dep-right
BPOP_454_B-66-2-21-arr-right,BPOP_454_B-66-2-21-dep-right,BPOP_454_B-66-1-21-arr-right,BPOP_454_B-66-1-21-dep-right
BTOR_432_B-55-1-1-arr-right,BTOR_432_B-55-1-1-dep-right,BTOR_432_B-53-1-2-arr-right,BTOR_432_B-53-1-2-dep-right
BTOR_432_B-55-1-1-arr-right,BTOR_432_B-55-1-1-dep-right,BTOR_432_B-55-2-1-arr-right,BTOR_432_B-55-2-1-dep-right
BTOR_432_B-55-1-1-arr-right,BTOR_432_B-55-1-1-dep-right,BTOR_432_B-53-2-2-arr-right,BTOR_432_B-53-2-2-dep-right
BTOR_432_B-53-1-2-arr-right,BTOR_432_B-53-1-2-dep-right,BTOR_432_B-55-2-1-arr-right,BTOR_432_B-55-2-1-dep-right
BTOR_432_B-53-1-2-arr-right,BTOR_432_B-53-1-2-dep-right,BTOR_432_B-53-2-2-arr-right,BTOR_432_B-53-2-2-dep-right
BTOR_432_B-55-2-1-arr-right,BTOR_432_B-55-2-1-dep-right,BTOR_432_B-53-2-2-arr-right,BTOR_432_B-53-2-2-dep-right
BFSTT_432_B-53-1-2-arr-right,BFSTT_432_B-53-1-2-dep-right,BFSTT_432_B-53-2-2-arr-right,BFSTT_432_B-53-2-2-dep-right
BFSTT_432_B-53-1-2-arr-right,BFSTT_432_B-53-1-2-dep-right,BFSTT_432_B-55-1-1-arr-right,BFSTT_432_B-55-1-1-dep-right
BFSTT_432_B-53-1-2-arr-right,BFSTT_432_B-53-1-2-dep-right,BFSTT_432_B-55-2-1-arr-right,BFSTT_432_B-55-2-1-dep-right
BFSTT_432_B-53-2-2-arr-right,BFSTT_432_B-53-2-2-dep-right,BFSTT_432_B-55-1-1-arr-right,BFSTT_432_B-55-1-1-dep-right
BFSTT_432_B-53-2-2-arr-right,BFSTT_432_B-53-2-2-dep-right,BFSTT_432_B-55-2-1-arr-right,BFSTT_432_B-55-2-1-dep-right
BFSTT_432_B-55-1-1-arr-right,BFSTT_432_B-55-1-1-dep-right,BFSTT_432_B-55-2-1-arr-right,BFSTT_432_B-55-2-1-dep-right
BORS_432_B-53-1-2-arr-right,BORS_432_B-53-1-2-dep-right,BORS_432_B-53-2-2-arr-right,BORS_432_B-53-2-2-dep-right
BORS_432_B-53-1-2-arr-right,BORS_432_B-53-1-2-dep-right,BORS_432_B-55-1-1-arr-right,BORS_432_B-55-1-1-dep-right
BORS_432_B-53-1-2-arr-right,BORS_432_B-53-1-2-dep-right,BORS_432_B-55-2-1-arr-right,BORS_432_B-55-2-1-dep-right
BORS_432_B-53-2-2-arr-right,BORS_432_B-53-2-2-dep-right,BORS_432_B-55-1-1-arr-right,BORS_432_B-55-1-1-dep-right
BORS_432_B-53-2-2-arr-right,BORS_432_B-53-2-2-dep-right,BORS_432_B-55-2-1-arr-right,BORS_432_B-55-2-1-dep-right
BORS_432_B-55-1-1-arr-right,BORS_432_B-55-1-1-dep-right,BORS_432_B-55-2-1-arr-right,BORS_432_B-55-2-1-dep-right
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-left,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right,BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right,BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right,BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right,BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-right,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left,BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left
BNB_413_B-55-2-12-arr-right,BNB_413_B-55-2-12-dep-left,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left
BNB_413_B-55-1-12-arr-right,BNB_413_B-55-1-12-dep-right,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right
BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right
BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right
BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left
BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left
BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right
BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right
BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left
BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left
BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-left,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right
BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right
BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left
BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left
BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right
BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right
BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left
BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left
BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-right,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right
BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left
BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left
BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right
BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right
BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left
