alt_idx;sheaf_idx;s-t-tuple;weight;path
10;5;(BBU_112_B-46-1-1-dep-right-out, BBU_111_B-46-1-2-arr-right-in);7;[(BBU_112_B-46-1-1-dep-right, BKRW_101_B-46-1-12-arr-left), (BKRW_101_B-46-1-12-arr-left, BKRW_101_B-46-1-12-dep-right), (BKRW_101_B-46-1-12-dep-right, BBU_111_B-46-1-2-arr-right)]
11;6;(BBOS_613_B-33-1-2-dep-right-out, BBOS_612_B-33-1-1-arr-right-in);7;[(BBOS_613_B-33-1-2-dep-right, BPKW_642_B-33-1-21-arr-left), (BPKW_642_B-33-1-21-arr-left, BPKW_642_B-33-1-21-dep-right), (BPKW_642_B-33-1-21-dep-right, BBOS_612_B-33-1-1-arr-right)]
12;6;(BBOS_613_B-33-1-2-dep-right-out, BBOS_612_B-33-1-1-arr-right-in);7;[(BBOS_613_B-33-1-2-dep-right, BPKW_641_B-33-1-21-arr-right), (BPKW_641_B-33-1-21-arr-right, BPKW_641_B-33-1-21-dep-left), (BPKW_641_B-33-1-21-dep-left, BBOS_612_B-33-1-1-arr-right)]
13;7;(BHN_3_B-10-1-2-dep-right-out, BBIW_6_B-10-1-21-dep-right-in);16;[(BHN_3_B-10-1-2-dep-right, BBIW_6_B-10-1-21-arr-left), (BBIW_6_B-10-1-21-arr-left, BBIW_6_B-10-1-21-dep-left), (BBIW_6_B-10-1-21-dep-left, BBIW_14_A-10-1-21-arr-right), (BBIW_14_A-10-1-21-arr-right, BBIW_14_A-10-1-21-dep-left), (BBIW_14_A-10-1-21-dep-left, BBIW_6_B-10-1-21-arr-right), (BBIW_6_B-10-1-21-arr-right, BBIW_6_B-10-1-21-dep-right)]
14;7;(BHN_3_B-10-1-2-dep-right-out, BBIW_6_B-10-1-21-dep-right-in);7;[(BHN_3_B-10-1-2-dep-right, BBIW_6_B-10-1-21-arr-left), (BBIW_6_B-10-1-21-arr-left, BBIW_6_B-10-1-21-dep-right)]
15;7;(BHN_3_B-10-1-2-dep-right-out, BBIW_6_B-10-1-21-dep-right-in);8;[(BHN_3_B-10-1-2-dep-right, BBIW_4_B-10-1-21-arr-right), (BBIW_4_B-10-1-21-arr-right, BBIW_4_B-10-1-21-dep-right), (BBIW_4_B-10-1-21-dep-right, BBIW_14_A-10-1-21-arr-right), (BBIW_14_A-10-1-21-arr-right, BBIW_14_A-10-1-21-dep-left), (BBIW_14_A-10-1-21-dep-left, BBIW_6_B-10-1-21-arr-right), (BBIW_6_B-10-1-21-arr-right, BBIW_6_B-10-1-21-dep-right)]
16;8;(BBOS_613_B-34-1-1-dep-right-out, BBOS_612_B-34-1-2-arr-right-in);7;[(BBOS_613_B-34-1-1-dep-right, BPKW_642_B-34-1-12-arr-left), (BPKW_642_B-34-1-12-arr-left, BPKW_642_B-34-1-12-dep-right), (BPKW_642_B-34-1-12-dep-right, BBOS_612_B-34-1-2-arr-right)]
17;8;(BBOS_613_B-34-1-1-dep-right-out, BBOS_612_B-34-1-2-arr-right-in);7;[(BBOS_613_B-34-1-1-dep-right, BPKW_641_B-34-1-12-arr-right), (BPKW_641_B-34-1-12-arr-right, BPKW_641_B-34-1-12-dep-left), (BPKW_641_B-34-1-12-dep-left, BBOS_612_B-34-1-2-arr-right)]
18;9;(BLEN_101_B-24-1-2-dep-right-out, BLEN_102_B-24-1-1-arr-right-in);7;[(BLEN_101_B-24-1-2-dep-right, BORB_32_B-24-1-21-arr-left), (BORB_32_B-24-1-21-arr-left, BORB_32_B-24-1-21-dep-right), (BORB_32_B-24-1-21-dep-right, BLEN_102_B-24-1-1-arr-right)]
19;9;(BLEN_101_B-24-1-2-dep-right-out, BLEN_102_B-24-1-1-arr-right-in);7;[(BLEN_101_B-24-1-2-dep-right, BORB_30_B-24-1-21-arr-right), (BORB_30_B-24-1-21-arr-right, BORB_30_B-24-1-21-dep-left), (BORB_30_B-24-1-21-dep-left, BLEN_102_B-24-1-1-arr-right)]
20;10;(BBIW_6_B-24-1-1-dep-right-out, BHED_132_B-24-1-1-arr-right-in);4;[(BBIW_6_B-24-1-1-dep-right, BHN_4_B-24-1-1-arr-right), (BHN_4_B-24-1-1-arr-right, BHN_4_B-24-1-1-dep-right), (BHN_4_B-24-1-1-dep-right, BFOH_132_B-24-1-1-arr-right), (BFOH_132_B-24-1-1-arr-right, BFOH_132_B-24-1-1-dep-right), (BFOH_132_B-24-1-1-dep-right, BHED_132_B-24-1-1-arr-right)]
21;10;(BBIW_6_B-24-1-1-dep-right-out, BHED_132_B-24-1-1-arr-right-in);17;[(BBIW_6_B-24-1-1-dep-right, BHN_4_B-24-1-1-arr-right), (BHN_4_B-24-1-1-arr-right, BHN_4_B-24-1-1-dep-right), (BHN_4_B-24-1-1-dep-right, BFOH_131_B-24-1-1-arr-left), (BFOH_131_B-24-1-1-arr-left, BFOH_131_B-24-1-1-dep-left), (BFOH_131_B-24-1-1-dep-left, BHED_132_B-24-1-1-arr-right)]
22;10;(BBIW_6_B-24-1-1-dep-right-out, BHED_132_B-24-1-1-arr-right-in);17;[(BBIW_6_B-24-1-1-dep-right, BHN_3_B-24-1-1-arr-left), (BHN_3_B-24-1-1-arr-left, BHN_3_B-24-1-1-dep-left), (BHN_3_B-24-1-1-dep-left, BFOH_132_B-24-1-1-arr-right), (BFOH_132_B-24-1-1-arr-right, BFOH_132_B-24-1-1-dep-right), (BFOH_132_B-24-1-1-dep-right, BHED_132_B-24-1-1-arr-right)]
23;10;(BBIW_6_B-24-1-1-dep-right-out, BHED_132_B-24-1-1-arr-right-in);20;[(BBIW_6_B-24-1-1-dep-right, BHN_3_B-24-1-1-arr-left), (BHN_3_B-24-1-1-arr-left, BHN_3_B-24-1-1-dep-left), (BHN_3_B-24-1-1-dep-left, BFOH_131_B-24-1-1-arr-left), (BFOH_131_B-24-1-1-arr-left, BFOH_131_B-24-1-1-dep-left), (BFOH_131_B-24-1-1-dep-left, BHED_132_B-24-1-1-arr-right)]
24;11;(BWIN_111_B-24-1-2-dep-right-out, BHED_131_B-24-1-2-arr-right-in);15;[(BWIN_111_B-24-1-2-dep-right, BWAI_122_B-24-1-2-arr-left), (BWAI_122_B-24-1-2-arr-left, BWAI_122_B-24-1-2-dep-left), (BWAI_122_B-24-1-2-dep-left, BHED_131_B-24-1-2-arr-right)]
25;11;(BWIN_111_B-24-1-2-dep-right-out, BHED_131_B-24-1-2-arr-right-in);2;[(BWIN_111_B-24-1-2-dep-right, BWAI_121_B-24-1-2-arr-right), (BWAI_121_B-24-1-2-arr-right, BWAI_121_B-24-1-2-dep-right), (BWAI_121_B-24-1-2-dep-right, BHED_131_B-24-1-2-arr-right)]
26;12;(BHED_131_B-24-1-2-dep-right-out, BBOR_3_B-24-1-2-arr-right-in);25;[(BHED_131_B-24-1-2-dep-right, BFOH_132_B-24-1-2-arr-left), (BFOH_132_B-24-1-2-arr-left, BFOH_132_B-24-1-2-dep-left), (BFOH_132_B-24-1-2-dep-left, BHN_4_B-24-1-2-arr-left), (BHN_4_B-24-1-2-arr-left, BHN_4_B-24-1-2-dep-left), (BHN_4_B-24-1-2-dep-left, BBIW_6_B-24-1-2-arr-left), (BBIW_6_B-24-1-2-arr-left, BBIW_6_B-24-1-2-dep-left), (BBIW_6_B-24-1-2-dep-left, BBOR_3_B-24-1-2-arr-right)]
27;12;(BHED_131_B-24-1-2-dep-right-out, BBOR_3_B-24-1-2-arr-right-in);22;[(BHED_131_B-24-1-2-dep-right, BFOH_132_B-24-1-2-arr-left), (BFOH_132_B-24-1-2-arr-left, BFOH_132_B-24-1-2-dep-left), (BFOH_132_B-24-1-2-dep-left, BHN_4_B-24-1-2-arr-left), (BHN_4_B-24-1-2-arr-left, BHN_4_B-24-1-2-dep-left), (BHN_4_B-24-1-2-dep-left, BBIW_4_B-24-1-2-arr-right), (BBIW_4_B-24-1-2-arr-right, BBIW_4_B-24-1-2-dep-right), (BBIW_4_B-24-1-2-dep-right, BBOR_3_B-24-1-2-arr-right)]
28;12;(BHED_131_B-24-1-2-dep-right-out, BBOR_3_B-24-1-2-arr-right-in);32;[(BHED_131_B-24-1-2-dep-right, BFOH_132_B-24-1-2-arr-left), (BFOH_132_B-24-1-2-arr-left, BFOH_132_B-24-1-2-dep-left), (BFOH_132_B-24-1-2-dep-left, BHN_3_B-24-1-2-arr-right), (BHN_3_B-24-1-2-arr-right, BHN_3_B-24-1-2-dep-right), (BHN_3_B-24-1-2-dep-right, BBIW_6_B-24-1-2-arr-left), (BBIW_6_B-24-1-2-arr-left, BBIW_6_B-24-1-2-dep-left), (BBIW_6_B-24-1-2-dep-left, BBOR_3_B-24-1-2-arr-right)]
29;12;(BHED_131_B-24-1-2-dep-right-out, BBOR_3_B-24-1-2-arr-right-in);19;[(BHED_131_B-24-1-2-dep-right, BFOH_132_B-24-1-2-arr-left), (BFOH_132_B-24-1-2-arr-left, BFOH_132_B-24-1-2-dep-left), (BFOH_132_B-24-1-2-dep-left, BHN_3_B-24-1-2-arr-right), (BHN_3_B-24-1-2-arr-right, BHN_3_B-24-1-2-dep-right), (BHN_3_B-24-1-2-dep-right, BBIW_4_B-24-1-2-arr-right), (BBIW_4_B-24-1-2-arr-right, BBIW_4_B-24-1-2-dep-right), (BBIW_4_B-24-1-2-dep-right, BBOR_3_B-24-1-2-arr-right)]
30;12;(BHED_131_B-24-1-2-dep-right-out, BBOR_3_B-24-1-2-arr-right-in);22;[(BHED_131_B-24-1-2-dep-right, BFOH_131_B-24-1-2-arr-right), (BFOH_131_B-24-1-2-arr-right, BFOH_131_B-24-1-2-dep-right), (BFOH_131_B-24-1-2-dep-right, BHN_4_B-24-1-2-arr-left), (BHN_4_B-24-1-2-arr-left, BHN_4_B-24-1-2-dep-left), (BHN_4_B-24-1-2-dep-left, BBIW_6_B-24-1-2-arr-left), (BBIW_6_B-24-1-2-arr-left, BBIW_6_B-24-1-2-dep-left), (BBIW_6_B-24-1-2-dep-left, BBOR_3_B-24-1-2-arr-right)]
31;12;(BHED_131_B-24-1-2-dep-right-out, BBOR_3_B-24-1-2-arr-right-in);19;[(BHED_131_B-24-1-2-dep-right, BFOH_131_B-24-1-2-arr-right), (BFOH_131_B-24-1-2-arr-right, BFOH_131_B-24-1-2-dep-right), (BFOH_131_B-24-1-2-dep-right, BHN_4_B-24-1-2-arr-left), (BHN_4_B-24-1-2-arr-left, BHN_4_B-24-1-2-dep-left), (BHN_4_B-24-1-2-dep-left, BBIW_4_B-24-1-2-arr-right), (BBIW_4_B-24-1-2-arr-right, BBIW_4_B-24-1-2-dep-right), (BBIW_4_B-24-1-2-dep-right, BBOR_3_B-24-1-2-arr-right)]
32;12;(BHED_131_B-24-1-2-dep-right-out, BBOR_3_B-24-1-2-arr-right-in);19;[(BHED_131_B-24-1-2-dep-right, BFOH_131_B-24-1-2-arr-right), (BFOH_131_B-24-1-2-arr-right, BFOH_131_B-24-1-2-dep-right), (BFOH_131_B-24-1-2-dep-right, BHN_3_B-24-1-2-arr-right), (BHN_3_B-24-1-2-arr-right, BHN_3_B-24-1-2-dep-right), (BHN_3_B-24-1-2-dep-right, BBIW_6_B-24-1-2-arr-left), (BBIW_6_B-24-1-2-arr-left, BBIW_6_B-24-1-2-dep-left), (BBIW_6_B-24-1-2-dep-left, BBOR_3_B-24-1-2-arr-right)]
33;12;(BHED_131_B-24-1-2-dep-right-out, BBOR_3_B-24-1-2-arr-right-in);6;[(BHED_131_B-24-1-2-dep-right, BFOH_131_B-24-1-2-arr-right), (BFOH_131_B-24-1-2-arr-right, BFOH_131_B-24-1-2-dep-right), (BFOH_131_B-24-1-2-dep-right, BHN_3_B-24-1-2-arr-right), (BHN_3_B-24-1-2-arr-right, BHN_3_B-24-1-2-dep-right), (BHN_3_B-24-1-2-dep-right, BBIW_4_B-24-1-2-arr-right), (BBIW_4_B-24-1-2-arr-right, BBIW_4_B-24-1-2-dep-right), (BBIW_4_B-24-1-2-dep-right, BBOR_3_B-24-1-2-arr-right)]
34;13;(BBOS_611_B-24-1-1-dep-right-out, BBOS_614_B-24-1-2-arr-right-in);0;[(BBOS_611_B-24-1-1-dep-right, henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-24-1-12), (henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-24-1-12, BBOS_614_B-24-1-2-arr-right)]
35;13;(BBOS_611_B-24-1-1-dep-right-out, BBOS_614_B-24-1-2-arr-right-in);0;[(BBOS_611_B-24-1-1-dep-right, henkel_1_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-24-1-12), (henkel_1_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-24-1-12, BBOS_614_B-24-1-2-arr-right)]
36;14;(BHED_131_B-14-1-2-dep-right-out, BHED_132_B-14-1-1-arr-right-in);24;[(BHED_131_B-14-1-2-dep-right, BFOH_132_B-14-1-21-arr-left), (BFOH_132_B-14-1-21-arr-left, BFOH_132_B-14-1-21-dep-left), (BFOH_132_B-14-1-21-dep-left, BFOH_22_A-14-1-21-arr-right), (BFOH_22_A-14-1-21-arr-right, BFOH_22_A-14-1-21-dep-left), (BFOH_22_A-14-1-21-dep-left, BFOH_131_B-14-1-21-arr-left), (BFOH_131_B-14-1-21-arr-left, BFOH_131_B-14-1-21-dep-left), (BFOH_131_B-14-1-21-dep-left, BHED_132_B-14-1-1-arr-right)]
37;14;(BHED_131_B-14-1-2-dep-right-out, BHED_132_B-14-1-1-arr-right-in);16;[(BHED_131_B-14-1-2-dep-right, BFOH_132_B-14-1-21-arr-left), (BFOH_132_B-14-1-21-arr-left, BFOH_132_B-14-1-21-dep-left), (BFOH_132_B-14-1-21-dep-left, BFOH_22_A-14-1-21-arr-right), (BFOH_22_A-14-1-21-arr-right, BFOH_22_A-14-1-21-dep-left), (BFOH_22_A-14-1-21-dep-left, BFOH_132_B-14-1-21-arr-right), (BFOH_132_B-14-1-21-arr-right, BFOH_132_B-14-1-21-dep-right), (BFOH_132_B-14-1-21-dep-right, BHED_132_B-14-1-1-arr-right)]
