#file for arcs using the same infrastructure in the sense that activities (i,j) and (i_bar, j_bar) occupy the same underlying infrastructure
i,j,i_bar,j_bar
BBIW_6_B-10-1-21-arr-right,BBIW_6_B-10-1-21-dep-right,BBIW_6_B-26-1-2-arr-left,BBIW_6_B-26-1-2-dep-left
BBIW_6_B-26-1-1-arr-right,BBIW_6_B-26-1-1-dep-right,BBIW_6_B-26-1-2-arr-left,BBIW_6_B-26-1-2-dep-left
BBIW_4_B-24-1-2-arr-right,BBIW_4_B-24-1-2-dep-right,BBIW_4_B-10-1-21-arr-right,BBIW_4_B-10-1-21-dep-right
BBIW_4_B-24-1-2-arr-right,BBIW_4_B-24-1-2-dep-right,BBIW_4_B-26-1-2-arr-right,BBIW_4_B-26-1-2-dep-right
BBIW_4_B-10-1-21-arr-right,BBIW_4_B-10-1-21-dep-right,BBIW_4_B-26-1-2-arr-right,BBIW_4_B-26-1-2-dep-right
BLEN_102_B-24-1-1-arr-right,BLEN_102_B-24-1-1-dep-right,BLEN_102_B-26-1-1-arr-right,BLEN_102_B-26-1-1-dep-right
BBOR_4_B-24-1-1-arr-right,BBOR_4_B-24-1-1-dep-right,BBOR_4_B-26-1-1-arr-right,BBOR_4_B-26-1-1-dep-right
BFOH_132_B-24-1-1-arr-right,BFOH_132_B-24-1-1-dep-right,BFOH_132_B-26-1-2-arr-left,BFOH_132_B-26-1-2-dep-left
BFOH_132_B-24-1-1-arr-right,BFOH_132_B-24-1-1-dep-right,BFOH_132_B-24-1-2-arr-left,BFOH_132_B-24-1-2-dep-left
BFOH_132_B-24-1-1-arr-right,BFOH_132_B-24-1-1-dep-right,BFOH_132_B-26-1-1-arr-right,BFOH_132_B-26-1-1-dep-right
BFOH_132_B-24-1-1-arr-right,BFOH_132_B-24-1-1-dep-right,BFOH_132_B-14-1-21-arr-left,BFOH_132_B-14-1-21-dep-right
BFOH_132_B-24-1-1-arr-right,BFOH_132_B-24-1-1-dep-right,BFOH_132_B-14-1-21-arr-right,BFOH_132_B-14-1-21-dep-right
BFOH_132_B-24-1-1-arr-right,BFOH_132_B-24-1-1-dep-right,BFOH_132_B-14-1-21-arr-left,BFOH_132_B-14-1-21-dep-left
BFOH_132_B-26-1-2-arr-left,BFOH_132_B-26-1-2-dep-left,BFOH_132_B-24-1-2-arr-left,BFOH_132_B-24-1-2-dep-left
BFOH_132_B-26-1-2-arr-left,BFOH_132_B-26-1-2-dep-left,BFOH_132_B-26-1-1-arr-right,BFOH_132_B-26-1-1-dep-right
BFOH_132_B-26-1-2-arr-left,BFOH_132_B-26-1-2-dep-left,BFOH_132_B-14-1-21-arr-left,BFOH_132_B-14-1-21-dep-right
BFOH_132_B-26-1-2-arr-left,BFOH_132_B-26-1-2-dep-left,BFOH_132_B-14-1-21-arr-right,BFOH_132_B-14-1-21-dep-right
BFOH_132_B-26-1-2-arr-left,BFOH_132_B-26-1-2-dep-left,BFOH_132_B-14-1-21-arr-left,BFOH_132_B-14-1-21-dep-left
BFOH_132_B-24-1-2-arr-left,BFOH_132_B-24-1-2-dep-left,BFOH_132_B-26-1-1-arr-right,BFOH_132_B-26-1-1-dep-right
BFOH_132_B-24-1-2-arr-left,BFOH_132_B-24-1-2-dep-left,BFOH_132_B-14-1-21-arr-left,BFOH_132_B-14-1-21-dep-right
BFOH_132_B-24-1-2-arr-left,BFOH_132_B-24-1-2-dep-left,BFOH_132_B-14-1-21-arr-right,BFOH_132_B-14-1-21-dep-right
BFOH_132_B-24-1-2-arr-left,BFOH_132_B-24-1-2-dep-left,BFOH_132_B-14-1-21-arr-left,BFOH_132_B-14-1-21-dep-left
BFOH_132_B-26-1-1-arr-right,BFOH_132_B-26-1-1-dep-right,BFOH_132_B-14-1-21-arr-left,BFOH_132_B-14-1-21-dep-right
BFOH_132_B-26-1-1-arr-right,BFOH_132_B-26-1-1-dep-right,BFOH_132_B-14-1-21-arr-right,BFOH_132_B-14-1-21-dep-right
BFOH_132_B-26-1-1-arr-right,BFOH_132_B-26-1-1-dep-right,BFOH_132_B-14-1-21-arr-left,BFOH_132_B-14-1-21-dep-left
BFOH_132_B-14-1-21-arr-left,BFOH_132_B-14-1-21-dep-right,BFOH_132_B-14-1-21-arr-right,BFOH_132_B-14-1-21-dep-right
BFOH_132_B-14-1-21-arr-left,BFOH_132_B-14-1-21-dep-right,BFOH_132_B-14-1-21-arr-left,BFOH_132_B-14-1-21-dep-left
BFOH_132_B-14-1-21-arr-right,BFOH_132_B-14-1-21-dep-right,BFOH_132_B-14-1-21-arr-left,BFOH_132_B-14-1-21-dep-left
BFOH_131_B-26-1-2-arr-right,BFOH_131_B-26-1-2-dep-right,BFOH_131_B-14-1-21-arr-right,BFOH_131_B-14-1-21-dep-right
BFOH_131_B-26-1-2-arr-right,BFOH_131_B-26-1-2-dep-right,BFOH_131_B-24-1-2-arr-right,BFOH_131_B-24-1-2-dep-right
BFOH_131_B-26-1-2-arr-right,BFOH_131_B-26-1-2-dep-right,BFOH_131_B-14-1-21-arr-right,BFOH_131_B-14-1-21-dep-left
BFOH_131_B-26-1-2-arr-right,BFOH_131_B-26-1-2-dep-right,BFOH_131_B-14-1-21-arr-left,BFOH_131_B-14-1-21-dep-left
BFOH_131_B-26-1-2-arr-right,BFOH_131_B-26-1-2-dep-right,BFOH_131_B-24-1-1-arr-left,BFOH_131_B-24-1-1-dep-left
BFOH_131_B-26-1-2-arr-right,BFOH_131_B-26-1-2-dep-right,BFOH_131_B-26-1-1-arr-left,BFOH_131_B-26-1-1-dep-left
BFOH_131_B-14-1-21-arr-right,BFOH_131_B-14-1-21-dep-right,BFOH_131_B-24-1-2-arr-right,BFOH_131_B-24-1-2-dep-right
BFOH_131_B-14-1-21-arr-right,BFOH_131_B-14-1-21-dep-right,BFOH_131_B-14-1-21-arr-right,BFOH_131_B-14-1-21-dep-left
BFOH_131_B-14-1-21-arr-right,BFOH_131_B-14-1-21-dep-right,BFOH_131_B-14-1-21-arr-left,BFOH_131_B-14-1-21-dep-left
BFOH_131_B-14-1-21-arr-right,BFOH_131_B-14-1-21-dep-right,BFOH_131_B-24-1-1-arr-left,BFOH_131_B-24-1-1-dep-left
BFOH_131_B-14-1-21-arr-right,BFOH_131_B-14-1-21-dep-right,BFOH_131_B-26-1-1-arr-left,BFOH_131_B-26-1-1-dep-left
BFOH_131_B-24-1-2-arr-right,BFOH_131_B-24-1-2-dep-right,BFOH_131_B-14-1-21-arr-right,BFOH_131_B-14-1-21-dep-left
BFOH_131_B-24-1-2-arr-right,BFOH_131_B-24-1-2-dep-right,BFOH_131_B-14-1-21-arr-left,BFOH_131_B-14-1-21-dep-left
BFOH_131_B-24-1-2-arr-right,BFOH_131_B-24-1-2-dep-right,BFOH_131_B-24-1-1-arr-left,BFOH_131_B-24-1-1-dep-left
BFOH_131_B-24-1-2-arr-right,BFOH_131_B-24-1-2-dep-right,BFOH_131_B-26-1-1-arr-left,BFOH_131_B-26-1-1-dep-left
BFOH_131_B-14-1-21-arr-right,BFOH_131_B-14-1-21-dep-left,BFOH_131_B-14-1-21-arr-left,BFOH_131_B-14-1-21-dep-left
BFOH_131_B-14-1-21-arr-right,BFOH_131_B-14-1-21-dep-left,BFOH_131_B-24-1-1-arr-left,BFOH_131_B-24-1-1-dep-left
BFOH_131_B-14-1-21-arr-right,BFOH_131_B-14-1-21-dep-left,BFOH_131_B-26-1-1-arr-left,BFOH_131_B-26-1-1-dep-left
BFOH_131_B-14-1-21-arr-left,BFOH_131_B-14-1-21-dep-left,BFOH_131_B-24-1-1-arr-left,BFOH_131_B-24-1-1-dep-left
BFOH_131_B-14-1-21-arr-left,BFOH_131_B-14-1-21-dep-left,BFOH_131_B-26-1-1-arr-left,BFOH_131_B-26-1-1-dep-left
BFOH_131_B-24-1-1-arr-left,BFOH_131_B-24-1-1-dep-left,BFOH_131_B-26-1-1-arr-left,BFOH_131_B-26-1-1-dep-left
BHED_132_B-26-1-1-arr-right,BHED_132_B-26-1-1-dep-right,BHED_132_B-14-1-1-arr-right,BHED_132_B-14-1-1-dep-right
BHED_132_B-26-1-1-arr-right,BHED_132_B-26-1-1-dep-right,BHED_132_B-24-1-1-arr-right,BHED_132_B-24-1-1-dep-right
BHED_132_B-14-1-1-arr-right,BHED_132_B-14-1-1-dep-right,BHED_132_B-24-1-1-arr-right,BHED_132_B-24-1-1-dep-right
BWAI_122_B-24-1-1-arr-right,BWAI_122_B-24-1-1-dep-right,BWAI_122_B-26-1-1-arr-right,BWAI_122_B-26-1-1-dep-right
BWAI_122_B-24-1-1-arr-right,BWAI_122_B-24-1-1-dep-right,BWAI_122_B-26-1-2-arr-left,BWAI_122_B-26-1-2-dep-left
BWAI_122_B-24-1-1-arr-right,BWAI_122_B-24-1-1-dep-right,BWAI_122_B-24-1-2-arr-left,BWAI_122_B-24-1-2-dep-left
BWAI_122_B-24-1-1-arr-right,BWAI_122_B-24-1-1-dep-right,BWAI_122_B-14-1-2-arr-left,BWAI_122_B-14-1-2-dep-left
BWAI_122_B-24-1-1-arr-right,BWAI_122_B-24-1-1-dep-right,BWAI_122_B-14-1-1-arr-right,BWAI_122_B-14-1-1-dep-right
BWAI_122_B-26-1-1-arr-right,BWAI_122_B-26-1-1-dep-right,BWAI_122_B-26-1-2-arr-left,BWAI_122_B-26-1-2-dep-left
BWAI_122_B-26-1-1-arr-right,BWAI_122_B-26-1-1-dep-right,BWAI_122_B-24-1-2-arr-left,BWAI_122_B-24-1-2-dep-left
BWAI_122_B-26-1-1-arr-right,BWAI_122_B-26-1-1-dep-right,BWAI_122_B-14-1-2-arr-left,BWAI_122_B-14-1-2-dep-left
BWAI_122_B-26-1-1-arr-right,BWAI_122_B-26-1-1-dep-right,BWAI_122_B-14-1-1-arr-right,BWAI_122_B-14-1-1-dep-right
BWAI_122_B-26-1-2-arr-left,BWAI_122_B-26-1-2-dep-left,BWAI_122_B-24-1-2-arr-left,BWAI_122_B-24-1-2-dep-left
BWAI_122_B-26-1-2-arr-left,BWAI_122_B-26-1-2-dep-left,BWAI_122_B-14-1-2-arr-left,BWAI_122_B-14-1-2-dep-left
BWAI_122_B-26-1-2-arr-left,BWAI_122_B-26-1-2-dep-left,BWAI_122_B-14-1-1-arr-right,BWAI_122_B-14-1-1-dep-right
BWAI_122_B-24-1-2-arr-left,BWAI_122_B-24-1-2-dep-left,BWAI_122_B-14-1-2-arr-left,BWAI_122_B-14-1-2-dep-left
BWAI_122_B-24-1-2-arr-left,BWAI_122_B-24-1-2-dep-left,BWAI_122_B-14-1-1-arr-right,BWAI_122_B-14-1-1-dep-right
BWAI_122_B-14-1-2-arr-left,BWAI_122_B-14-1-2-dep-left,BWAI_122_B-14-1-1-arr-right,BWAI_122_B-14-1-1-dep-right
BWIN_112_B-24-1-1-arr-right,BWIN_112_B-24-1-1-dep-right,BWIN_112_B-14-1-1-arr-right,BWIN_112_B-14-1-1-dep-right
BWIN_112_B-24-1-1-arr-right,BWIN_112_B-24-1-1-dep-right,BWIN_112_B-26-1-1-arr-right,BWIN_112_B-26-1-1-dep-right
BWIN_112_B-14-1-1-arr-right,BWIN_112_B-14-1-1-dep-right,BWIN_112_B-26-1-1-arr-right,BWIN_112_B-26-1-1-dep-right
BWM_102_B-26-1-1-arr-right,BWM_102_B-26-1-1-dep-right,BWM_102_B-14-1-1-arr-right,BWM_102_B-14-1-1-dep-right
BWM_102_B-26-1-1-arr-right,BWM_102_B-26-1-1-dep-right,BWM_102_B-24-1-1-arr-right,BWM_102_B-24-1-1-dep-right
BWM_102_B-14-1-1-arr-right,BWM_102_B-14-1-1-dep-right,BWM_102_B-24-1-1-arr-right,BWM_102_B-24-1-1-dep-right
BSNH_684_B-14-1-1-arr-right,BSNH_684_B-14-1-1-dep-right,BSNH_684_B-26-1-1-arr-right,BSNH_684_B-26-1-1-dep-right
BSNH_684_B-14-1-1-arr-right,BSNH_684_B-14-1-1-dep-right,BSNH_684_B-24-1-1-arr-right,BSNH_684_B-24-1-1-dep-right
BSNH_684_B-14-1-1-arr-right,BSNH_684_B-14-1-1-dep-right,BSNH_684_B-37-1-1-arr-right,BSNH_684_B-37-1-1-dep-right
BSNH_684_B-26-1-1-arr-right,BSNH_684_B-26-1-1-dep-right,BSNH_684_B-24-1-1-arr-right,BSNH_684_B-24-1-1-dep-right
BSNH_684_B-26-1-1-arr-right,BSNH_684_B-26-1-1-dep-right,BSNH_684_B-37-1-1-arr-right,BSNH_684_B-37-1-1-dep-right
BSNH_684_B-24-1-1-arr-right,BSNH_684_B-24-1-1-dep-right,BSNH_684_B-37-1-1-arr-right,BSNH_684_B-37-1-1-dep-right
BWOK_654_B-24-1-1-arr-right,BWOK_654_B-24-1-1-dep-right,BWOK_654_B-14-1-1-arr-right,BWOK_654_B-14-1-1-dep-right
BWOK_654_B-24-1-1-arr-right,BWOK_654_B-24-1-1-dep-right,BWOK_654_B-26-1-1-arr-right,BWOK_654_B-26-1-1-dep-right
BWOK_654_B-24-1-1-arr-right,BWOK_654_B-24-1-1-dep-right,BWOK_654_B-37-1-1-arr-right,BWOK_654_B-37-1-1-dep-right
BWOK_654_B-14-1-1-arr-right,BWOK_654_B-14-1-1-dep-right,BWOK_654_B-26-1-1-arr-right,BWOK_654_B-26-1-1-dep-right
BWOK_654_B-14-1-1-arr-right,BWOK_654_B-14-1-1-dep-right,BWOK_654_B-37-1-1-arr-right,BWOK_654_B-37-1-1-dep-right
BWOK_654_B-26-1-1-arr-right,BWOK_654_B-26-1-1-dep-right,BWOK_654_B-37-1-1-arr-right,BWOK_654_B-37-1-1-dep-right
BBOS_611_B-26-1-1-arr-right,BBOS_611_B-26-1-1-dep-right,BBOS_611_B-14-1-1-arr-right,BBOS_611_B-14-1-1-dep-right
BBOS_611_B-26-1-1-arr-right,BBOS_611_B-26-1-1-dep-right,BBOS_611_B-24-1-1-arr-right,BBOS_611_B-24-1-1-dep-right
BBOS_611_B-26-1-1-arr-right,BBOS_611_B-26-1-1-dep-right,BBOS_611_B-37-1-1-arr-right,BBOS_611_B-37-1-1-dep-right
BBOS_611_B-14-1-1-arr-right,BBOS_611_B-14-1-1-dep-right,BBOS_611_B-24-1-1-arr-right,BBOS_611_B-24-1-1-dep-right
BBOS_611_B-14-1-1-arr-right,BBOS_611_B-14-1-1-dep-right,BBOS_611_B-37-1-1-arr-right,BBOS_611_B-37-1-1-dep-right
BBOS_611_B-24-1-1-arr-right,BBOS_611_B-24-1-1-dep-right,BBOS_611_B-37-1-1-arr-right,BBOS_611_B-37-1-1-dep-right
BWOK_653_B-37-1-2-arr-right,BWOK_653_B-37-1-2-dep-right,BWOK_653_B-14-1-2-arr-right,BWOK_653_B-14-1-2-dep-right
BWOK_653_B-37-1-2-arr-right,BWOK_653_B-37-1-2-dep-right,BWOK_653_B-24-1-2-arr-right,BWOK_653_B-24-1-2-dep-right
BWOK_653_B-37-1-2-arr-right,BWOK_653_B-37-1-2-dep-right,BWOK_653_B-26-1-2-arr-right,BWOK_653_B-26-1-2-dep-right
BWOK_653_B-14-1-2-arr-right,BWOK_653_B-14-1-2-dep-right,BWOK_653_B-24-1-2-arr-right,BWOK_653_B-24-1-2-dep-right
BWOK_653_B-14-1-2-arr-right,BWOK_653_B-14-1-2-dep-right,BWOK_653_B-26-1-2-arr-right,BWOK_653_B-26-1-2-dep-right
BWOK_653_B-24-1-2-arr-right,BWOK_653_B-24-1-2-dep-right,BWOK_653_B-26-1-2-arr-right,BWOK_653_B-26-1-2-dep-right
BSNH_683_B-14-1-2-arr-right,BSNH_683_B-14-1-2-dep-right,BSNH_683_B-24-1-2-arr-right,BSNH_683_B-24-1-2-dep-right
BSNH_683_B-14-1-2-arr-right,BSNH_683_B-14-1-2-dep-right,BSNH_683_B-26-1-2-arr-right,BSNH_683_B-26-1-2-dep-right
BSNH_683_B-14-1-2-arr-right,BSNH_683_B-14-1-2-dep-right,BSNH_683_B-37-1-2-arr-right,BSNH_683_B-37-1-2-dep-right
BSNH_683_B-24-1-2-arr-right,BSNH_683_B-24-1-2-dep-right,BSNH_683_B-26-1-2-arr-right,BSNH_683_B-26-1-2-dep-right
BSNH_683_B-24-1-2-arr-right,BSNH_683_B-24-1-2-dep-right,BSNH_683_B-37-1-2-arr-right,BSNH_683_B-37-1-2-dep-right
BSNH_683_B-26-1-2-arr-right,BSNH_683_B-26-1-2-dep-right,BSNH_683_B-37-1-2-arr-right,BSNH_683_B-37-1-2-dep-right
BWM_101_B-26-1-2-arr-right,BWM_101_B-26-1-2-dep-right,BWM_101_B-24-1-2-arr-right,BWM_101_B-24-1-2-dep-right
BWM_101_B-26-1-2-arr-right,BWM_101_B-26-1-2-dep-right,BWM_101_B-14-1-2-arr-right,BWM_101_B-14-1-2-dep-right
BWM_101_B-24-1-2-arr-right,BWM_101_B-24-1-2-dep-right,BWM_101_B-14-1-2-arr-right,BWM_101_B-14-1-2-dep-right
BWIN_111_B-14-1-2-arr-right,BWIN_111_B-14-1-2-dep-right,BWIN_111_B-26-1-2-arr-right,BWIN_111_B-26-1-2-dep-right
BWIN_111_B-14-1-2-arr-right,BWIN_111_B-14-1-2-dep-right,BWIN_111_B-24-1-2-arr-right,BWIN_111_B-24-1-2-dep-right
BWIN_111_B-26-1-2-arr-right,BWIN_111_B-26-1-2-dep-right,BWIN_111_B-24-1-2-arr-right,BWIN_111_B-24-1-2-dep-right
BWAI_121_B-26-1-2-arr-right,BWAI_121_B-26-1-2-dep-right,BWAI_121_B-24-1-2-arr-right,BWAI_121_B-24-1-2-dep-right
BWAI_121_B-26-1-2-arr-right,BWAI_121_B-26-1-2-dep-right,BWAI_121_B-14-1-2-arr-right,BWAI_121_B-14-1-2-dep-right
