# number of nodes: 262
# number of edges: 317
# number of fixed handles: 11
# 
start,end,type,l,u,w
BGB_741_A-4-2-21-dep-left,BGB_721_B-4-2-21-arr-right,driving,20.0,20.0,1
BGB_741_A-4-2-21-dep-left,BGB_722_B-4-2-21-arr-right,driving,20.0,20.0,1
BGB_741_A-4-2-21-dep-left,BGB_723_B-4-2-21-arr-left,driving,20.0,20.0,1
BGB_721_B-4-2-21-arr-right,BGB_721_B-4-2-21-dep-right,waiting,5,20,1
BGB_722_B-4-2-21-arr-right,BGB_722_B-4-2-21-dep-left,turn,20,180,1
BGB_723_B-4-2-21-arr-left,BGB_723_B-4-2-21-dep-right,turn,20,180,1
BGB_742_A-4-2-21-arr-right,BGB_742_A-4-2-21-dep-left,turn,20,180,1
BGB_742_A-4-2-21-dep-left,BGB_721_B-4-2-21-arr-right,driving,20.0,20.0,1
BGB_742_A-4-2-21-dep-left,BGB_722_B-4-2-21-arr-right,driving,20.0,20.0,1
BGB_742_A-4-2-21-dep-left,BGB_723_B-4-2-21-arr-left,driving,20.0,20.0,1
BGB_722_B-4-2-21-dep-left,BGB_741_A-4-2-21-arr-right,driving,20.0,20.0,1
BGB_722_B-4-2-21-dep-left,BGB_742_A-4-2-21-arr-right,driving,20.0,20.0,1
BGB_723_B-4-2-21-dep-right,BGB_741_A-4-2-21-arr-right,driving,20.0,20.0,1
BGB_723_B-4-2-21-dep-right,BGB_742_A-4-2-21-arr-right,driving,20.0,20.0,1
BGB_724_B-4-2-21-dep-right,BGB_741_A-4-2-21-arr-right,driving,20.0,20.0,1
BGB_724_B-4-2-21-dep-right,BGB_742_A-4-2-21-arr-right,driving,20.0,20.0,1
BGB_721_B-4-2-21-dep-right,henkel_5_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-4-2-12,henkel-to,48,48,2
BGB_721_B-4-2-21-dep-right,henkel_6_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-4-2-12,henkel-to,148,148,2
henkel_5_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-4-2-12,BGB_724_B-4-2-21-arr-right,henkel-from,17,17,2
BGB_724_B-4-2-21-arr-right,BGB_724_B-4-2-21-dep-right,waiting,5,20,1
henkel_6_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-4-2-12,BGB_724_B-4-2-21-arr-right,henkel-from,117,117,2
BBLB_1_B-23-1-21-dep-right,BPHD_1_B-23-1-1-arr-right,driving,20,20,2
BPHD_1_B-23-1-1-arr-right,BPHD_1_B-23-1-1-dep-right,waiting,5,50,2
BPHD_1_B-23-1-1-dep-right,BPKW_642_B-23-1-1-arr-right,driving,20,20,2
BPKW_642_B-23-1-1-arr-right,BPKW_642_B-23-1-1-dep-right,waiting,5,40,2
BPKW_642_B-23-1-1-dep-right,BBOS_612_B-23-1-1-arr-right,driving,18,18,2
BBOS_612_B-23-1-1-arr-right,BBOS_612_B-23-1-1-dep-right,waiting,5,40,2
BBOS_613_B-23-1-2-dep-right,BPKW_641_B-23-1-2-arr-right,driving,18,18,2
BPKW_641_B-23-1-2-arr-right,BPKW_641_B-23-1-2-dep-right,waiting,5,40,2
BPKW_641_B-23-1-2-dep-right,BPHD_2_B-23-1-2-arr-right,driving,21,21,2
BPHD_2_B-23-1-2-arr-right,BPHD_2_B-23-1-2-dep-right,waiting,5,50,2
BPHD_2_B-23-1-2-dep-right,BBLB_4_B-23-1-21-arr-right,driving,20,20,2
BBLB_4_B-23-1-21-arr-right,BBLB_4_B-23-1-21-dep-right,waiting,5,50,1
BBLB_3_A-23-1-21-arr-right,BBLB_3_A-23-1-21-dep-left,turn,20,180,1
BBLB_3_A-23-1-21-dep-left,BBLB_1_B-23-1-21-arr-right,driving,15.0,15.0,1
BBLB_1_B-23-1-21-arr-right,BBLB_1_B-23-1-21-dep-right,waiting,5,50,1
BBLB_4_B-23-1-21-dep-right,BBLB_3_A-23-1-21-arr-right,driving,15.0,15.0,1
BBOS_612_B-23-1-1-dep-right,henkel_9_S8_N_BBIW_BZTH_0_S8_N_BZTH_BBIW_0-23-1-12,henkel-to,66,66,2
henkel_9_S8_N_BBIW_BZTH_0_S8_N_BZTH_BBIW_0-23-1-12,BBOS_613_B-23-1-2-arr-right,henkel-from,32,32,2
BBOS_613_B-23-1-2-arr-right,BBOS_613_B-23-1-2-dep-right,waiting,5,40,2
BORB_32_B-63-1-21-dep-right,BLEN_102_B-63-1-1-arr-right,driving,21,21,2
BLEN_102_B-63-1-1-arr-right,BLEN_102_B-63-1-1-dep-right,waiting,5,100,2
BORB_30_B-63-1-21-dep-left,BLEN_102_B-63-1-1-arr-right,driving,26,26,2
BLEN_102_B-63-1-1-dep-right,BBOR_4_B-63-1-1-arr-right,driving,29,29,2
BBOR_4_B-63-1-1-arr-right,BBOR_4_B-63-1-1-dep-right,waiting,5,100,2
BBOR_4_B-63-1-1-dep-right,BBIW_6_B-63-1-1-arr-right,driving,29,29,2
BBIW_6_B-63-1-1-arr-right,BBIW_6_B-63-1-1-dep-right,waiting,5,100,2
BBIW_6_B-63-1-1-dep-right,BHN_4_B-63-1-1-arr-right,driving,25,25,2
BHN_4_B-63-1-1-arr-right,BHN_4_B-63-1-1-dep-right,waiting,5,100,2
BHN_4_B-63-1-1-dep-right,BBFE_1_B-63-1-1-arr-right,driving,32,32,2
BBFE_1_B-63-1-1-arr-right,BBFE_1_B-63-1-1-dep-right,waiting,5,100,2
BBFE_1_B-63-1-1-dep-right,BSNF_8_B-63-1-1-arr-right,driving,18,18,2
BBFE_1_B-63-1-1-dep-right,BSNF_6_B-63-1-1-arr-left,driving,23,23,2
BSNF_8_B-63-1-1-arr-right,BSNF_8_B-63-1-1-dep-right,waiting,5,100,2
BSNF_6_B-63-1-1-arr-left,BSNF_6_B-63-1-1-dep-left,waiting,5,100,2
BSNF_8_B-63-1-1-dep-right,BMM_6_B-63-1-1-arr-right,driving,31,31,2
BMM_6_B-63-1-1-arr-right,BMM_6_B-63-1-1-dep-right,waiting,5,100,2
BSNF_6_B-63-1-1-dep-left,BMM_6_B-63-1-1-arr-right,driving,36,36,2
BMM_6_B-63-1-1-dep-right,BARK_701_WA-63-1-1-arr-right,driving,11,11,2
BARK_701_WA-63-1-1-arr-right,BARK_701_WA-63-1-1-dep-right,waiting,0,0,2
BARK_701_WA-63-1-1-dep-right,BAKS_2_WA-63-1-1-arr-right,driving,40,40,2
BAKS_2_WA-63-1-1-arr-right,BAKS_2_WA-63-1-1-dep-right,waiting,0,0,2
BAKS_2_WA-63-1-1-dep-right,BBLB_1_B-63-1-1-arr-right,driving,28,28,2
BBLB_1_B-63-1-1-arr-right,BBLB_1_B-63-1-1-dep-right,waiting,5,50,2
BBLB_1_B-63-1-1-dep-right,BPHD_1_B-63-1-1-arr-right,driving,20,20,2
BPHD_1_B-63-1-1-arr-right,BPHD_1_B-63-1-1-dep-right,waiting,5,50,2
BPHD_1_B-63-1-1-dep-right,BPKW_642_B-63-1-1-arr-right,driving,20,20,2
BPKW_642_B-63-1-1-arr-right,BPKW_642_B-63-1-1-dep-right,waiting,5,40,2
BPKW_642_B-63-1-1-dep-right,BBOS_612_B-63-1-1-arr-right,driving,18,18,2
BBOS_612_B-63-1-1-arr-right,BBOS_612_B-63-1-1-dep-right,waiting,5,40,2
BBOS_612_B-63-1-1-dep-right,BGB_721_B-63-1-1-arr-right,driving,15,15,2
BGB_721_B-63-1-1-arr-right,BGB_721_B-63-1-1-dep-right,waiting,5,20,2
BBOS_613_B-63-1-2-arr-right,BBOS_613_B-63-1-2-dep-right,waiting,5,40,2
BGB_724_B-63-1-2-dep-right,BBOS_613_B-63-1-2-arr-right,driving,15,15,2
BBOS_613_B-63-1-2-dep-right,BPKW_641_B-63-1-2-arr-right,driving,18,18,2
BPKW_641_B-63-1-2-arr-right,BPKW_641_B-63-1-2-dep-right,waiting,5,40,2
BPKW_641_B-63-1-2-dep-right,BPHD_2_B-63-1-2-arr-right,driving,21,21,2
BPHD_2_B-63-1-2-arr-right,BPHD_2_B-63-1-2-dep-right,waiting,5,50,2
BPHD_2_B-63-1-2-dep-right,BBLB_4_B-63-1-2-arr-right,driving,20,20,2
BBLB_4_B-63-1-2-arr-right,BBLB_4_B-63-1-2-dep-right,waiting,5,50,2
BAKS_2_WA-63-1-2-arr-right,BAKS_2_WA-63-1-2-dep-right,waiting,0,0,2
BBLB_4_B-63-1-2-dep-right,BAKS_2_WA-63-1-2-arr-right,driving,28,28,2
BAKS_2_WA-63-1-2-dep-right,BARK_701_WA-63-1-2-arr-right,driving,45,45,2
BARK_701_WA-63-1-2-arr-right,BARK_701_WA-63-1-2-dep-right,waiting,0,0,2
BARK_701_WA-63-1-2-dep-right,BMM_6_B-63-1-2-arr-right,driving,12,12,2
BMM_6_B-63-1-2-arr-right,BMM_6_B-63-1-2-dep-right,waiting,5,100,2
BMM_6_B-63-1-2-dep-right,BSNF_6_B-63-1-2-arr-right,driving,31,31,2
BSNF_6_B-63-1-2-arr-right,BSNF_6_B-63-1-2-dep-right,waiting,5,100,2
BSNF_6_B-63-1-2-dep-right,BBFE_2_B-63-1-2-arr-right,driving,18,18,2
BBFE_2_B-63-1-2-arr-right,BBFE_2_B-63-1-2-dep-right,waiting,5,100,2
BBFE_2_B-63-1-2-dep-right,BHN_3_B-63-1-2-arr-right,driving,32,32,2
BHN_3_B-63-1-2-arr-right,BHN_3_B-63-1-2-dep-right,waiting,5,100,2
BHN_3_B-63-1-2-dep-right,BBIW_4_B-63-1-2-arr-right,driving,25,25,2
BHN_3_B-63-1-2-dep-right,BBIW_6_B-63-1-2-arr-left,driving,30,30,2
BBIW_4_B-63-1-2-arr-right,BBIW_4_B-63-1-2-dep-right,waiting,5,100,2
BBIW_6_B-63-1-2-arr-left,BBIW_6_B-63-1-2-dep-left,waiting,5,100,2
BBIW_4_B-63-1-2-dep-right,BBOR_3_B-63-1-2-arr-right,driving,30,30,2
BBOR_3_B-63-1-2-arr-right,BBOR_3_B-63-1-2-dep-right,waiting,5,100,2
BBIW_6_B-63-1-2-dep-left,BBOR_3_B-63-1-2-arr-right,driving,35,35,2
BBOR_3_B-63-1-2-dep-right,BLEN_101_B-63-1-2-arr-right,driving,28,28,2
BLEN_101_B-63-1-2-arr-right,BLEN_101_B-63-1-2-dep-right,waiting,5,100,2
BLEN_101_B-63-1-2-dep-right,BORB_32_B-63-1-21-arr-left,driving,29,29,2
BLEN_101_B-63-1-2-dep-right,BORB_30_B-63-1-21-arr-right,driving,24,24,2
BORB_32_B-63-1-21-arr-left,BORB_32_B-63-1-21-dep-right,turn,20,180,1
BORB_30_B-63-1-21-arr-right,BORB_30_B-63-1-21-dep-left,turn,20,180,1
BGB_721_B-63-1-1-dep-right,henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-63-1-12,henkel-to,123,123,2
BGB_721_B-63-1-1-dep-right,henkel_1_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-63-1-12,henkel-to,23,23,2
henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-63-1-12,BGB_724_B-63-1-2-arr-right,henkel-from,187,187,2
BGB_724_B-63-1-2-arr-right,BGB_724_B-63-1-2-dep-right,waiting,5,20,2
henkel_1_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-63-1-12,BGB_724_B-63-1-2-arr-right,henkel-from,87,87,2
BGB_741_A-2-1-21-arr-right,BGB_741_A-2-1-21-dep-left,turn,20,180,1
BGB_741_A-2-1-21-dep-left,BGB_721_B-2-1-21-arr-right,driving,20.0,20.0,1
BGB_741_A-2-1-21-dep-left,BGB_722_B-2-1-21-arr-right,driving,20.0,20.0,1
BGB_741_A-2-1-21-dep-left,BGB_723_B-2-1-21-arr-left,driving,20.0,20.0,1
BGB_721_B-2-1-21-arr-right,BGB_721_B-2-1-21-dep-right,waiting,5,20,1
BGB_722_B-2-1-21-arr-right,BGB_722_B-2-1-21-dep-left,turn,20,180,1
BGB_723_B-2-1-21-arr-left,BGB_723_B-2-1-21-dep-right,turn,20,180,1
BGB_742_A-2-1-21-arr-right,BGB_742_A-2-1-21-dep-left,turn,20,180,1
BGB_742_A-2-1-21-dep-left,BGB_721_B-2-1-21-arr-right,driving,20.0,20.0,1
BGB_742_A-2-1-21-dep-left,BGB_722_B-2-1-21-arr-right,driving,20.0,20.0,1
BGB_742_A-2-1-21-dep-left,BGB_723_B-2-1-21-arr-left,driving,20.0,20.0,1
BGB_722_B-2-1-21-dep-left,BGB_741_A-2-1-21-arr-right,driving,20.0,20.0,1
BGB_722_B-2-1-21-dep-left,BGB_742_A-2-1-21-arr-right,driving,20.0,20.0,1
BGB_723_B-2-1-21-dep-right,BGB_741_A-2-1-21-arr-right,driving,20.0,20.0,1
BGB_723_B-2-1-21-dep-right,BGB_742_A-2-1-21-arr-right,driving,20.0,20.0,1
BGB_724_B-2-1-21-dep-right,BGB_741_A-2-1-21-arr-right,driving,20.0,20.0,1
BGB_724_B-2-1-21-dep-right,BGB_742_A-2-1-21-arr-right,driving,20.0,20.0,1
BGB_721_B-2-1-21-dep-right,henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-2-1-12,henkel-to,123,123,2
BGB_721_B-2-1-21-dep-right,henkel_1_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-2-1-12,henkel-to,23,23,2
henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-2-1-12,BGB_724_B-2-1-21-arr-right,henkel-from,187,187,2
BGB_724_B-2-1-21-arr-right,BGB_724_B-2-1-21-dep-right,waiting,5,20,1
henkel_1_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-2-1-12,BGB_724_B-2-1-21-arr-right,henkel-from,87,87,2
BBIW_6_B-22-1-21-dep-right,BHN_3_B-22-1-1-arr-left,driving,30,30,2
BBIW_6_B-22-1-21-dep-right,BHN_4_B-22-1-1-arr-right,driving,25,25,2
BHN_3_B-22-1-1-arr-left,BHN_3_B-22-1-1-dep-left,waiting,5,100,2
BHN_4_B-22-1-1-arr-right,BHN_4_B-22-1-1-dep-right,waiting,5,100,2
BHN_3_B-22-1-1-dep-left,BFOH_131_B-22-1-1-arr-left,driving,42,42,2
BHN_3_B-22-1-1-dep-left,BFOH_132_B-22-1-1-arr-right,driving,47,47,2
BFOH_131_B-22-1-1-arr-left,BFOH_131_B-22-1-1-dep-left,waiting,5,100,2
BFOH_132_B-22-1-1-arr-right,BFOH_132_B-22-1-1-dep-right,waiting,5,100,2
BHN_4_B-22-1-1-dep-right,BFOH_131_B-22-1-1-arr-left,driving,47,47,2
BHN_4_B-22-1-1-dep-right,BFOH_132_B-22-1-1-arr-right,driving,42,42,2
BFOH_131_B-22-1-1-dep-left,BHED_132_B-22-1-1-arr-right,driving,27,27,2
BHED_132_B-22-1-1-arr-right,BHED_132_B-22-1-1-dep-right,waiting,5,100,2
BFOH_132_B-22-1-1-dep-right,BHED_132_B-22-1-1-arr-right,driving,22,22,2
BHED_132_B-22-1-1-dep-right,BWAI_122_B-22-1-12-arr-right,driving,19,19,2
BWAI_122_B-22-1-12-arr-right,BWAI_122_B-22-1-12-dep-left,turn,20,180,1
BWAI_122_B-22-1-12-dep-left,BHED_131_B-22-1-2-arr-right,driving,23,23,2
BWAI_122_B-22-1-12-dep-left,BWAI_541_A-22-1-12-arr-right,driving,18.0,18.0,1
BHED_131_B-22-1-2-arr-right,BHED_131_B-22-1-2-dep-right,waiting,5,100,2
BWAI_121_B-22-1-12-dep-right,BHED_131_B-22-1-2-arr-right,driving,18,18,2
BHED_131_B-22-1-2-dep-right,BFOH_131_B-22-1-2-arr-right,driving,23,23,2
BHED_131_B-22-1-2-dep-right,BFOH_132_B-22-1-2-arr-left,driving,28,28,2
BFOH_131_B-22-1-2-arr-right,BFOH_131_B-22-1-2-dep-right,waiting,5,100,2
BFOH_132_B-22-1-2-arr-left,BFOH_132_B-22-1-2-dep-left,waiting,5,100,2
BFOH_131_B-22-1-2-dep-right,BHN_3_B-22-1-2-arr-right,driving,40,40,2
BFOH_131_B-22-1-2-dep-right,BHN_4_B-22-1-2-arr-left,driving,45,45,2
BHN_3_B-22-1-2-arr-right,BHN_3_B-22-1-2-dep-right,waiting,5,100,2
BHN_4_B-22-1-2-arr-left,BHN_4_B-22-1-2-dep-left,waiting,5,100,2
BFOH_132_B-22-1-2-dep-left,BHN_3_B-22-1-2-arr-right,driving,45,45,2
BFOH_132_B-22-1-2-dep-left,BHN_4_B-22-1-2-arr-left,driving,40,40,2
BHN_3_B-22-1-2-dep-right,BBIW_4_B-22-1-21-arr-right,driving,25,25,2
BHN_3_B-22-1-2-dep-right,BBIW_6_B-22-1-21-arr-left,driving,30,30,2
BBIW_4_B-22-1-21-arr-right,BBIW_4_B-22-1-21-dep-right,waiting,5,100,1
BBIW_6_B-22-1-21-arr-left,BBIW_6_B-22-1-21-dep-left,waiting,5,100,1
BBIW_6_B-22-1-21-arr-left,BBIW_6_B-22-1-21-dep-right,turn,20,180,1
BHN_4_B-22-1-2-dep-left,BBIW_4_B-22-1-21-arr-right,driving,30,30,2
BHN_4_B-22-1-2-dep-left,BBIW_6_B-22-1-21-arr-left,driving,25,25,2
BBIW_4_B-22-1-21-dep-right,BBIW_14_A-22-1-21-arr-right,driving,17.0,17.0,1
BBIW_14_A-22-1-21-arr-right,BBIW_14_A-22-1-21-dep-left,turn,20,180,1
BBIW_14_A-22-1-21-dep-left,BBIW_6_B-22-1-21-arr-right,driving,17.0,17.0,1
BBIW_6_B-22-1-21-arr-right,BBIW_6_B-22-1-21-dep-right,waiting,5,100,1
BBIW_6_B-22-1-21-dep-left,BBIW_14_A-22-1-21-arr-right,driving,17.0,17.0,1
BWAI_541_A-22-1-12-arr-right,BWAI_541_A-22-1-12-dep-left,turn,20,180,1
BWAI_541_A-22-1-12-arr-right,BWAI_541_A-22-1-12-dep-right,waiting,0,175,1
BWAI_541_A-22-1-12-dep-left,BWAI_121_B-22-1-12-arr-left,driving,18.0,18.0,1
BWAI_121_B-22-1-12-arr-left,BWAI_121_B-22-1-12-dep-right,turn,20,180,1
BWAI_541_A-22-1-12-dep-right,BWAI_542_A-22-1-12-arr-right,driving,0,0,1
BWAI_542_A-22-1-12-arr-right,BWAI_542_A-22-1-12-dep-left,turn,20,180,1
BWAI_542_A-22-1-12-dep-left,BWAI_541_A-22-1-12-arr-left,driving,13.0,13.0,1
BWAI_541_A-22-1-12-arr-left,BWAI_541_A-22-1-12-dep-left,waiting,0,175,1
BBLB_1_B-37-1-1-dep-right,BPHD_1_B-37-1-1-arr-right,driving,20,20,2
BPHD_1_B-37-1-1-arr-right,BPHD_1_B-37-1-1-dep-right,waiting,5,50,2
BPHD_1_B-37-1-1-dep-right,BPKW_642_B-37-1-1-arr-right,driving,20,20,2
BPKW_642_B-37-1-1-arr-right,BPKW_642_B-37-1-1-dep-right,waiting,5,40,2
BPKW_642_B-37-1-1-dep-right,BBOS_612_B-37-1-1-arr-right,driving,18,18,2
BBOS_612_B-37-1-1-arr-right,BBOS_612_B-37-1-1-dep-right,waiting,5,40,2
BBOS_612_B-37-1-1-dep-right,BGB_721_B-37-1-1-arr-right,driving,15,15,2
BGB_721_B-37-1-1-arr-right,BGB_721_B-37-1-1-dep-right,waiting,5,20,2
BBOS_613_B-37-1-2-arr-right,BBOS_613_B-37-1-2-dep-right,waiting,5,40,2
BGB_724_B-37-1-2-dep-right,BBOS_613_B-37-1-2-arr-right,driving,15,15,2
BBOS_613_B-37-1-2-dep-right,BPKW_641_B-37-1-2-arr-right,driving,18,18,2
BPKW_641_B-37-1-2-arr-right,BPKW_641_B-37-1-2-dep-right,waiting,5,40,2
BPKW_641_B-37-1-2-dep-right,BPHD_2_B-37-1-2-arr-right,driving,21,21,2
BPHD_2_B-37-1-2-arr-right,BPHD_2_B-37-1-2-dep-right,waiting,5,50,2
BPHD_2_B-37-1-2-dep-right,BBLB_4_B-37-1-2-arr-right,driving,20,20,2
BBLB_4_B-37-1-2-arr-right,BBLB_4_B-37-1-2-dep-right,waiting,5,50,2
BGB_721_B-37-1-1-dep-right,henkel_2_S2_WI_BBU_BLRD_0_S2_WI_BLRD_BBU_0-37-1-12,henkel-to,198,198,2
BGB_721_B-37-1-1-dep-right,henkel_2_S2_W_BBER_BLRD_0_S2_W_BLRD_BBER_0-37-1-12,henkel-to,98,98,2
henkel_2_S2_WI_BBU_BLRD_0_S2_WI_BLRD_BBU_0-37-1-12,BGB_724_B-37-1-2-arr-right,henkel-from,162,162,2
BGB_724_B-37-1-2-arr-right,BGB_724_B-37-1-2-dep-right,waiting,5,20,2
henkel_2_S2_W_BBER_BLRD_0_S2_W_BLRD_BBER_0-37-1-12,BGB_724_B-37-1-2-arr-right,henkel-from,62,62,2
BBLB_4_B-37-1-2-dep-right,henkel_3_S2_W_BBER_BLRD_0_S2_W_BLRD_BBER_0-37-1-21,henkel-to,36,36,2
henkel_3_S2_W_BBER_BLRD_0_S2_W_BLRD_BBER_0-37-1-21,BBLB_1_B-37-1-1-arr-right,henkel-from,3,3,2
BBLB_1_B-37-1-1-arr-right,BBLB_1_B-37-1-1-dep-right,waiting,5,50,2
BBLB_1_B-43-1-1-dep-right,BPHD_1_B-43-1-1-arr-right,driving,20,20,2
BPHD_1_B-43-1-1-arr-right,BPHD_1_B-43-1-1-dep-right,waiting,5,50,2
BPHD_1_B-43-1-1-dep-right,BPKW_642_B-43-1-1-arr-right,driving,20,20,2
BPKW_642_B-43-1-1-arr-right,BPKW_642_B-43-1-1-dep-right,waiting,5,40,2
BPKW_642_B-43-1-1-dep-right,BBOS_612_B-43-1-1-arr-right,driving,18,18,2
