alt_idx,sheaf_idx,s-t-tuple,weight,path
10,2,"(BSZF_331_B-81-1-1-dep-right-out, BSZF_331_B-81-1-2-arr-right-in)",24,"[(BSZF_331_B-81-1-1-dep-right, BTG_331_B-81-1-12-arr-left), (BTG_331_B-81-1-12-arr-left, BTG_331_B-81-1-12-dep-left), (BTG_331_B-81-1-12-dep-left, BTG_334_A-81-1-12-arr-right), (BTG_334_A-81-1-12-arr-right, BTG_334_A-81-1-12-dep-left), (BTG_334_A-81-1-12-dep-left, BTG_332_B-81-1-12-arr-left), (BTG_332_B-81-1-12-arr-left, BTG_332_B-81-1-12-dep-left), (BTG_332_B-81-1-12-dep-left, BSZF_331_B-81-1-2-arr-right)]"
11,2,"(BSZF_331_B-81-1-1-dep-right-out, BSZF_331_B-81-1-2-arr-right-in)",7,"[(BSZF_331_B-81-1-1-dep-right, BTG_331_B-81-1-12-arr-left), (BTG_331_B-81-1-12-arr-left, BTG_331_B-81-1-12-dep-right), (BTG_331_B-81-1-12-dep-right, BSZF_331_B-81-1-2-arr-right)]"
12,2,"(BSZF_331_B-81-1-1-dep-right-out, BSZF_331_B-81-1-2-arr-right-in)",8,"[(BSZF_331_B-81-1-1-dep-right, BTG_332_B-81-1-12-arr-right), (BTG_332_B-81-1-12-arr-right, BTG_332_B-81-1-12-dep-right), (BTG_332_B-81-1-12-dep-right, BTG_334_A-81-1-12-arr-right), (BTG_334_A-81-1-12-arr-right, BTG_334_A-81-1-12-dep-left), (BTG_334_A-81-1-12-dep-left, BTG_331_B-81-1-12-arr-right), (BTG_331_B-81-1-12-arr-right, BTG_331_B-81-1-12-dep-right), (BTG_331_B-81-1-12-dep-right, BSZF_331_B-81-1-2-arr-right)]"
13,2,"(BSZF_331_B-81-1-1-dep-right-out, BSZF_331_B-81-1-2-arr-right-in)",16,"[(BSZF_331_B-81-1-1-dep-right, BTG_332_B-81-1-12-arr-right), (BTG_332_B-81-1-12-arr-right, BTG_332_B-81-1-12-dep-right), (BTG_332_B-81-1-12-dep-right, BTG_334_A-81-1-12-arr-right), (BTG_334_A-81-1-12-arr-right, BTG_334_A-81-1-12-dep-left), (BTG_334_A-81-1-12-dep-left, BTG_332_B-81-1-12-arr-left), (BTG_332_B-81-1-12-arr-left, BTG_332_B-81-1-12-dep-left), (BTG_332_B-81-1-12-dep-left, BSZF_331_B-81-1-2-arr-right)]"
14,2,"(BSZF_331_B-81-1-1-dep-right-out, BSZF_331_B-81-1-2-arr-right-in)",7,"[(BSZF_331_B-81-1-1-dep-right, BTG_332_B-81-1-12-arr-right), (BTG_332_B-81-1-12-arr-right, BTG_332_B-81-1-12-dep-left), (BTG_332_B-81-1-12-dep-left, BSZF_331_B-81-1-2-arr-right)]"
15,3,"(line_4_1, line_4_1)",8,"[(BGB_721_B-4-1-21-dep-right, henkel_6_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-4-1-12), (henkel_6_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-4-1-12, BGB_724_B-4-1-21-arr-right), (BGB_724_B-4-1-21-arr-right, BGB_724_B-4-1-21-dep-right), (BGB_724_B-4-1-21-dep-right, BGB_742_A-4-1-21-arr-right), (BGB_742_A-4-1-21-arr-right, BGB_742_A-4-1-21-dep-left), (BGB_742_A-4-1-21-dep-left, BGB_721_B-4-1-21-arr-right), (BGB_721_B-4-1-21-arr-right, BGB_721_B-4-1-21-dep-right)]"
16,3,"(line_4_1, line_4_1)",8,"[(BGB_721_B-4-1-21-dep-right, henkel_5_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-4-1-12), (henkel_5_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-4-1-12, BGB_724_B-4-1-21-arr-right), (BGB_724_B-4-1-21-arr-right, BGB_724_B-4-1-21-dep-right), (BGB_724_B-4-1-21-dep-right, BGB_742_A-4-1-21-arr-right), (BGB_742_A-4-1-21-arr-right, BGB_742_A-4-1-21-dep-left), (BGB_742_A-4-1-21-dep-left, BGB_721_B-4-1-21-arr-right), (BGB_721_B-4-1-21-arr-right, BGB_721_B-4-1-21-dep-right)]"
17,3,"(line_4_1, line_4_1)",8,"[(BGB_721_B-4-1-21-dep-right, henkel_6_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-4-1-12), (henkel_6_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-4-1-12, BGB_724_B-4-1-21-arr-right), (BGB_724_B-4-1-21-arr-right, BGB_724_B-4-1-21-dep-right), (BGB_724_B-4-1-21-dep-right, BGB_741_A-4-1-21-arr-right), (BGB_741_A-4-1-21-arr-right, BGB_741_A-4-1-21-dep-left), (BGB_741_A-4-1-21-dep-left, BGB_721_B-4-1-21-arr-right), (BGB_721_B-4-1-21-arr-right, BGB_721_B-4-1-21-dep-right)]"
18,3,"(line_4_1, line_4_1)",8,"[(BGB_721_B-4-1-21-dep-right, henkel_5_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-4-1-12), (henkel_5_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-4-1-12, BGB_724_B-4-1-21-arr-right), (BGB_724_B-4-1-21-arr-right, BGB_724_B-4-1-21-dep-right), (BGB_724_B-4-1-21-dep-right, BGB_741_A-4-1-21-arr-right), (BGB_741_A-4-1-21-arr-right, BGB_741_A-4-1-21-dep-left), (BGB_741_A-4-1-21-dep-left, BGB_721_B-4-1-21-arr-right), (BGB_721_B-4-1-21-arr-right, BGB_721_B-4-1-21-dep-right)]"
19,4,"(line_4_2, line_4_2)",8,"[(BGB_721_B-4-2-21-dep-right, henkel_6_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-4-2-12), (henkel_6_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-4-2-12, BGB_724_B-4-2-21-arr-right), (BGB_724_B-4-2-21-arr-right, BGB_724_B-4-2-21-dep-right), (BGB_724_B-4-2-21-dep-right, BGB_741_A-4-2-21-arr-right), (BGB_741_A-4-2-21-arr-right, BGB_741_A-4-2-21-dep-left), (BGB_741_A-4-2-21-dep-left, BGB_721_B-4-2-21-arr-right), (BGB_721_B-4-2-21-arr-right, BGB_721_B-4-2-21-dep-right)]"
20,4,"(line_4_2, line_4_2)",8,"[(BGB_721_B-4-2-21-dep-right, henkel_5_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-4-2-12), (henkel_5_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-4-2-12, BGB_724_B-4-2-21-arr-right), (BGB_724_B-4-2-21-arr-right, BGB_724_B-4-2-21-dep-right), (BGB_724_B-4-2-21-dep-right, BGB_741_A-4-2-21-arr-right), (BGB_741_A-4-2-21-arr-right, BGB_741_A-4-2-21-dep-left), (BGB_741_A-4-2-21-dep-left, BGB_721_B-4-2-21-arr-right), (BGB_721_B-4-2-21-arr-right, BGB_721_B-4-2-21-dep-right)]"
21,4,"(line_4_2, line_4_2)",8,"[(henkel_6_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-4-2-12, BGB_724_B-4-2-21-arr-right), (BGB_724_B-4-2-21-arr-right, BGB_724_B-4-2-21-dep-right), (BGB_724_B-4-2-21-dep-right, BGB_742_A-4-2-21-arr-right), (BGB_742_A-4-2-21-arr-right, BGB_742_A-4-2-21-dep-left), (BGB_742_A-4-2-21-dep-left, BGB_721_B-4-2-21-arr-right), (BGB_721_B-4-2-21-arr-right, BGB_721_B-4-2-21-dep-right), (BGB_721_B-4-2-21-dep-right, henkel_6_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-4-2-12)]"
22,4,"(line_4_2, line_4_2)",8,"[(BGB_721_B-4-2-21-dep-right, henkel_5_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-4-2-12), (henkel_5_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-4-2-12, BGB_724_B-4-2-21-arr-right), (BGB_724_B-4-2-21-arr-right, BGB_724_B-4-2-21-dep-right), (BGB_724_B-4-2-21-dep-right, BGB_742_A-4-2-21-arr-right), (BGB_742_A-4-2-21-arr-right, BGB_742_A-4-2-21-dep-left), (BGB_742_A-4-2-21-dep-left, BGB_721_B-4-2-21-arr-right), (BGB_721_B-4-2-21-arr-right, BGB_721_B-4-2-21-dep-right)]"
23,5,"(BLEN_101_B-63-1-2-dep-right-out, BLEN_102_B-63-1-1-arr-right-in)",7,"[(BLEN_101_B-63-1-2-dep-right, BORB_32_B-63-1-21-arr-left), (BORB_32_B-63-1-21-arr-left, BORB_32_B-63-1-21-dep-right), (BORB_32_B-63-1-21-dep-right, BLEN_102_B-63-1-1-arr-right)]"
24,5,"(BLEN_101_B-63-1-2-dep-right-out, BLEN_102_B-63-1-1-arr-right-in)",7,"[(BLEN_101_B-63-1-2-dep-right, BORB_30_B-63-1-21-arr-right), (BORB_30_B-63-1-21-arr-right, BORB_30_B-63-1-21-dep-left), (BORB_30_B-63-1-21-dep-left, BLEN_102_B-63-1-1-arr-right)]"
25,6,"(BBFE_1_B-63-1-1-dep-right-out, BMM_6_B-63-1-1-arr-right-in)",2,"[(BBFE_1_B-63-1-1-dep-right, BSNF_8_B-63-1-1-arr-right), (BSNF_8_B-63-1-1-arr-right, BSNF_8_B-63-1-1-dep-right), (BSNF_8_B-63-1-1-dep-right, BMM_6_B-63-1-1-arr-right)]"
26,6,"(BBFE_1_B-63-1-1-dep-right-out, BMM_6_B-63-1-1-arr-right-in)",15,"[(BBFE_1_B-63-1-1-dep-right, BSNF_6_B-63-1-1-arr-left), (BSNF_6_B-63-1-1-arr-left, BSNF_6_B-63-1-1-dep-left), (BSNF_6_B-63-1-1-dep-left, BMM_6_B-63-1-1-arr-right)]"
27,7,"(BHN_3_B-63-1-2-dep-right-out, BBOR_3_B-63-1-2-arr-right-in)",2,"[(BHN_3_B-63-1-2-dep-right, BBIW_4_B-63-1-2-arr-right), (BBIW_4_B-63-1-2-arr-right, BBIW_4_B-63-1-2-dep-right), (BBIW_4_B-63-1-2-dep-right, BBOR_3_B-63-1-2-arr-right)]"
28,7,"(BHN_3_B-63-1-2-dep-right-out, BBOR_3_B-63-1-2-arr-right-in)",15,"[(BHN_3_B-63-1-2-dep-right, BBIW_6_B-63-1-2-arr-left), (BBIW_6_B-63-1-2-arr-left, BBIW_6_B-63-1-2-dep-left), (BBIW_6_B-63-1-2-dep-left, BBOR_3_B-63-1-2-arr-right)]"
29,8,"(BGB_721_B-63-1-1-dep-right-out, BGB_724_B-63-1-2-arr-right-in)",0,"[(BGB_721_B-63-1-1-dep-right, henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-63-1-12), (henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-63-1-12, BGB_724_B-63-1-2-arr-right)]"
30,8,"(BGB_721_B-63-1-1-dep-right-out, BGB_724_B-63-1-2-arr-right-in)",0,"[(BGB_721_B-63-1-1-dep-right, henkel_1_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-63-1-12), (henkel_1_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-63-1-12, BGB_724_B-63-1-2-arr-right)]"
