#file for arcs using the same infrastructure in the sense that activities (i,j) and (i_bar, j_bar) occupy the same underlying infrastructure
i,j,i_bar,j_bar
BGAS_812_B-17-1-21-arr-right,BGAS_812_B-17-1-21-dep-right,BGAS_812_B-17-1-21-arr-left,BGAS_812_B-17-1-21-dep-right
BGAS_812_B-17-1-21-arr-right,BGAS_812_B-17-1-21-dep-right,BGAS_812_B-18-1-12-arr-right,BGAS_812_B-18-1-12-dep-right
BGAS_812_B-17-1-21-arr-left,BGAS_812_B-17-1-21-dep-right,BGAS_812_B-18-1-12-arr-right,BGAS_812_B-18-1-12-dep-right
BGAS_813_B-18-1-12-arr-left,BGAS_813_B-18-1-12-dep-right,BGAS_813_B-17-1-21-arr-left,BGAS_813_B-17-1-21-dep-left
BGAS_813_B-18-1-12-arr-left,BGAS_813_B-18-1-12-dep-right,BGAS_813_B-18-1-12-arr-left,BGAS_813_B-18-1-12-dep-left
BGAS_813_B-18-1-12-arr-left,BGAS_813_B-18-1-12-dep-right,BGAS_813_B-17-1-21-arr-left,BGAS_813_B-17-1-21-dep-right
BGAS_813_B-17-1-21-arr-left,BGAS_813_B-17-1-21-dep-left,BGAS_813_B-18-1-12-arr-left,BGAS_813_B-18-1-12-dep-left
BGAS_813_B-17-1-21-arr-left,BGAS_813_B-17-1-21-dep-left,BGAS_813_B-17-1-21-arr-left,BGAS_813_B-17-1-21-dep-right
BGAS_813_B-18-1-12-arr-left,BGAS_813_B-18-1-12-dep-left,BGAS_813_B-17-1-21-arr-left,BGAS_813_B-17-1-21-dep-right
BGAS_857_A-18-1-12-arr-right,BGAS_857_A-18-1-12-dep-left,BGAS_857_A-17-1-21-arr-right,BGAS_857_A-17-1-21-dep-left
BGAS_814_B-18-1-12-arr-right,BGAS_814_B-18-1-12-dep-right,BGAS_814_B-17-1-21-arr-right,BGAS_814_B-17-1-21-dep-right
BGKR_111_WA-9-1-2-arr-right,BGKR_111_WA-9-1-2-dep-right,BGKR_111_WA-6-1-2-arr-right,BGKR_111_WA-6-1-2-dep-right
BGKR_111_WA-9-1-2-arr-right,BGKR_111_WA-9-1-2-dep-right,BGKR_111_WA-10-1-2-arr-right,BGKR_111_WA-10-1-2-dep-right
BGKR_111_WA-9-1-2-arr-right,BGKR_111_WA-9-1-2-dep-right,BGKR_111_WA-17-1-2-arr-right,BGKR_111_WA-17-1-2-dep-right
BGKR_111_WA-9-1-2-arr-right,BGKR_111_WA-9-1-2-dep-right,BGKR_111_WA-18-1-1-arr-right,BGKR_111_WA-18-1-1-dep-right
BGKR_111_WA-6-1-2-arr-right,BGKR_111_WA-6-1-2-dep-right,BGKR_111_WA-10-1-2-arr-right,BGKR_111_WA-10-1-2-dep-right
BGKR_111_WA-6-1-2-arr-right,BGKR_111_WA-6-1-2-dep-right,BGKR_111_WA-17-1-2-arr-right,BGKR_111_WA-17-1-2-dep-right
BGKR_111_WA-6-1-2-arr-right,BGKR_111_WA-6-1-2-dep-right,BGKR_111_WA-18-1-1-arr-right,BGKR_111_WA-18-1-1-dep-right
BGKR_111_WA-10-1-2-arr-right,BGKR_111_WA-10-1-2-dep-right,BGKR_111_WA-17-1-2-arr-right,BGKR_111_WA-17-1-2-dep-right
BGKR_111_WA-10-1-2-arr-right,BGKR_111_WA-10-1-2-dep-right,BGKR_111_WA-18-1-1-arr-right,BGKR_111_WA-18-1-1-dep-right
BGKR_111_WA-17-1-2-arr-right,BGKR_111_WA-17-1-2-dep-right,BGKR_111_WA-18-1-1-arr-right,BGKR_111_WA-18-1-1-dep-right
BWAF_2_B-9-1-1-arr-right,BWAF_2_B-9-1-1-dep-right,BWAF_2_B-6-1-1-arr-right,BWAF_2_B-6-1-1-dep-right
BWAF_2_B-9-1-1-arr-right,BWAF_2_B-9-1-1-dep-right,BWAF_2_B-10-1-1-arr-right,BWAF_2_B-10-1-1-dep-right
BWAF_2_B-6-1-1-arr-right,BWAF_2_B-6-1-1-dep-right,BWAF_2_B-10-1-1-arr-right,BWAF_2_B-10-1-1-dep-right
BFLH_671_B-6-1-1-arr-left,BFLH_671_B-6-1-1-dep-left,BFLH_671_B-10-1-2-arr-right,BFLH_671_B-10-1-2-dep-right
BFLH_671_B-6-1-1-arr-left,BFLH_671_B-6-1-1-dep-left,BFLH_671_B-6-1-2-arr-right,BFLH_671_B-6-1-2-dep-right
BFLH_671_B-6-1-1-arr-left,BFLH_671_B-6-1-1-dep-left,BFLH_671_B-9-1-1-arr-left,BFLH_671_B-9-1-1-dep-left
BFLH_671_B-6-1-1-arr-left,BFLH_671_B-6-1-1-dep-left,BFLH_671_B-10-1-1-arr-left,BFLH_671_B-10-1-1-dep-left
BFLH_671_B-6-1-1-arr-left,BFLH_671_B-6-1-1-dep-left,BFLH_671_B-9-1-2-arr-right,BFLH_671_B-9-1-2-dep-right
BFLH_671_B-10-1-2-arr-right,BFLH_671_B-10-1-2-dep-right,BFLH_671_B-6-1-2-arr-right,BFLH_671_B-6-1-2-dep-right
BFLH_671_B-10-1-2-arr-right,BFLH_671_B-10-1-2-dep-right,BFLH_671_B-9-1-1-arr-left,BFLH_671_B-9-1-1-dep-left
BFLH_671_B-10-1-2-arr-right,BFLH_671_B-10-1-2-dep-right,BFLH_671_B-10-1-1-arr-left,BFLH_671_B-10-1-1-dep-left
BFLH_671_B-10-1-2-arr-right,BFLH_671_B-10-1-2-dep-right,BFLH_671_B-9-1-2-arr-right,BFLH_671_B-9-1-2-dep-right
BFLH_671_B-6-1-2-arr-right,BFLH_671_B-6-1-2-dep-right,BFLH_671_B-9-1-1-arr-left,BFLH_671_B-9-1-1-dep-left
BFLH_671_B-6-1-2-arr-right,BFLH_671_B-6-1-2-dep-right,BFLH_671_B-10-1-1-arr-left,BFLH_671_B-10-1-1-dep-left
BFLH_671_B-6-1-2-arr-right,BFLH_671_B-6-1-2-dep-right,BFLH_671_B-9-1-2-arr-right,BFLH_671_B-9-1-2-dep-right
BFLH_671_B-9-1-1-arr-left,BFLH_671_B-9-1-1-dep-left,BFLH_671_B-10-1-1-arr-left,BFLH_671_B-10-1-1-dep-left
BFLH_671_B-9-1-1-arr-left,BFLH_671_B-9-1-1-dep-left,BFLH_671_B-9-1-2-arr-right,BFLH_671_B-9-1-2-dep-right
BFLH_671_B-10-1-1-arr-left,BFLH_671_B-10-1-1-dep-left,BFLH_671_B-9-1-2-arr-right,BFLH_671_B-9-1-2-dep-right
BFLH_672_B-9-1-1-arr-right,BFLH_672_B-9-1-1-dep-right,BFLH_672_B-10-1-1-arr-right,BFLH_672_B-10-1-1-dep-right
BFLH_672_B-9-1-1-arr-right,BFLH_672_B-9-1-1-dep-right,BFLH_672_B-6-1-1-arr-right,BFLH_672_B-6-1-1-dep-right
BFLH_672_B-10-1-1-arr-right,BFLH_672_B-10-1-1-dep-right,BFLH_672_B-6-1-1-arr-right,BFLH_672_B-6-1-1-dep-right
BGBA_652_B-6-1-1-arr-right,BGBA_652_B-6-1-1-dep-right,BGBA_652_B-10-1-1-arr-right,BGBA_652_B-10-1-1-dep-right
BGBA_652_B-6-1-1-arr-right,BGBA_652_B-6-1-1-dep-right,BGBA_652_B-9-1-1-arr-right,BGBA_652_B-9-1-1-dep-right
BGBA_652_B-10-1-1-arr-right,BGBA_652_B-10-1-1-dep-right,BGBA_652_B-9-1-1-arr-right,BGBA_652_B-9-1-1-dep-right
BAGL_642_B-6-1-1-arr-right,BAGL_642_B-6-1-1-dep-right,BAGL_642_B-10-1-1-arr-right,BAGL_642_B-10-1-1-dep-right
BAGL_642_B-6-1-1-arr-right,BAGL_642_B-6-1-1-dep-right,BAGL_642_B-9-1-1-arr-right,BAGL_642_B-9-1-1-dep-right
BAGL_642_B-10-1-1-arr-right,BAGL_642_B-10-1-1-dep-right,BAGL_642_B-9-1-1-arr-right,BAGL_642_B-9-1-1-dep-right
BAGL_641_B-6-1-2-arr-right,BAGL_641_B-6-1-2-dep-right,BAGL_641_B-9-1-2-arr-right,BAGL_641_B-9-1-2-dep-right
BAGL_641_B-6-1-2-arr-right,BAGL_641_B-6-1-2-dep-right,BAGL_641_B-10-1-2-arr-right,BAGL_641_B-10-1-2-dep-right
BAGL_641_B-9-1-2-arr-right,BAGL_641_B-9-1-2-dep-right,BAGL_641_B-10-1-2-arr-right,BAGL_641_B-10-1-2-dep-right
BGBA_651_B-10-1-2-arr-right,BGBA_651_B-10-1-2-dep-right,BGBA_651_B-6-1-2-arr-right,BGBA_651_B-6-1-2-dep-right
BGBA_651_B-10-1-2-arr-right,BGBA_651_B-10-1-2-dep-right,BGBA_651_B-9-1-2-arr-right,BGBA_651_B-9-1-2-dep-right
BGBA_651_B-6-1-2-arr-right,BGBA_651_B-6-1-2-dep-right,BGBA_651_B-9-1-2-arr-right,BGBA_651_B-9-1-2-dep-right
BWAF_1_B-10-1-2-arr-right,BWAF_1_B-10-1-2-dep-right,BWAF_1_B-9-1-2-arr-right,BWAF_1_B-9-1-2-dep-right
BWAF_1_B-10-1-2-arr-right,BWAF_1_B-10-1-2-dep-right,BWAF_1_B-6-1-2-arr-right,BWAF_1_B-6-1-2-dep-right
BWAF_1_B-9-1-2-arr-right,BWAF_1_B-9-1-2-dep-right,BWAF_1_B-6-1-2-arr-right,BWAF_1_B-6-1-2-dep-right
BFBB_6_B-10-1-21-arr-left,BFBB_6_B-10-1-21-dep-right,BFBB_6_B-6-1-21-arr-left,BFBB_6_B-6-1-21-dep-right
BFBB_6_B-10-1-21-arr-left,BFBB_6_B-10-1-21-dep-right,BFBB_6_B-9-1-21-arr-left,BFBB_6_B-9-1-21-dep-right
BFBB_6_B-6-1-21-arr-left,BFBB_6_B-6-1-21-dep-right,BFBB_6_B-9-1-21-arr-left,BFBB_6_B-9-1-21-dep-right
BFBB_5_B-6-1-21-arr-right,BFBB_5_B-6-1-21-dep-left,BFBB_5_B-10-1-21-arr-right,BFBB_5_B-10-1-21-dep-left
BFBB_5_B-6-1-21-arr-right,BFBB_5_B-6-1-21-dep-left,BFBB_5_B-9-1-21-arr-right,BFBB_5_B-9-1-21-dep-left
BFBB_5_B-10-1-21-arr-right,BFBB_5_B-10-1-21-dep-left,BFBB_5_B-9-1-21-arr-right,BFBB_5_B-9-1-21-dep-left
