# number of nodes: 346
# number of edges: 506
# number of sheaves of alternatives: 19
# number of alternatives in total: 824
# number of fixed handles: 10
# 
start;end;type;l;u;w;in_regelrichtung
BCHS_336_B-69-1-1-dep-left;BWKS_372_B-69-1-1-arr-right;driving;23;23;2;-
BCHS_336_B-69-1-1-dep-left;BWKS_371_B-69-1-1-arr-right;driving;23;23;2;-
BCHS_338_B-69-1-1-dep-right;BWKS_372_B-69-1-1-arr-right;driving;18;18;2;-
BCHS_338_B-69-1-1-dep-right;BWKS_371_B-69-1-1-arr-right;driving;18;18;2;-
BWKS_372_B-69-1-1-dep-right;BMS_402_B-69-1-1-arr-right;driving;16;16;2;-
BMS_402_B-69-1-1-arr-right;BMS_402_B-69-1-1-dep-right;waiting;5;100;2;-
BWKS_371_B-69-1-1-dep-right;BMS_402_B-69-1-1-arr-right;driving;16;16;2;-
BMS_402_B-69-1-1-dep-right;BHST_402_B-69-1-1-arr-right;driving;18;18;2;-
BHST_402_B-69-1-1-arr-right;BHST_402_B-69-1-1-dep-right;waiting;5;100;2;-
BHST_402_B-69-1-1-dep-right;BOLS_432_B-69-1-1-arr-right;driving;20;20;2;-
BOLS_432_B-69-1-1-arr-right;BOLS_432_B-69-1-1-dep-right;waiting;5;100;2;-
BHST_401_B-69-1-2-arr-right;BHST_401_B-69-1-2-dep-right;waiting;5;100;2;-
BOLS_431_B-69-1-2-dep-right;BHST_401_B-69-1-2-arr-right;driving;17;17;2;-
BHST_401_B-69-1-2-dep-right;BMS_401_B-69-1-2-arr-right;driving;18;18;2;-
BMS_401_B-69-1-2-arr-right;BMS_401_B-69-1-2-dep-right;waiting;5;100;2;-
BMS_401_B-69-1-2-dep-right;BWKS_373_B-69-1-2-arr-right;driving;15;15;2;-
BMS_401_B-69-1-2-dep-right;BWKS_374_B-69-1-2-arr-right;driving;15;15;2;-
BWKS_373_B-69-1-2-arr-right;BWKS_373_B-69-1-2-dep-right;waiting;5;33;2;-
BWKS_374_B-69-1-2-arr-right;BWKS_374_B-69-1-2-dep-right;waiting;5;33;2;-
BWKS_373_B-69-1-2-dep-right;BCHS_335_B-69-1-2-arr-right;driving;19;19;2;-
BWKS_373_B-69-1-2-dep-right;BCHS_337_B-69-1-2-arr-left;driving;24;24;2;-
BWKS_373_B-69-1-2-dep-right;BCHS_336_B-69-1-2-arr-right;driving;19;19;2;-
BCHS_335_B-69-1-2-arr-right;BCHS_335_B-69-1-2-dep-right;waiting;5;33;2;-
BCHS_337_B-69-1-2-arr-left;BCHS_337_B-69-1-2-dep-left;waiting;5;33;2;-
BCHS_336_B-69-1-2-arr-right;BCHS_336_B-69-1-2-dep-right;waiting;5;33;2;-
BWKS_374_B-69-1-2-dep-right;BCHS_335_B-69-1-2-arr-right;driving;19;19;2;-
BWKS_374_B-69-1-2-dep-right;BCHS_337_B-69-1-2-arr-left;driving;24;24;2;-
BWKS_374_B-69-1-2-dep-right;BCHS_336_B-69-1-2-arr-right;driving;19;19;2;-
BCHS_335_B-69-1-2-dep-right;BSAP_303_B-69-1-2-arr-right;driving;15;15;2;-
BSAP_303_B-69-1-2-arr-right;BSAP_303_B-69-1-2-dep-right;waiting;5;33;2;-
BCHS_337_B-69-1-2-dep-left;BSAP_303_B-69-1-2-arr-right;driving;20;20;2;-
BCHS_336_B-69-1-2-dep-right;BSAP_303_B-69-1-2-arr-right;driving;15;15;2;-
BSAP_303_B-69-1-2-dep-right;BZOS_255_B-69-1-2-arr-right;driving;14;14;2;-
BZOS_255_B-69-1-2-arr-right;BZOS_255_B-69-1-2-dep-right;waiting;5;33;2;-
BOLS_432_B-69-1-1-dep-right;henkel_8_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-69-1-12;henkel-to;198;198;2;-
BOLS_432_B-69-1-1-dep-right;henkel_2_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-69-1-12;henkel-to;98;98;2;-
henkel_8_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-69-1-12;BOLS_431_B-69-1-2-arr-right;henkel-from;52;52;2;-
BOLS_431_B-69-1-2-arr-right;BOLS_431_B-69-1-2-dep-right;waiting;5;100;2;-
henkel_2_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-69-1-12;BOLS_431_B-69-1-2-arr-right;henkel-from;152;152;2;-
BZOS_255_B-69-1-2-dep-right;henkel_3_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-69-1-21;henkel-to;111;111;2;-
henkel_3_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-69-1-21;BZOS_256_B-69-1-1-arr-right;henkel-from;163;163;2;-
BZOS_256_B-69-1-1-arr-right;BZOS_256_B-69-1-1-dep-right;waiting;5;33;2;-
BZOS_256_B-73-1-1-dep-right;BSAP_304_B-73-1-1-arr-right;driving;14;14;2;-
BSAP_304_B-73-1-1-arr-right;BSAP_304_B-73-1-1-dep-right;waiting;5;33;2;-
BCHS_337_B-73-1-1-arr-right;BCHS_337_B-73-1-1-dep-right;waiting;5;33;2;-
BCHS_336_B-73-1-1-arr-left;BCHS_336_B-73-1-1-dep-left;waiting;5;33;2;-
BCHS_338_B-73-1-1-arr-right;BCHS_338_B-73-1-1-dep-right;waiting;5;33;2;-
BSAP_304_B-73-1-1-dep-right;BCHS_337_B-73-1-1-arr-right;driving;15;15;2;-
BSAP_304_B-73-1-1-dep-right;BCHS_336_B-73-1-1-arr-left;driving;20;20;2;-
BSAP_304_B-73-1-1-dep-right;BCHS_338_B-73-1-1-arr-right;driving;15;15;2;-
BCHS_337_B-73-1-1-dep-right;BWKS_372_B-73-1-1-arr-right;driving;18;18;2;-
BCHS_337_B-73-1-1-dep-right;BWKS_371_B-73-1-1-arr-right;driving;18;18;2;-
BWKS_372_B-73-1-1-arr-right;BWKS_372_B-73-1-1-dep-right;waiting;5;33;2;-
BWKS_371_B-73-1-1-arr-right;BWKS_371_B-73-1-1-dep-right;waiting;5;33;2;-
BCHS_336_B-73-1-1-dep-left;BWKS_372_B-73-1-1-arr-right;driving;23;23;2;-
BCHS_336_B-73-1-1-dep-left;BWKS_371_B-73-1-1-arr-right;driving;23;23;2;-
BCHS_338_B-73-1-1-dep-right;BWKS_372_B-73-1-1-arr-right;driving;18;18;2;-
BCHS_338_B-73-1-1-dep-right;BWKS_371_B-73-1-1-arr-right;driving;18;18;2;-
BWKS_372_B-73-1-1-dep-right;BMS_402_B-73-1-1-arr-right;driving;16;16;2;-
BMS_402_B-73-1-1-arr-right;BMS_402_B-73-1-1-dep-right;waiting;5;100;2;-
BWKS_371_B-73-1-1-dep-right;BMS_402_B-73-1-1-arr-right;driving;16;16;2;-
BMS_402_B-73-1-1-dep-right;BHST_402_B-73-1-1-arr-right;driving;18;18;2;-
BHST_402_B-73-1-1-arr-right;BHST_402_B-73-1-1-dep-right;waiting;5;100;2;-
BHST_402_B-73-1-1-dep-right;BOLS_432_B-73-1-1-arr-right;driving;20;20;2;-
BOLS_432_B-73-1-1-arr-right;BOLS_432_B-73-1-1-dep-right;waiting;5;100;2;-
BHST_401_B-73-1-2-arr-right;BHST_401_B-73-1-2-dep-right;waiting;5;100;2;-
BOLS_431_B-73-1-2-dep-right;BHST_401_B-73-1-2-arr-right;driving;17;17;2;-
BHST_401_B-73-1-2-dep-right;BMS_401_B-73-1-2-arr-right;driving;18;18;2;-
BMS_401_B-73-1-2-arr-right;BMS_401_B-73-1-2-dep-right;waiting;5;100;2;-
BMS_401_B-73-1-2-dep-right;BWKS_373_B-73-1-2-arr-right;driving;15;15;2;-
BMS_401_B-73-1-2-dep-right;BWKS_374_B-73-1-2-arr-right;driving;15;15;2;-
BWKS_373_B-73-1-2-arr-right;BWKS_373_B-73-1-2-dep-right;waiting;5;33;2;-
BWKS_374_B-73-1-2-arr-right;BWKS_374_B-73-1-2-dep-right;waiting;5;33;2;-
BWKS_373_B-73-1-2-dep-right;BCHS_335_B-73-1-2-arr-right;driving;19;19;2;-
BWKS_373_B-73-1-2-dep-right;BCHS_337_B-73-1-2-arr-left;driving;24;24;2;-
BWKS_373_B-73-1-2-dep-right;BCHS_336_B-73-1-2-arr-right;driving;19;19;2;-
BCHS_335_B-73-1-2-arr-right;BCHS_335_B-73-1-2-dep-right;waiting;5;33;2;-
BCHS_337_B-73-1-2-arr-left;BCHS_337_B-73-1-2-dep-left;waiting;5;33;2;-
BCHS_336_B-73-1-2-arr-right;BCHS_336_B-73-1-2-dep-right;waiting;5;33;2;-
BWKS_374_B-73-1-2-dep-right;BCHS_335_B-73-1-2-arr-right;driving;19;19;2;-
BWKS_374_B-73-1-2-dep-right;BCHS_337_B-73-1-2-arr-left;driving;24;24;2;-
BWKS_374_B-73-1-2-dep-right;BCHS_336_B-73-1-2-arr-right;driving;19;19;2;-
BCHS_335_B-73-1-2-dep-right;BSAP_303_B-73-1-2-arr-right;driving;15;15;2;-
BSAP_303_B-73-1-2-arr-right;BSAP_303_B-73-1-2-dep-right;waiting;5;33;2;-
BCHS_337_B-73-1-2-dep-left;BSAP_303_B-73-1-2-arr-right;driving;20;20;2;-
BCHS_336_B-73-1-2-dep-right;BSAP_303_B-73-1-2-arr-right;driving;15;15;2;-
BSAP_303_B-73-1-2-dep-right;BZOS_255_B-73-1-2-arr-right;driving;14;14;2;-
BZOS_255_B-73-1-2-arr-right;BZOS_255_B-73-1-2-dep-right;waiting;5;33;2;-
BOLS_432_B-73-1-1-dep-right;henkel_8_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-73-1-12;henkel-to;198;198;2;-
BOLS_432_B-73-1-1-dep-right;henkel_2_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-73-1-12;henkel-to;98;98;2;-
henkel_8_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-73-1-12;BOLS_431_B-73-1-2-arr-right;henkel-from;52;52;2;-
BOLS_431_B-73-1-2-arr-right;BOLS_431_B-73-1-2-dep-right;waiting;5;100;2;-
henkel_2_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-73-1-12;BOLS_431_B-73-1-2-arr-right;henkel-from;152;152;2;-
BZOS_255_B-73-1-2-dep-right;henkel_9_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-73-1-21;henkel-to;11;11;2;-
henkel_9_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-73-1-21;BZOS_256_B-73-1-1-arr-right;henkel-from;63;63;2;-
BZOS_256_B-73-1-1-arr-right;BZOS_256_B-73-1-1-dep-right;waiting;5;33;2;-
BZOS_256_B-90-1-1-dep-right;BSAP_304_B-90-1-1-arr-right;driving;14;14;2;-
BSAP_304_B-90-1-1-arr-right;BSAP_304_B-90-1-1-dep-right;waiting;5;33;2;-
BCHS_335_B-90-1-1-arr-right;BCHS_335_B-90-1-1-dep-right;waiting;5;33;2;-
BCHS_337_B-90-1-1-arr-right;BCHS_337_B-90-1-1-dep-right;waiting;5;33;2;-
BCHS_336_B-90-1-1-arr-left;BCHS_336_B-90-1-1-dep-left;waiting;5;33;2;-
BCHS_338_B-90-1-1-arr-right;BCHS_338_B-90-1-1-dep-right;waiting;5;33;2;-
BSAP_304_B-90-1-1-dep-right;BCHS_335_B-90-1-1-arr-right;driving;15;15;2;-
BSAP_304_B-90-1-1-dep-right;BCHS_337_B-90-1-1-arr-right;driving;15;15;2;-
BSAP_304_B-90-1-1-dep-right;BCHS_336_B-90-1-1-arr-left;driving;20;20;2;-
BSAP_304_B-90-1-1-dep-right;BCHS_338_B-90-1-1-arr-right;driving;15;15;2;-
BCHS_335_B-90-1-1-dep-right;BWKS_373_B-90-1-12-arr-left;driving;23;23;2;-
BCHS_335_B-90-1-1-dep-right;BWKS_374_B-90-1-12-arr-left;driving;23;23;2;-
BWKS_373_B-90-1-12-arr-left;BWKS_373_B-90-1-12-dep-right;turn;20;180;1;-
BWKS_374_B-90-1-12-arr-left;BWKS_374_B-90-1-12-dep-right;turn;20;180;1;-
BCHS_337_B-90-1-1-dep-right;BWKS_373_B-90-1-12-arr-left;driving;23;23;2;-
BCHS_337_B-90-1-1-dep-right;BWKS_372_B-90-1-12-arr-right;driving;18;18;2;-
BCHS_337_B-90-1-1-dep-right;BWKS_371_B-90-1-12-arr-right;driving;18;18;2;-
BCHS_337_B-90-1-1-dep-right;BWKS_374_B-90-1-12-arr-left;driving;23;23;2;-
BWKS_372_B-90-1-12-arr-right;BWKS_372_B-90-1-12-dep-left;turn;20;180;1;-
BWKS_371_B-90-1-12-arr-right;BWKS_371_B-90-1-12-dep-left;turn;20;180;1;-
BCHS_336_B-90-1-1-dep-left;BWKS_373_B-90-1-12-arr-left;driving;18;18;2;-
BCHS_336_B-90-1-1-dep-left;BWKS_372_B-90-1-12-arr-right;driving;23;23;2;-
BCHS_336_B-90-1-1-dep-left;BWKS_371_B-90-1-12-arr-right;driving;23;23;2;-
BCHS_336_B-90-1-1-dep-left;BWKS_374_B-90-1-12-arr-left;driving;18;18;2;-
BCHS_338_B-90-1-1-dep-right;BWKS_372_B-90-1-12-arr-right;driving;18;18;2;-
BCHS_338_B-90-1-1-dep-right;BWKS_371_B-90-1-12-arr-right;driving;18;18;2;-
BWKS_373_B-90-1-12-dep-right;BCHS_335_B-90-1-2-arr-right;driving;19;19;2;-
BWKS_373_B-90-1-12-dep-right;BCHS_337_B-90-1-2-arr-left;driving;24;24;2;-
BWKS_373_B-90-1-12-dep-right;BCHS_336_B-90-1-2-arr-right;driving;19;19;2;-
BWKS_373_B-90-1-12-dep-right;BWKS_365_A-90-1-12-arr-left;driving;10;10;1;-
BCHS_335_B-90-1-2-arr-right;BCHS_335_B-90-1-2-dep-right;waiting;5;33;2;-
BCHS_337_B-90-1-2-arr-left;BCHS_337_B-90-1-2-dep-left;waiting;5;33;2;-
BCHS_336_B-90-1-2-arr-right;BCHS_336_B-90-1-2-dep-right;waiting;5;33;2;-
BWKS_372_B-90-1-12-dep-left;BCHS_337_B-90-1-2-arr-left;driving;19;19;2;-
BWKS_372_B-90-1-12-dep-left;BCHS_336_B-90-1-2-arr-right;driving;24;24;2;-
BWKS_372_B-90-1-12-dep-left;BCHS_338_B-90-1-2-arr-left;driving;19;19;2;-
BWKS_372_B-90-1-12-dep-left;BWKS_365_A-90-1-12-arr-left;driving;10;10;1;-
BCHS_338_B-90-1-2-arr-left;BCHS_338_B-90-1-2-dep-left;waiting;5;33;2;-
BWKS_371_B-90-1-12-dep-left;BCHS_337_B-90-1-2-arr-left;driving;19;19;2;-
BWKS_371_B-90-1-12-dep-left;BCHS_336_B-90-1-2-arr-right;driving;24;24;2;-
BWKS_371_B-90-1-12-dep-left;BCHS_338_B-90-1-2-arr-left;driving;19;19;2;-
BWKS_374_B-90-1-12-dep-right;BCHS_335_B-90-1-2-arr-right;driving;19;19;2;-
BWKS_374_B-90-1-12-dep-right;BCHS_337_B-90-1-2-arr-left;driving;24;24;2;-
BWKS_374_B-90-1-12-dep-right;BCHS_336_B-90-1-2-arr-right;driving;19;19;2;-
BCHS_335_B-90-1-2-dep-right;BSAP_303_B-90-1-2-arr-right;driving;15;15;2;-
BSAP_303_B-90-1-2-arr-right;BSAP_303_B-90-1-2-dep-right;waiting;5;33;2;-
BCHS_337_B-90-1-2-dep-left;BSAP_303_B-90-1-2-arr-right;driving;20;20;2;-
BCHS_336_B-90-1-2-dep-right;BSAP_303_B-90-1-2-arr-right;driving;15;15;2;-
BCHS_338_B-90-1-2-dep-left;BSAP_303_B-90-1-2-arr-right;driving;20;20;2;-
BSAP_303_B-90-1-2-dep-right;BZOS_255_B-90-1-2-arr-right;driving;14;14;2;-
BZOS_255_B-90-1-2-arr-right;BZOS_255_B-90-1-2-dep-right;waiting;5;33;2;-
BWKS_365_A-90-1-12-arr-left;BWKS_365_A-90-1-12-dep-right;turn;20;180;1;-
BWKS_365_A-90-1-12-dep-right;BWKS_372_B-90-1-12-arr-right;driving;10;10;1;-
BWKS_365_A-90-1-12-dep-right;BWKS_373_B-90-1-12-arr-left;driving;10;10;1;-
BZOS_255_B-90-1-2-dep-right;henkel_5_S5_E_BSTN_BWKS_0_S5_EI_BWKS_BHPG_0_S5_EI_BHPG_BWKS_0_S5_E_BWKS_BSTN_0-90-1-21;henkel-to;156;156;2;-
henkel_5_S5_E_BSTN_BWKS_0_S5_EI_BWKS_BHPG_0_S5_EI_BHPG_BWKS_0_S5_E_BWKS_BSTN_0-90-1-21;BZOS_256_B-90-1-1-arr-right;henkel-from;8;8;2;-
BZOS_256_B-90-1-1-arr-right;BZOS_256_B-90-1-1-dep-right;waiting;5;33;2;-
BZOS_256_B-89-1-1-dep-right;BSAP_304_B-89-1-1-arr-right;driving;14;14;2;-
BSAP_304_B-89-1-1-arr-right;BSAP_304_B-89-1-1-dep-right;waiting;5;33;2;-
BCHS_335_B-89-1-1-arr-right;BCHS_335_B-89-1-1-dep-right;waiting;5;33;2;-
BCHS_337_B-89-1-1-arr-right;BCHS_337_B-89-1-1-dep-right;waiting;5;33;2;-
BCHS_336_B-89-1-1-arr-left;BCHS_336_B-89-1-1-dep-left;waiting;5;33;2;-
BCHS_338_B-89-1-1-arr-right;BCHS_338_B-89-1-1-dep-right;waiting;5;33;2;-
BSAP_304_B-89-1-1-dep-right;BCHS_335_B-89-1-1-arr-right;driving;15;15;2;-
BSAP_304_B-89-1-1-dep-right;BCHS_337_B-89-1-1-arr-right;driving;15;15;2;-
BSAP_304_B-89-1-1-dep-right;BCHS_336_B-89-1-1-arr-left;driving;20;20;2;-
BSAP_304_B-89-1-1-dep-right;BCHS_338_B-89-1-1-arr-right;driving;15;15;2;-
BCHS_335_B-89-1-1-dep-right;BWKS_373_B-89-1-12-arr-left;driving;23;23;2;-
BCHS_335_B-89-1-1-dep-right;BWKS_374_B-89-1-12-arr-left;driving;23;23;2;-
