alt_idx; sheaf_idx; s-t-tuple; weight; path
10; 3; ('BSAP_304_B-69-1-1-dep-right-out', 'BMS_402_B-69-1-1-arr-right-in'); 4; [('BSAP_304_B-69-1-1-dep-right', 'BCHS_337_B-69-1-1-arr-right'), ('BCHS_337_B-69-1-1-arr-right', 'BCHS_337_B-69-1-1-dep-right'), ('BCHS_337_B-69-1-1-dep-right', 'BWKS_371_B-69-1-1-arr-right'), ('BWKS_371_B-69-1-1-arr-right', 'BWKS_371_B-69-1-1-dep-right'), ('BWKS_371_B-69-1-1-dep-right', 'BMS_402_B-69-1-1-arr-right')]
11; 3; ('BSAP_304_B-69-1-1-dep-right-out', 'BMS_402_B-69-1-1-arr-right-in'); 17; [('BSAP_304_B-69-1-1-dep-right', 'BCHS_336_B-69-1-1-arr-left'), ('BCHS_336_B-69-1-1-arr-left', 'BCHS_336_B-69-1-1-dep-left'), ('BCHS_336_B-69-1-1-dep-left', 'BWKS_372_B-69-1-1-arr-right'), ('BWKS_372_B-69-1-1-arr-right', 'BWKS_372_B-69-1-1-dep-right'), ('BWKS_372_B-69-1-1-dep-right', 'BMS_402_B-69-1-1-arr-right')]
12; 3; ('BSAP_304_B-69-1-1-dep-right-out', 'BMS_402_B-69-1-1-arr-right-in'); 17; [('BSAP_304_B-69-1-1-dep-right', 'BCHS_336_B-69-1-1-arr-left'), ('BCHS_336_B-69-1-1-arr-left', 'BCHS_336_B-69-1-1-dep-left'), ('BCHS_336_B-69-1-1-dep-left', 'BWKS_371_B-69-1-1-arr-right'), ('BWKS_371_B-69-1-1-arr-right', 'BWKS_371_B-69-1-1-dep-right'), ('BWKS_371_B-69-1-1-dep-right', 'BMS_402_B-69-1-1-arr-right')]
13; 3; ('BSAP_304_B-69-1-1-dep-right-out', 'BMS_402_B-69-1-1-arr-right-in'); 4; [('BSAP_304_B-69-1-1-dep-right', 'BCHS_338_B-69-1-1-arr-right'), ('BCHS_338_B-69-1-1-arr-right', 'BCHS_338_B-69-1-1-dep-right'), ('BCHS_338_B-69-1-1-dep-right', 'BWKS_372_B-69-1-1-arr-right'), ('BWKS_372_B-69-1-1-arr-right', 'BWKS_372_B-69-1-1-dep-right'), ('BWKS_372_B-69-1-1-dep-right', 'BMS_402_B-69-1-1-arr-right')]
14; 3; ('BSAP_304_B-69-1-1-dep-right-out', 'BMS_402_B-69-1-1-arr-right-in'); 4; [('BSAP_304_B-69-1-1-dep-right', 'BCHS_338_B-69-1-1-arr-right'), ('BCHS_338_B-69-1-1-arr-right', 'BCHS_338_B-69-1-1-dep-right'), ('BCHS_338_B-69-1-1-dep-right', 'BWKS_371_B-69-1-1-arr-right'), ('BWKS_371_B-69-1-1-arr-right', 'BWKS_371_B-69-1-1-dep-right'), ('BWKS_371_B-69-1-1-dep-right', 'BMS_402_B-69-1-1-arr-right')]
15; 4; ('BMS_401_B-69-1-2-dep-right-out', 'BSAP_303_B-69-1-2-arr-right-in'); 4; [('BMS_401_B-69-1-2-dep-right', 'BWKS_373_B-69-1-2-arr-right'), ('BWKS_373_B-69-1-2-arr-right', 'BWKS_373_B-69-1-2-dep-right'), ('BWKS_373_B-69-1-2-dep-right', 'BCHS_335_B-69-1-2-arr-right'), ('BCHS_335_B-69-1-2-arr-right', 'BCHS_335_B-69-1-2-dep-right'), ('BCHS_335_B-69-1-2-dep-right', 'BSAP_303_B-69-1-2-arr-right')]
16; 4; ('BMS_401_B-69-1-2-dep-right-out', 'BSAP_303_B-69-1-2-arr-right-in'); 17; [('BMS_401_B-69-1-2-dep-right', 'BWKS_373_B-69-1-2-arr-right'), ('BWKS_373_B-69-1-2-arr-right', 'BWKS_373_B-69-1-2-dep-right'), ('BWKS_373_B-69-1-2-dep-right', 'BCHS_337_B-69-1-2-arr-left'), ('BCHS_337_B-69-1-2-arr-left', 'BCHS_337_B-69-1-2-dep-left'), ('BCHS_337_B-69-1-2-dep-left', 'BSAP_303_B-69-1-2-arr-right')]
17; 4; ('BMS_401_B-69-1-2-dep-right-out', 'BSAP_303_B-69-1-2-arr-right-in'); 4; [('BMS_401_B-69-1-2-dep-right', 'BWKS_373_B-69-1-2-arr-right'), ('BWKS_373_B-69-1-2-arr-right', 'BWKS_373_B-69-1-2-dep-right'), ('BWKS_373_B-69-1-2-dep-right', 'BCHS_336_B-69-1-2-arr-right'), ('BCHS_336_B-69-1-2-arr-right', 'BCHS_336_B-69-1-2-dep-right'), ('BCHS_336_B-69-1-2-dep-right', 'BSAP_303_B-69-1-2-arr-right')]
18; 4; ('BMS_401_B-69-1-2-dep-right-out', 'BSAP_303_B-69-1-2-arr-right-in'); 4; [('BMS_401_B-69-1-2-dep-right', 'BWKS_374_B-69-1-2-arr-right'), ('BWKS_374_B-69-1-2-arr-right', 'BWKS_374_B-69-1-2-dep-right'), ('BWKS_374_B-69-1-2-dep-right', 'BCHS_335_B-69-1-2-arr-right'), ('BCHS_335_B-69-1-2-arr-right', 'BCHS_335_B-69-1-2-dep-right'), ('BCHS_335_B-69-1-2-dep-right', 'BSAP_303_B-69-1-2-arr-right')]
19; 4; ('BMS_401_B-69-1-2-dep-right-out', 'BSAP_303_B-69-1-2-arr-right-in'); 17; [('BMS_401_B-69-1-2-dep-right', 'BWKS_374_B-69-1-2-arr-right'), ('BWKS_374_B-69-1-2-arr-right', 'BWKS_374_B-69-1-2-dep-right'), ('BWKS_374_B-69-1-2-dep-right', 'BCHS_337_B-69-1-2-arr-left'), ('BCHS_337_B-69-1-2-arr-left', 'BCHS_337_B-69-1-2-dep-left'), ('BCHS_337_B-69-1-2-dep-left', 'BSAP_303_B-69-1-2-arr-right')]
20; 4; ('BMS_401_B-69-1-2-dep-right-out', 'BSAP_303_B-69-1-2-arr-right-in'); 4; [('BMS_401_B-69-1-2-dep-right', 'BWKS_374_B-69-1-2-arr-right'), ('BWKS_374_B-69-1-2-arr-right', 'BWKS_374_B-69-1-2-dep-right'), ('BWKS_374_B-69-1-2-dep-right', 'BCHS_336_B-69-1-2-arr-right'), ('BCHS_336_B-69-1-2-arr-right', 'BCHS_336_B-69-1-2-dep-right'), ('BCHS_336_B-69-1-2-dep-right', 'BSAP_303_B-69-1-2-arr-right')]
21; 5; ('BOLS_432_B-69-1-1-dep-right-out', 'BOLS_431_B-69-1-2-arr-right-in'); 0; [('BOLS_432_B-69-1-1-dep-right', 'henkel_8_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-69-1-12'), ('henkel_8_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-69-1-12', 'BOLS_431_B-69-1-2-arr-right')]
22; 5; ('BOLS_432_B-69-1-1-dep-right-out', 'BOLS_431_B-69-1-2-arr-right-in'); 0; [('BOLS_432_B-69-1-1-dep-right', 'henkel_2_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-69-1-12'), ('henkel_2_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-69-1-12', 'BOLS_431_B-69-1-2-arr-right')]
23; 6; ('BSAP_304_B-73-1-1-dep-right-out', 'BMS_402_B-73-1-1-arr-right-in'); 4; [('BSAP_304_B-73-1-1-dep-right', 'BCHS_337_B-73-1-1-arr-right'), ('BCHS_337_B-73-1-1-arr-right', 'BCHS_337_B-73-1-1-dep-right'), ('BCHS_337_B-73-1-1-dep-right', 'BWKS_372_B-73-1-1-arr-right'), ('BWKS_372_B-73-1-1-arr-right', 'BWKS_372_B-73-1-1-dep-right'), ('BWKS_372_B-73-1-1-dep-right', 'BMS_402_B-73-1-1-arr-right')]
24; 6; ('BSAP_304_B-73-1-1-dep-right-out', 'BMS_402_B-73-1-1-arr-right-in'); 4; [('BSAP_304_B-73-1-1-dep-right', 'BCHS_337_B-73-1-1-arr-right'), ('BCHS_337_B-73-1-1-arr-right', 'BCHS_337_B-73-1-1-dep-right'), ('BCHS_337_B-73-1-1-dep-right', 'BWKS_371_B-73-1-1-arr-right'), ('BWKS_371_B-73-1-1-arr-right', 'BWKS_371_B-73-1-1-dep-right'), ('BWKS_371_B-73-1-1-dep-right', 'BMS_402_B-73-1-1-arr-right')]
25; 6; ('BSAP_304_B-73-1-1-dep-right-out', 'BMS_402_B-73-1-1-arr-right-in'); 17; [('BSAP_304_B-73-1-1-dep-right', 'BCHS_336_B-73-1-1-arr-left'), ('BCHS_336_B-73-1-1-arr-left', 'BCHS_336_B-73-1-1-dep-left'), ('BCHS_336_B-73-1-1-dep-left', 'BWKS_372_B-73-1-1-arr-right'), ('BWKS_372_B-73-1-1-arr-right', 'BWKS_372_B-73-1-1-dep-right'), ('BWKS_372_B-73-1-1-dep-right', 'BMS_402_B-73-1-1-arr-right')]
26; 6; ('BSAP_304_B-73-1-1-dep-right-out', 'BMS_402_B-73-1-1-arr-right-in'); 17; [('BSAP_304_B-73-1-1-dep-right', 'BCHS_336_B-73-1-1-arr-left'), ('BCHS_336_B-73-1-1-arr-left', 'BCHS_336_B-73-1-1-dep-left'), ('BCHS_336_B-73-1-1-dep-left', 'BWKS_371_B-73-1-1-arr-right'), ('BWKS_371_B-73-1-1-arr-right', 'BWKS_371_B-73-1-1-dep-right'), ('BWKS_371_B-73-1-1-dep-right', 'BMS_402_B-73-1-1-arr-right')]
27; 6; ('BSAP_304_B-73-1-1-dep-right-out', 'BMS_402_B-73-1-1-arr-right-in'); 4; [('BSAP_304_B-73-1-1-dep-right', 'BCHS_338_B-73-1-1-arr-right'), ('BCHS_338_B-73-1-1-arr-right', 'BCHS_338_B-73-1-1-dep-right'), ('BCHS_338_B-73-1-1-dep-right', 'BWKS_372_B-73-1-1-arr-right'), ('BWKS_372_B-73-1-1-arr-right', 'BWKS_372_B-73-1-1-dep-right'), ('BWKS_372_B-73-1-1-dep-right', 'BMS_402_B-73-1-1-arr-right')]
28; 6; ('BSAP_304_B-73-1-1-dep-right-out', 'BMS_402_B-73-1-1-arr-right-in'); 4; [('BSAP_304_B-73-1-1-dep-right', 'BCHS_338_B-73-1-1-arr-right'), ('BCHS_338_B-73-1-1-arr-right', 'BCHS_338_B-73-1-1-dep-right'), ('BCHS_338_B-73-1-1-dep-right', 'BWKS_371_B-73-1-1-arr-right'), ('BWKS_371_B-73-1-1-arr-right', 'BWKS_371_B-73-1-1-dep-right'), ('BWKS_371_B-73-1-1-dep-right', 'BMS_402_B-73-1-1-arr-right')]
29; 7; ('BMS_401_B-73-1-2-dep-right-out', 'BSAP_303_B-73-1-2-arr-right-in'); 4; [('BMS_401_B-73-1-2-dep-right', 'BWKS_373_B-73-1-2-arr-right'), ('BWKS_373_B-73-1-2-arr-right', 'BWKS_373_B-73-1-2-dep-right'), ('BWKS_373_B-73-1-2-dep-right', 'BCHS_335_B-73-1-2-arr-right'), ('BCHS_335_B-73-1-2-arr-right', 'BCHS_335_B-73-1-2-dep-right'), ('BCHS_335_B-73-1-2-dep-right', 'BSAP_303_B-73-1-2-arr-right')]
30; 7; ('BMS_401_B-73-1-2-dep-right-out', 'BSAP_303_B-73-1-2-arr-right-in'); 17; [('BMS_401_B-73-1-2-dep-right', 'BWKS_373_B-73-1-2-arr-right'), ('BWKS_373_B-73-1-2-arr-right', 'BWKS_373_B-73-1-2-dep-right'), ('BWKS_373_B-73-1-2-dep-right', 'BCHS_337_B-73-1-2-arr-left'), ('BCHS_337_B-73-1-2-arr-left', 'BCHS_337_B-73-1-2-dep-left'), ('BCHS_337_B-73-1-2-dep-left', 'BSAP_303_B-73-1-2-arr-right')]
31; 7; ('BMS_401_B-73-1-2-dep-right-out', 'BSAP_303_B-73-1-2-arr-right-in'); 4; [('BMS_401_B-73-1-2-dep-right', 'BWKS_373_B-73-1-2-arr-right'), ('BWKS_373_B-73-1-2-arr-right', 'BWKS_373_B-73-1-2-dep-right'), ('BWKS_373_B-73-1-2-dep-right', 'BCHS_336_B-73-1-2-arr-right'), ('BCHS_336_B-73-1-2-arr-right', 'BCHS_336_B-73-1-2-dep-right'), ('BCHS_336_B-73-1-2-dep-right', 'BSAP_303_B-73-1-2-arr-right')]
32; 7; ('BMS_401_B-73-1-2-dep-right-out', 'BSAP_303_B-73-1-2-arr-right-in'); 4; [('BMS_401_B-73-1-2-dep-right', 'BWKS_374_B-73-1-2-arr-right'), ('BWKS_374_B-73-1-2-arr-right', 'BWKS_374_B-73-1-2-dep-right'), ('BWKS_374_B-73-1-2-dep-right', 'BCHS_335_B-73-1-2-arr-right'), ('BCHS_335_B-73-1-2-arr-right', 'BCHS_335_B-73-1-2-dep-right'), ('BCHS_335_B-73-1-2-dep-right', 'BSAP_303_B-73-1-2-arr-right')]
33; 7; ('BMS_401_B-73-1-2-dep-right-out', 'BSAP_303_B-73-1-2-arr-right-in'); 17; [('BMS_401_B-73-1-2-dep-right', 'BWKS_374_B-73-1-2-arr-right'), ('BWKS_374_B-73-1-2-arr-right', 'BWKS_374_B-73-1-2-dep-right'), ('BWKS_374_B-73-1-2-dep-right', 'BCHS_337_B-73-1-2-arr-left'), ('BCHS_337_B-73-1-2-arr-left', 'BCHS_337_B-73-1-2-dep-left'), ('BCHS_337_B-73-1-2-dep-left', 'BSAP_303_B-73-1-2-arr-right')]
34; 7; ('BMS_401_B-73-1-2-dep-right-out', 'BSAP_303_B-73-1-2-arr-right-in'); 4; [('BMS_401_B-73-1-2-dep-right', 'BWKS_374_B-73-1-2-arr-right'), ('BWKS_374_B-73-1-2-arr-right', 'BWKS_374_B-73-1-2-dep-right'), ('BWKS_374_B-73-1-2-dep-right', 'BCHS_336_B-73-1-2-arr-right'), ('BCHS_336_B-73-1-2-arr-right', 'BCHS_336_B-73-1-2-dep-right'), ('BCHS_336_B-73-1-2-dep-right', 'BSAP_303_B-73-1-2-arr-right')]
35; 8; ('BOLS_432_B-73-1-1-dep-right-out', 'BOLS_431_B-73-1-2-arr-right-in'); 0; [('BOLS_432_B-73-1-1-dep-right', 'henkel_8_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-73-1-12'), ('henkel_8_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-73-1-12', 'BOLS_431_B-73-1-2-arr-right')]
36; 8; ('BOLS_432_B-73-1-1-dep-right-out', 'BOLS_431_B-73-1-2-arr-right-in'); 0; [('BOLS_432_B-73-1-1-dep-right', 'henkel_2_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-73-1-12'), ('henkel_2_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-73-1-12', 'BOLS_431_B-73-1-2-arr-right')]
