#file for arcs using the same infrastructure in the sense that activities (i,j) and (i_bar, j_bar) occupy the same underlying infrastructure
i,j,i_bar,j_bar
BWSS_432_B-82-1-1-arr-right,BWSS_432_B-82-1-1-dep-right,BWSS_432_B-1-1-12-arr-right,BWSS_432_B-1-1-12-dep-left
BWSS_432_B-82-1-1-arr-right,BWSS_432_B-82-1-1-dep-right,BWSS_432_B-2-1-12-arr-left,BWSS_432_B-2-1-12-dep-left
BWSS_432_B-82-1-1-arr-right,BWSS_432_B-82-1-1-dep-right,BWSS_432_B-1-1-12-arr-right,BWSS_432_B-1-1-12-dep-right
BWSS_432_B-82-1-1-arr-right,BWSS_432_B-82-1-1-dep-right,BWSS_432_B-1-1-12-arr-left,BWSS_432_B-1-1-12-dep-left
BWSS_432_B-82-1-1-arr-right,BWSS_432_B-82-1-1-dep-right,BWSS_432_B-82-2-1-arr-right,BWSS_432_B-82-2-1-dep-right
BWSS_432_B-1-1-12-arr-right,BWSS_432_B-1-1-12-dep-left,BWSS_432_B-2-1-12-arr-left,BWSS_432_B-2-1-12-dep-left
BWSS_432_B-1-1-12-arr-right,BWSS_432_B-1-1-12-dep-left,BWSS_432_B-1-1-12-arr-right,BWSS_432_B-1-1-12-dep-right
BWSS_432_B-1-1-12-arr-right,BWSS_432_B-1-1-12-dep-left,BWSS_432_B-1-1-12-arr-left,BWSS_432_B-1-1-12-dep-left
BWSS_432_B-1-1-12-arr-right,BWSS_432_B-1-1-12-dep-left,BWSS_432_B-82-2-1-arr-right,BWSS_432_B-82-2-1-dep-right
BWSS_432_B-2-1-12-arr-left,BWSS_432_B-2-1-12-dep-left,BWSS_432_B-1-1-12-arr-right,BWSS_432_B-1-1-12-dep-right
BWSS_432_B-2-1-12-arr-left,BWSS_432_B-2-1-12-dep-left,BWSS_432_B-1-1-12-arr-left,BWSS_432_B-1-1-12-dep-left
BWSS_432_B-2-1-12-arr-left,BWSS_432_B-2-1-12-dep-left,BWSS_432_B-82-2-1-arr-right,BWSS_432_B-82-2-1-dep-right
BWSS_432_B-1-1-12-arr-right,BWSS_432_B-1-1-12-dep-right,BWSS_432_B-1-1-12-arr-left,BWSS_432_B-1-1-12-dep-left
BWSS_432_B-1-1-12-arr-right,BWSS_432_B-1-1-12-dep-right,BWSS_432_B-82-2-1-arr-right,BWSS_432_B-82-2-1-dep-right
BWSS_432_B-1-1-12-arr-left,BWSS_432_B-1-1-12-dep-left,BWSS_432_B-82-2-1-arr-right,BWSS_432_B-82-2-1-dep-right
BWSS_433_B-82-2-2-arr-left,BWSS_433_B-82-2-2-dep-right,BWSS_433_B-82-1-2-arr-left,BWSS_433_B-82-1-2-dep-right
BWSS_433_B-82-2-2-arr-left,BWSS_433_B-82-2-2-dep-right,BWSS_433_B-2-1-12-arr-left,BWSS_433_B-2-1-12-dep-right
BWSS_433_B-82-2-2-arr-left,BWSS_433_B-82-2-2-dep-right,BWSS_433_B-1-1-12-arr-left,BWSS_433_B-1-1-12-dep-right
BWSS_433_B-82-1-2-arr-left,BWSS_433_B-82-1-2-dep-right,BWSS_433_B-2-1-12-arr-left,BWSS_433_B-2-1-12-dep-right
BWSS_433_B-82-1-2-arr-left,BWSS_433_B-82-1-2-dep-right,BWSS_433_B-1-1-12-arr-left,BWSS_433_B-1-1-12-dep-right
BWSS_433_B-2-1-12-arr-left,BWSS_433_B-2-1-12-dep-right,BWSS_433_B-1-1-12-arr-left,BWSS_433_B-1-1-12-dep-right
BWSS_434_B-2-1-12-arr-left,BWSS_434_B-2-1-12-dep-right,BWSS_434_B-2-1-12-arr-right,BWSS_434_B-2-1-12-dep-right
BWSS_434_B-2-1-12-arr-left,BWSS_434_B-2-1-12-dep-right,BWSS_434_B-2-1-12-arr-left,BWSS_434_B-2-1-12-dep-left
BWSS_434_B-2-1-12-arr-left,BWSS_434_B-2-1-12-dep-right,BWSS_434_B-1-1-12-arr-left,BWSS_434_B-1-1-12-dep-left
BWSS_434_B-2-1-12-arr-left,BWSS_434_B-2-1-12-dep-right,BWSS_434_B-1-1-12-arr-left,BWSS_434_B-1-1-12-dep-right
BWSS_434_B-2-1-12-arr-left,BWSS_434_B-2-1-12-dep-right,BWSS_434_B-82-1-2-arr-right,BWSS_434_B-82-1-2-dep-right
BWSS_434_B-2-1-12-arr-left,BWSS_434_B-2-1-12-dep-right,BWSS_434_B-82-2-2-arr-right,BWSS_434_B-82-2-2-dep-right
BWSS_434_B-2-1-12-arr-left,BWSS_434_B-2-1-12-dep-right,BWSS_434_B-1-1-12-arr-right,BWSS_434_B-1-1-12-dep-right
BWSS_434_B-2-1-12-arr-right,BWSS_434_B-2-1-12-dep-right,BWSS_434_B-2-1-12-arr-left,BWSS_434_B-2-1-12-dep-left
BWSS_434_B-2-1-12-arr-right,BWSS_434_B-2-1-12-dep-right,BWSS_434_B-1-1-12-arr-left,BWSS_434_B-1-1-12-dep-left
BWSS_434_B-2-1-12-arr-right,BWSS_434_B-2-1-12-dep-right,BWSS_434_B-1-1-12-arr-left,BWSS_434_B-1-1-12-dep-right
BWSS_434_B-2-1-12-arr-right,BWSS_434_B-2-1-12-dep-right,BWSS_434_B-82-1-2-arr-right,BWSS_434_B-82-1-2-dep-right
BWSS_434_B-2-1-12-arr-right,BWSS_434_B-2-1-12-dep-right,BWSS_434_B-82-2-2-arr-right,BWSS_434_B-82-2-2-dep-right
BWSS_434_B-2-1-12-arr-right,BWSS_434_B-2-1-12-dep-right,BWSS_434_B-1-1-12-arr-right,BWSS_434_B-1-1-12-dep-right
BWSS_434_B-2-1-12-arr-left,BWSS_434_B-2-1-12-dep-left,BWSS_434_B-1-1-12-arr-left,BWSS_434_B-1-1-12-dep-left
BWSS_434_B-2-1-12-arr-left,BWSS_434_B-2-1-12-dep-left,BWSS_434_B-1-1-12-arr-left,BWSS_434_B-1-1-12-dep-right
BWSS_434_B-2-1-12-arr-left,BWSS_434_B-2-1-12-dep-left,BWSS_434_B-82-1-2-arr-right,BWSS_434_B-82-1-2-dep-right
BWSS_434_B-2-1-12-arr-left,BWSS_434_B-2-1-12-dep-left,BWSS_434_B-82-2-2-arr-right,BWSS_434_B-82-2-2-dep-right
BWSS_434_B-2-1-12-arr-left,BWSS_434_B-2-1-12-dep-left,BWSS_434_B-1-1-12-arr-right,BWSS_434_B-1-1-12-dep-right
BWSS_434_B-1-1-12-arr-left,BWSS_434_B-1-1-12-dep-left,BWSS_434_B-1-1-12-arr-left,BWSS_434_B-1-1-12-dep-right
BWSS_434_B-1-1-12-arr-left,BWSS_434_B-1-1-12-dep-left,BWSS_434_B-82-1-2-arr-right,BWSS_434_B-82-1-2-dep-right
BWSS_434_B-1-1-12-arr-left,BWSS_434_B-1-1-12-dep-left,BWSS_434_B-82-2-2-arr-right,BWSS_434_B-82-2-2-dep-right
BWSS_434_B-1-1-12-arr-left,BWSS_434_B-1-1-12-dep-left,BWSS_434_B-1-1-12-arr-right,BWSS_434_B-1-1-12-dep-right
BWSS_434_B-1-1-12-arr-left,BWSS_434_B-1-1-12-dep-right,BWSS_434_B-82-1-2-arr-right,BWSS_434_B-82-1-2-dep-right
BWSS_434_B-1-1-12-arr-left,BWSS_434_B-1-1-12-dep-right,BWSS_434_B-82-2-2-arr-right,BWSS_434_B-82-2-2-dep-right
BWSS_434_B-1-1-12-arr-left,BWSS_434_B-1-1-12-dep-right,BWSS_434_B-1-1-12-arr-right,BWSS_434_B-1-1-12-dep-right
BWSS_434_B-82-1-2-arr-right,BWSS_434_B-82-1-2-dep-right,BWSS_434_B-82-2-2-arr-right,BWSS_434_B-82-2-2-dep-right
BWSS_434_B-82-1-2-arr-right,BWSS_434_B-82-1-2-dep-right,BWSS_434_B-1-1-12-arr-right,BWSS_434_B-1-1-12-dep-right
BWSS_434_B-82-2-2-arr-right,BWSS_434_B-82-2-2-dep-right,BWSS_434_B-1-1-12-arr-right,BWSS_434_B-1-1-12-dep-right
BWSS_412_A-2-1-12-arr-right,BWSS_412_A-2-1-12-dep-left,BWSS_412_A-1-1-12-arr-right,BWSS_412_A-1-1-12-dep-left
BWSS_413_A-1-1-12-arr-right,BWSS_413_A-1-1-12-dep-left,BWSS_413_A-2-1-12-arr-right,BWSS_413_A-2-1-12-dep-left
BWSS_453_A-2-1-12-arr-right,BWSS_453_A-2-1-12-dep-left,BWSS_453_A-1-1-12-arr-right,BWSS_453_A-1-1-12-dep-left
BSAP_304_B-89-1-1-arr-right,BSAP_304_B-89-1-1-dep-right,BSAP_304_B-73-1-1-arr-right,BSAP_304_B-73-1-1-dep-right
BSAP_304_B-89-1-1-arr-right,BSAP_304_B-89-1-1-dep-right,BSAP_304_B-90-1-1-arr-right,BSAP_304_B-90-1-1-dep-right
BSAP_304_B-89-1-1-arr-right,BSAP_304_B-89-1-1-dep-right,BSAP_304_B-82-2-1-arr-right,BSAP_304_B-82-2-1-dep-right
BSAP_304_B-89-1-1-arr-right,BSAP_304_B-89-1-1-dep-right,BSAP_304_B-69-1-1-arr-right,BSAP_304_B-69-1-1-dep-right
BSAP_304_B-89-1-1-arr-right,BSAP_304_B-89-1-1-dep-right,BSAP_304_B-82-1-1-arr-right,BSAP_304_B-82-1-1-dep-right
BSAP_304_B-73-1-1-arr-right,BSAP_304_B-73-1-1-dep-right,BSAP_304_B-90-1-1-arr-right,BSAP_304_B-90-1-1-dep-right
BSAP_304_B-73-1-1-arr-right,BSAP_304_B-73-1-1-dep-right,BSAP_304_B-82-2-1-arr-right,BSAP_304_B-82-2-1-dep-right
BSAP_304_B-73-1-1-arr-right,BSAP_304_B-73-1-1-dep-right,BSAP_304_B-69-1-1-arr-right,BSAP_304_B-69-1-1-dep-right
BSAP_304_B-73-1-1-arr-right,BSAP_304_B-73-1-1-dep-right,BSAP_304_B-82-1-1-arr-right,BSAP_304_B-82-1-1-dep-right
BSAP_304_B-90-1-1-arr-right,BSAP_304_B-90-1-1-dep-right,BSAP_304_B-82-2-1-arr-right,BSAP_304_B-82-2-1-dep-right
BSAP_304_B-90-1-1-arr-right,BSAP_304_B-90-1-1-dep-right,BSAP_304_B-69-1-1-arr-right,BSAP_304_B-69-1-1-dep-right
BSAP_304_B-90-1-1-arr-right,BSAP_304_B-90-1-1-dep-right,BSAP_304_B-82-1-1-arr-right,BSAP_304_B-82-1-1-dep-right
BSAP_304_B-82-2-1-arr-right,BSAP_304_B-82-2-1-dep-right,BSAP_304_B-69-1-1-arr-right,BSAP_304_B-69-1-1-dep-right
BSAP_304_B-82-2-1-arr-right,BSAP_304_B-82-2-1-dep-right,BSAP_304_B-82-1-1-arr-right,BSAP_304_B-82-1-1-dep-right
BSAP_304_B-69-1-1-arr-right,BSAP_304_B-69-1-1-dep-right,BSAP_304_B-82-1-1-arr-right,BSAP_304_B-82-1-1-dep-right
BCHS_337_B-73-1-2-arr-left,BCHS_337_B-73-1-2-dep-left,BCHS_337_B-89-1-2-arr-left,BCHS_337_B-89-1-2-dep-left
BCHS_337_B-73-1-2-arr-left,BCHS_337_B-73-1-2-dep-left,BCHS_337_B-82-2-1-arr-right,BCHS_337_B-82-2-1-dep-right
BCHS_337_B-73-1-2-arr-left,BCHS_337_B-73-1-2-dep-left,BCHS_337_B-82-2-2-arr-left,BCHS_337_B-82-2-2-dep-left
BCHS_337_B-73-1-2-arr-left,BCHS_337_B-73-1-2-dep-left,BCHS_337_B-82-1-2-arr-left,BCHS_337_B-82-1-2-dep-left
BCHS_337_B-73-1-2-arr-left,BCHS_337_B-73-1-2-dep-left,BCHS_337_B-90-1-2-arr-left,BCHS_337_B-90-1-2-dep-left
BCHS_337_B-73-1-2-arr-left,BCHS_337_B-73-1-2-dep-left,BCHS_337_B-82-1-1-arr-right,BCHS_337_B-82-1-1-dep-right
BCHS_337_B-73-1-2-arr-left,BCHS_337_B-73-1-2-dep-left,BCHS_337_B-69-1-1-arr-right,BCHS_337_B-69-1-1-dep-right
BCHS_337_B-73-1-2-arr-left,BCHS_337_B-73-1-2-dep-left,BCHS_337_B-90-1-1-arr-right,BCHS_337_B-90-1-1-dep-right
BCHS_337_B-73-1-2-arr-left,BCHS_337_B-73-1-2-dep-left,BCHS_337_B-69-1-2-arr-left,BCHS_337_B-69-1-2-dep-left
BCHS_337_B-73-1-2-arr-left,BCHS_337_B-73-1-2-dep-left,BCHS_337_B-89-1-1-arr-right,BCHS_337_B-89-1-1-dep-right
BCHS_337_B-73-1-2-arr-left,BCHS_337_B-73-1-2-dep-left,BCHS_337_B-73-1-1-arr-right,BCHS_337_B-73-1-1-dep-right
BCHS_337_B-89-1-2-arr-left,BCHS_337_B-89-1-2-dep-left,BCHS_337_B-82-2-1-arr-right,BCHS_337_B-82-2-1-dep-right
BCHS_337_B-89-1-2-arr-left,BCHS_337_B-89-1-2-dep-left,BCHS_337_B-82-2-2-arr-left,BCHS_337_B-82-2-2-dep-left
BCHS_337_B-89-1-2-arr-left,BCHS_337_B-89-1-2-dep-left,BCHS_337_B-82-1-2-arr-left,BCHS_337_B-82-1-2-dep-left
BCHS_337_B-89-1-2-arr-left,BCHS_337_B-89-1-2-dep-left,BCHS_337_B-90-1-2-arr-left,BCHS_337_B-90-1-2-dep-left
BCHS_337_B-89-1-2-arr-left,BCHS_337_B-89-1-2-dep-left,BCHS_337_B-82-1-1-arr-right,BCHS_337_B-82-1-1-dep-right
BCHS_337_B-89-1-2-arr-left,BCHS_337_B-89-1-2-dep-left,BCHS_337_B-69-1-1-arr-right,BCHS_337_B-69-1-1-dep-right
BCHS_337_B-89-1-2-arr-left,BCHS_337_B-89-1-2-dep-left,BCHS_337_B-90-1-1-arr-right,BCHS_337_B-90-1-1-dep-right
BCHS_337_B-89-1-2-arr-left,BCHS_337_B-89-1-2-dep-left,BCHS_337_B-69-1-2-arr-left,BCHS_337_B-69-1-2-dep-left
BCHS_337_B-89-1-2-arr-left,BCHS_337_B-89-1-2-dep-left,BCHS_337_B-89-1-1-arr-right,BCHS_337_B-89-1-1-dep-right
BCHS_337_B-89-1-2-arr-left,BCHS_337_B-89-1-2-dep-left,BCHS_337_B-73-1-1-arr-right,BCHS_337_B-73-1-1-dep-right
BCHS_337_B-82-2-1-arr-right,BCHS_337_B-82-2-1-dep-right,BCHS_337_B-82-2-2-arr-left,BCHS_337_B-82-2-2-dep-left
BCHS_337_B-82-2-1-arr-right,BCHS_337_B-82-2-1-dep-right,BCHS_337_B-82-1-2-arr-left,BCHS_337_B-82-1-2-dep-left
BCHS_337_B-82-2-1-arr-right,BCHS_337_B-82-2-1-dep-right,BCHS_337_B-90-1-2-arr-left,BCHS_337_B-90-1-2-dep-left
BCHS_337_B-82-2-1-arr-right,BCHS_337_B-82-2-1-dep-right,BCHS_337_B-82-1-1-arr-right,BCHS_337_B-82-1-1-dep-right
BCHS_337_B-82-2-1-arr-right,BCHS_337_B-82-2-1-dep-right,BCHS_337_B-69-1-1-arr-right,BCHS_337_B-69-1-1-dep-right
BCHS_337_B-82-2-1-arr-right,BCHS_337_B-82-2-1-dep-right,BCHS_337_B-90-1-1-arr-right,BCHS_337_B-90-1-1-dep-right
BCHS_337_B-82-2-1-arr-right,BCHS_337_B-82-2-1-dep-right,BCHS_337_B-69-1-2-arr-left,BCHS_337_B-69-1-2-dep-left
BCHS_337_B-82-2-1-arr-right,BCHS_337_B-82-2-1-dep-right,BCHS_337_B-89-1-1-arr-right,BCHS_337_B-89-1-1-dep-right
BCHS_337_B-82-2-1-arr-right,BCHS_337_B-82-2-1-dep-right,BCHS_337_B-73-1-1-arr-right,BCHS_337_B-73-1-1-dep-right
BCHS_337_B-82-2-2-arr-left,BCHS_337_B-82-2-2-dep-left,BCHS_337_B-82-1-2-arr-left,BCHS_337_B-82-1-2-dep-left
BCHS_337_B-82-2-2-arr-left,BCHS_337_B-82-2-2-dep-left,BCHS_337_B-90-1-2-arr-left,BCHS_337_B-90-1-2-dep-left
BCHS_337_B-82-2-2-arr-left,BCHS_337_B-82-2-2-dep-left,BCHS_337_B-82-1-1-arr-right,BCHS_337_B-82-1-1-dep-right
BCHS_337_B-82-2-2-arr-left,BCHS_337_B-82-2-2-dep-left,BCHS_337_B-69-1-1-arr-right,BCHS_337_B-69-1-1-dep-right
BCHS_337_B-82-2-2-arr-left,BCHS_337_B-82-2-2-dep-left,BCHS_337_B-90-1-1-arr-right,BCHS_337_B-90-1-1-dep-right
BCHS_337_B-82-2-2-arr-left,BCHS_337_B-82-2-2-dep-left,BCHS_337_B-69-1-2-arr-left,BCHS_337_B-69-1-2-dep-left
BCHS_337_B-82-2-2-arr-left,BCHS_337_B-82-2-2-dep-left,BCHS_337_B-89-1-1-arr-right,BCHS_337_B-89-1-1-dep-right
BCHS_337_B-82-2-2-arr-left,BCHS_337_B-82-2-2-dep-left,BCHS_337_B-73-1-1-arr-right,BCHS_337_B-73-1-1-dep-right
BCHS_337_B-82-1-2-arr-left,BCHS_337_B-82-1-2-dep-left,BCHS_337_B-90-1-2-arr-left,BCHS_337_B-90-1-2-dep-left
BCHS_337_B-82-1-2-arr-left,BCHS_337_B-82-1-2-dep-left,BCHS_337_B-82-1-1-arr-right,BCHS_337_B-82-1-1-dep-right
BCHS_337_B-82-1-2-arr-left,BCHS_337_B-82-1-2-dep-left,BCHS_337_B-69-1-1-arr-right,BCHS_337_B-69-1-1-dep-right
BCHS_337_B-82-1-2-arr-left,BCHS_337_B-82-1-2-dep-left,BCHS_337_B-90-1-1-arr-right,BCHS_337_B-90-1-1-dep-right
BCHS_337_B-82-1-2-arr-left,BCHS_337_B-82-1-2-dep-left,BCHS_337_B-69-1-2-arr-left,BCHS_337_B-69-1-2-dep-left
BCHS_337_B-82-1-2-arr-left,BCHS_337_B-82-1-2-dep-left,BCHS_337_B-89-1-1-arr-right,BCHS_337_B-89-1-1-dep-right
BCHS_337_B-82-1-2-arr-left,BCHS_337_B-82-1-2-dep-left,BCHS_337_B-73-1-1-arr-right,BCHS_337_B-73-1-1-dep-right
BCHS_337_B-90-1-2-arr-left,BCHS_337_B-90-1-2-dep-left,BCHS_337_B-82-1-1-arr-right,BCHS_337_B-82-1-1-dep-right
BCHS_337_B-90-1-2-arr-left,BCHS_337_B-90-1-2-dep-left,BCHS_337_B-69-1-1-arr-right,BCHS_337_B-69-1-1-dep-right
BCHS_337_B-90-1-2-arr-left,BCHS_337_B-90-1-2-dep-left,BCHS_337_B-90-1-1-arr-right,BCHS_337_B-90-1-1-dep-right
BCHS_337_B-90-1-2-arr-left,BCHS_337_B-90-1-2-dep-left,BCHS_337_B-69-1-2-arr-left,BCHS_337_B-69-1-2-dep-left
BCHS_337_B-90-1-2-arr-left,BCHS_337_B-90-1-2-dep-left,BCHS_337_B-89-1-1-arr-right,BCHS_337_B-89-1-1-dep-right
BCHS_337_B-90-1-2-arr-left,BCHS_337_B-90-1-2-dep-left,BCHS_337_B-73-1-1-arr-right,BCHS_337_B-73-1-1-dep-right
BCHS_337_B-82-1-1-arr-right,BCHS_337_B-82-1-1-dep-right,BCHS_337_B-69-1-1-arr-right,BCHS_337_B-69-1-1-dep-right
BCHS_337_B-82-1-1-arr-right,BCHS_337_B-82-1-1-dep-right,BCHS_337_B-90-1-1-arr-right,BCHS_337_B-90-1-1-dep-right
BCHS_337_B-82-1-1-arr-right,BCHS_337_B-82-1-1-dep-right,BCHS_337_B-69-1-2-arr-left,BCHS_337_B-69-1-2-dep-left
BCHS_337_B-82-1-1-arr-right,BCHS_337_B-82-1-1-dep-right,BCHS_337_B-89-1-1-arr-right,BCHS_337_B-89-1-1-dep-right
BCHS_337_B-82-1-1-arr-right,BCHS_337_B-82-1-1-dep-right,BCHS_337_B-73-1-1-arr-right,BCHS_337_B-73-1-1-dep-right
BCHS_337_B-69-1-1-arr-right,BCHS_337_B-69-1-1-dep-right,BCHS_337_B-90-1-1-arr-right,BCHS_337_B-90-1-1-dep-right
BCHS_337_B-69-1-1-arr-right,BCHS_337_B-69-1-1-dep-right,BCHS_337_B-69-1-2-arr-left,BCHS_337_B-69-1-2-dep-left
BCHS_337_B-69-1-1-arr-right,BCHS_337_B-69-1-1-dep-right,BCHS_337_B-89-1-1-arr-right,BCHS_337_B-89-1-1-dep-right
BCHS_337_B-69-1-1-arr-right,BCHS_337_B-69-1-1-dep-right,BCHS_337_B-73-1-1-arr-right,BCHS_337_B-73-1-1-dep-right
BCHS_337_B-90-1-1-arr-right,BCHS_337_B-90-1-1-dep-right,BCHS_337_B-69-1-2-arr-left,BCHS_337_B-69-1-2-dep-left
BCHS_337_B-90-1-1-arr-right,BCHS_337_B-90-1-1-dep-right,BCHS_337_B-89-1-1-arr-right,BCHS_337_B-89-1-1-dep-right
BCHS_337_B-90-1-1-arr-right,BCHS_337_B-90-1-1-dep-right,BCHS_337_B-73-1-1-arr-right,BCHS_337_B-73-1-1-dep-right
BCHS_337_B-69-1-2-arr-left,BCHS_337_B-69-1-2-dep-left,BCHS_337_B-89-1-1-arr-right,BCHS_337_B-89-1-1-dep-right
